,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
831,Either Veronica or Chang Lee is an airman,Veronica is an airman,0.322,0.615,0.063,neutral,Chang Lee is an airman,0.554,0.361,0.085,entailment,0.507,Either Chang Lee or Veronica is an airman,Veronica is an airman,0.441,0.514,0.045,neutral,Chang Lee is an airman,0.657,0.265,0.078,entailment,0.497,0.240,0.206,0.446
832,Either Juliette or Cadan is a butcher,Juliette is a butcher,0.869,0.088,0.043,entailment,Cadan is a butcher,0.944,0.045,0.011,entailment,0.150,Either Cadan or Juliette is a butcher,Juliette is a butcher,0.841,0.090,0.069,entailment,Cadan is a butcher,0.903,0.066,0.031,entailment,0.123,0.055,0.082,0.137
833,Either Cindy or Lamar is a plumber,Cindy is a plumber,0.717,0.235,0.048,entailment,Lamar is a plumber,0.876,0.108,0.016,entailment,0.317,Either Lamar or Cindy is a plumber,Cindy is a plumber,0.881,0.094,0.024,entailment,Lamar is a plumber,0.836,0.141,0.023,entailment,0.093,0.328,0.080,0.408
834,Either Katherine or Joey is a groom,Katherine is a groom,0.487,0.270,0.242,entailment,Joey is a groom,0.563,0.192,0.244,entailment,0.156,Either Joey or Katherine is a groom,Katherine is a groom,0.497,0.223,0.279,entailment,Joey is a groom,0.551,0.203,0.246,entailment,0.107,0.095,0.025,0.120
835,Either Candace or Jafari is a surgeon,Candace is a surgeon,0.802,0.153,0.046,entailment,Jafari is a surgeon,0.878,0.101,0.021,entailment,0.153,Either Jafari or Candace is a surgeon,Candace is a surgeon,0.895,0.081,0.024,entailment,Jafari is a surgeon,0.760,0.176,0.064,entailment,0.269,0.187,0.235,0.422
836,Either Ruby or Steven is a judge,Ruby is a judge,0.396,0.376,0.228,entailment,Steven is a judge,0.714,0.159,0.128,entailment,0.635,Either Steven or Ruby is a judge,Ruby is a judge,0.535,0.366,0.099,entailment,Steven is a judge,0.466,0.317,0.217,entailment,0.236,0.277,0.496,0.773
837,Either Greta or Val is a bartender,Greta is a bartender,0.820,0.133,0.047,entailment,Val is a bartender,0.750,0.170,0.079,entailment,0.140,Either Val or Greta is a bartender,Greta is a bartender,0.802,0.157,0.041,entailment,Val is a bartender,0.790,0.143,0.067,entailment,0.052,0.049,0.079,0.128
838,Either Precious or Miguel is a cleaner,Precious is a cleaner,0.587,0.328,0.085,entailment,Miguel is a cleaner,0.815,0.137,0.048,entailment,0.456,Either Miguel or Precious is a cleaner,Precious is a cleaner,0.589,0.324,0.087,entailment,Miguel is a cleaner,0.722,0.213,0.065,entailment,0.266,0.009,0.186,0.195
839,Either Anna or Micheal is a comedian,Anna is a comedian,0.618,0.316,0.065,entailment,Micheal is a comedian,0.827,0.147,0.027,entailment,0.417,Either Micheal or Anna is a comedian,Anna is a comedian,0.701,0.221,0.078,entailment,Micheal is a comedian,0.790,0.174,0.036,entailment,0.178,0.191,0.073,0.264
840,Either Candice or Louis is an analyst,Candice is an analyst,0.680,0.298,0.023,entailment,Louis is an analyst,0.742,0.230,0.028,entailment,0.136,Either Louis or Candice is an analyst,Candice is an analyst,0.776,0.201,0.022,entailment,Louis is an analyst,0.775,0.193,0.032,entailment,0.020,0.193,0.074,0.268
841,Either Jennifer or Jacob is a supervisor,Jennifer is a supervisor,0.278,0.465,0.257,neutral,Jacob is a supervisor,0.521,0.269,0.209,entailment,0.487,Either Jacob or Jennifer is a supervisor,Jennifer is a supervisor,0.518,0.319,0.163,entailment,Jacob is a supervisor,0.354,0.311,0.335,entailment,0.344,0.479,0.336,0.815
842,Either Anita or Bill is a swimmer,Anita is a swimmer,0.534,0.413,0.053,entailment,Bill is a swimmer,0.408,0.523,0.069,neutral,0.252,Either Bill or Anita is a swimmer,Anita is a swimmer,0.593,0.360,0.046,entailment,Bill is a swimmer,0.422,0.523,0.056,neutral,0.343,0.119,0.028,0.146
843,Either Roberta or Tyresse is an executive,Roberta is an executive,0.671,0.278,0.051,entailment,Tyresse is an executive,0.775,0.199,0.026,entailment,0.208,Either Tyresse or Roberta is an executive,Roberta is an executive,0.778,0.185,0.037,entailment,Tyresse is an executive,0.688,0.244,0.068,entailment,0.179,0.213,0.174,0.387
844,Either Precious or Lars is a designer,Precious is a designer,0.750,0.149,0.100,entailment,Lars is a designer,0.861,0.086,0.054,entailment,0.221,Either Lars or Precious is a designer,Precious is a designer,0.779,0.136,0.085,entailment,Lars is a designer,0.808,0.110,0.082,entailment,0.060,0.057,0.104,0.161
845,Either Sally or LeBron is a prosecutor,Sally is a prosecutor,0.597,0.272,0.131,entailment,LeBron is a prosecutor,0.824,0.105,0.071,entailment,0.454,Either LeBron or Sally is a prosecutor,Sally is a prosecutor,0.626,0.206,0.169,entailment,LeBron is a prosecutor,0.516,0.265,0.218,entailment,0.218,0.133,0.616,0.748
846,Either Diamond or Joey is a soldier,Diamond is a soldier,0.593,0.336,0.071,entailment,Joey is a soldier,0.692,0.216,0.092,entailment,0.239,Either Joey or Diamond is a soldier,Diamond is a soldier,0.545,0.392,0.062,entailment,Joey is a soldier,0.660,0.259,0.080,entailment,0.266,0.114,0.086,0.200
847,Either Carly or Cole is a lifeguard,Carly is a lifeguard,0.520,0.410,0.070,entailment,Cole is a lifeguard,0.485,0.439,0.076,entailment,0.071,Either Cole or Carly is a lifeguard,Carly is a lifeguard,0.493,0.423,0.083,entailment,Cole is a lifeguard,0.479,0.446,0.075,entailment,0.045,0.053,0.013,0.066
848,Either Kia or Bill is a musician,Kia is a musician,0.823,0.144,0.033,entailment,Bill is a musician,0.787,0.159,0.054,entailment,0.072,Either Bill or Kia is a musician,Kia is a musician,0.775,0.170,0.055,entailment,Bill is a musician,0.630,0.283,0.087,entailment,0.291,0.096,0.315,0.410
849,Either Janice or Brady is a plumber,Janice is a plumber,0.799,0.185,0.016,entailment,Brady is a plumber,0.907,0.079,0.014,entailment,0.216,Either Brady or Janice is a plumber,Janice is a plumber,0.897,0.091,0.012,entailment,Brady is a plumber,0.796,0.170,0.033,entailment,0.201,0.196,0.221,0.417
850,Either Abigail or Dustin is a historian,Abigail is a historian,0.450,0.485,0.065,neutral,Dustin is a historian,0.648,0.213,0.139,entailment,0.545,Either Dustin or Abigail is a historian,Abigail is a historian,0.611,0.337,0.052,entailment,Dustin is a historian,0.450,0.356,0.194,entailment,0.321,0.322,0.396,0.717
851,Either Dawn or Cole is a magician,Dawn is a magician,0.574,0.377,0.049,entailment,Cole is a magician,0.692,0.239,0.070,entailment,0.277,Either Cole or Dawn is a magician,Dawn is a magician,0.517,0.401,0.082,entailment,Cole is a magician,0.432,0.381,0.187,entailment,0.210,0.114,0.519,0.633
852,Either Shevon or Eddie is an entrepreneur,Shevon is an entrepreneur,0.670,0.207,0.123,entailment,Eddie is an entrepreneur,0.682,0.201,0.117,entailment,0.023,Either Eddie or Shevon is an entrepreneur,Shevon is an entrepreneur,0.633,0.231,0.136,entailment,Eddie is an entrepreneur,0.590,0.225,0.185,entailment,0.098,0.075,0.183,0.258
853,Either Claire or Ron is an employment,Claire is an employment,0.701,0.198,0.101,entailment,Ron is an employment,0.394,0.503,0.104,neutral,0.615,Either Ron or Claire is an employment,Claire is an employment,0.376,0.285,0.339,entailment,Ron is an employment,0.494,0.379,0.127,entailment,0.424,0.650,0.248,0.898
854,Either Jane or Connor is a musician,Jane is a musician,0.594,0.324,0.082,entailment,Connor is a musician,0.558,0.361,0.081,entailment,0.075,Either Connor or Jane is a musician,Jane is a musician,0.620,0.297,0.083,entailment,Connor is a musician,0.652,0.264,0.085,entailment,0.067,0.053,0.194,0.247
855,Either Amy or Jorge is a boxer,Amy is a boxer,0.187,0.567,0.246,neutral,Jorge is a boxer,0.520,0.363,0.117,entailment,0.667,Either Jorge or Amy is a boxer,Amy is a boxer,0.200,0.602,0.197,neutral,Jorge is a boxer,0.486,0.406,0.108,entailment,0.571,0.097,0.086,0.184
856,Either Susie or Sam is an engineer,Susie is an engineer,0.390,0.556,0.054,neutral,Sam is an engineer,0.441,0.494,0.064,neutral,0.123,Either Sam or Susie is an engineer,Susie is an engineer,0.448,0.497,0.055,neutral,Sam is an engineer,0.381,0.525,0.094,neutral,0.135,0.119,0.121,0.240
857,Either Kassidy or Terrance is a housekeeper,Kassidy is a housekeeper,0.870,0.100,0.030,entailment,Terrance is a housekeeper,0.891,0.074,0.035,entailment,0.052,Either Terrance or Kassidy is a housekeeper,Kassidy is a housekeeper,0.902,0.077,0.021,entailment,Terrance is a housekeeper,0.909,0.062,0.029,entailment,0.031,0.063,0.036,0.098
858,Either Katie or LeShawn is a counselor,Katie is a counselor,0.780,0.157,0.063,entailment,LeShawn is a counselor,0.858,0.105,0.037,entailment,0.156,Either LeShawn or Katie is a counselor,Katie is a counselor,0.886,0.079,0.036,entailment,LeShawn is a counselor,0.878,0.091,0.031,entailment,0.024,0.212,0.041,0.253
859,Either Shaniqua or Jim is a photographer,Shaniqua is a photographer,0.810,0.153,0.037,entailment,Jim is a photographer,0.825,0.107,0.068,entailment,0.092,Either Jim or Shaniqua is a photographer,Shaniqua is a photographer,0.791,0.166,0.043,entailment,Jim is a photographer,0.653,0.185,0.161,entailment,0.276,0.037,0.343,0.380
860,Either Kia or Robert is a housekeeper,Kia is a housekeeper,0.839,0.128,0.033,entailment,Robert is a housekeeper,0.835,0.077,0.088,entailment,0.112,Either Robert or Kia is a housekeeper,Kia is a housekeeper,0.748,0.190,0.061,entailment,Robert is a housekeeper,0.695,0.199,0.106,entailment,0.106,0.182,0.280,0.462
861,Either Fabioloa or Aaron is a boxer,Fabioloa is a boxer,0.411,0.476,0.113,neutral,Aaron is a boxer,0.404,0.470,0.126,neutral,0.026,Either Aaron or Fabioloa is a boxer,Fabioloa is a boxer,0.503,0.392,0.105,entailment,Aaron is a boxer,0.467,0.419,0.114,entailment,0.072,0.185,0.127,0.312
862,Either Susie or Malik is an analyst,Susie is an analyst,0.626,0.338,0.037,entailment,Malik is an analyst,0.757,0.203,0.039,entailment,0.269,Either Malik or Susie is an analyst,Susie is an analyst,0.596,0.349,0.055,entailment,Malik is an analyst,0.777,0.198,0.025,entailment,0.361,0.059,0.038,0.097
863,Either Shiloh or Jaleel is a supervisor,Shiloh is a supervisor,0.749,0.166,0.085,entailment,Jaleel is a supervisor,0.918,0.060,0.022,entailment,0.338,Either Jaleel or Shiloh is a supervisor,Shiloh is a supervisor,0.785,0.145,0.070,entailment,Jaleel is a supervisor,0.903,0.064,0.033,entailment,0.236,0.072,0.031,0.103
864,Either Juliette or Tim is an architect,Juliette is an architect,0.742,0.167,0.091,entailment,Tim is an architect,0.829,0.115,0.056,entailment,0.174,Either Tim or Juliette is an architect,Juliette is an architect,0.627,0.230,0.143,entailment,Tim is an architect,0.671,0.202,0.127,entailment,0.086,0.229,0.316,0.545
865,Either Janet or Connor is an entrepreneur,Janet is an entrepreneur,0.546,0.303,0.151,entailment,Connor is an entrepreneur,0.435,0.405,0.159,entailment,0.221,Either Connor or Janet is an entrepreneur,Janet is an entrepreneur,0.566,0.280,0.154,entailment,Connor is an entrepreneur,0.547,0.292,0.160,entailment,0.037,0.047,0.226,0.273
866,Either Beth or Won Lee is a librarian,Beth is a librarian,0.728,0.236,0.036,entailment,Won Lee is a librarian,0.863,0.092,0.044,entailment,0.287,Either Won Lee or Beth is a librarian,Beth is a librarian,0.774,0.189,0.036,entailment,Won Lee is a librarian,0.905,0.072,0.023,entailment,0.261,0.094,0.083,0.177
867,Either Katie or Joey is a guard,Katie is a guard,0.569,0.291,0.140,entailment,Joey is a guard,0.542,0.346,0.112,entailment,0.110,Either Joey or Katie is a guard,Katie is a guard,0.488,0.321,0.190,entailment,Joey is a guard,0.687,0.226,0.087,entailment,0.397,0.162,0.290,0.451
868,Either Cathy or Rajeev is an author,Cathy is an author,0.857,0.090,0.053,entailment,Rajeev is an author,0.786,0.131,0.084,entailment,0.144,Either Rajeev or Cathy is an author,Cathy is an author,0.808,0.117,0.075,entailment,Rajeev is an author,0.824,0.113,0.062,entailment,0.033,0.099,0.077,0.176
869,Either Jane or Cody is a coach,Jane is a coach,0.461,0.385,0.153,entailment,Cody is a coach,0.580,0.279,0.141,entailment,0.237,Either Cody or Jane is a coach,Jane is a coach,0.506,0.337,0.157,entailment,Cody is a coach,0.490,0.318,0.192,entailment,0.071,0.097,0.179,0.275
870,Either Jacqui or DeShawn is an attendant,Jacqui is an attendant,0.750,0.172,0.077,entailment,DeShawn is an attendant,0.501,0.342,0.158,entailment,0.499,Either DeShawn or Jacqui is an attendant,Jacqui is an attendant,0.743,0.173,0.084,entailment,DeShawn is an attendant,0.629,0.246,0.125,entailment,0.229,0.014,0.257,0.271
871,Either Beyonce or Cadan is a designer,Beyonce is a designer,0.837,0.127,0.036,entailment,Cadan is a designer,0.894,0.085,0.022,entailment,0.114,Either Cadan or Beyonce is a designer,Beyonce is a designer,0.780,0.140,0.080,entailment,Cadan is a designer,0.928,0.057,0.015,entailment,0.295,0.113,0.068,0.181
872,Either Paula or Ramon is an aeronautical engineer,Paula is an aeronautical engineer,0.517,0.389,0.093,entailment,Ramon is an aeronautical engineer,0.739,0.213,0.047,entailment,0.444,Either Ramon or Paula is an aeronautical engineer,Paula is an aeronautical engineer,0.595,0.337,0.068,entailment,Ramon is an aeronautical engineer,0.786,0.174,0.039,entailment,0.383,0.155,0.094,0.249
873,Either Benny or Zack is a radiologist,Benny is a radiologist,0.512,0.307,0.181,entailment,Zack is a radiologist,0.660,0.209,0.131,entailment,0.296,Either Zack or Benny is a radiologist,Benny is a radiologist,0.595,0.257,0.148,entailment,Zack is a radiologist,0.615,0.222,0.163,entailment,0.069,0.165,0.090,0.255
874,Either Cindy or Sudeep is a construction worker,Cindy is a construction worker,0.909,0.072,0.019,entailment,Sudeep is a construction worker,0.897,0.087,0.016,entailment,0.029,Either Sudeep or Cindy is a construction worker,Cindy is a construction worker,0.946,0.045,0.010,entailment,Sudeep is a construction worker,0.926,0.057,0.016,entailment,0.038,0.073,0.060,0.133
875,Either Fabioloa or Miguel is a prosecutor,Fabioloa is a prosecutor,0.638,0.230,0.132,entailment,Miguel is a prosecutor,0.836,0.103,0.061,entailment,0.396,Either Miguel or Fabioloa is a prosecutor,Fabioloa is a prosecutor,0.758,0.151,0.091,entailment,Miguel is a prosecutor,0.831,0.111,0.058,entailment,0.146,0.240,0.016,0.256
876,Either Jen or Billy is an economist,Jen is an economist,0.347,0.513,0.140,neutral,Billy is an economist,0.646,0.267,0.087,entailment,0.598,Either Billy or Jen is an economist,Jen is an economist,0.364,0.525,0.111,neutral,Billy is an economist,0.518,0.358,0.124,entailment,0.333,0.058,0.257,0.315
877,Either Camille or Raymond is a boxer,Camille is a boxer,0.338,0.510,0.151,neutral,Raymond is a boxer,0.602,0.288,0.109,entailment,0.528,Either Raymond or Camille is a boxer,Camille is a boxer,0.356,0.497,0.146,neutral,Raymond is a boxer,0.474,0.357,0.169,entailment,0.282,0.036,0.257,0.293
878,Either Kassandra or Won Lee is a historian,Kassandra is a historian,0.362,0.552,0.086,neutral,Won Lee is a historian,0.760,0.163,0.077,entailment,0.795,Either Won Lee or Kassandra is a historian,Kassandra is a historian,0.533,0.416,0.051,entailment,Won Lee is a historian,0.683,0.218,0.100,entailment,0.397,0.341,0.155,0.496
879,Either Tina or Joe is a mechanic,Tina is a mechanic,0.587,0.349,0.064,entailment,Joe is a mechanic,0.700,0.245,0.054,entailment,0.227,Either Joe or Tina is a mechanic,Tina is a mechanic,0.485,0.412,0.103,entailment,Joe is a mechanic,0.562,0.344,0.094,entailment,0.155,0.205,0.277,0.481
880,Either Precious or Thorn is a composer,Precious is a composer,0.810,0.122,0.068,entailment,Thorn is a composer,0.800,0.115,0.085,entailment,0.035,Either Thorn or Precious is a composer,Precious is a composer,0.812,0.113,0.075,entailment,Thorn is a composer,0.821,0.116,0.063,entailment,0.024,0.019,0.044,0.063
881,Either Kathy or Steven is a CEO,Kathy is a CEO,0.427,0.359,0.214,entailment,Steven is a CEO,0.557,0.227,0.216,entailment,0.264,Either Steven or Kathy is a CEO,Kathy is a CEO,0.461,0.354,0.184,entailment,Steven is a CEO,0.537,0.256,0.207,entailment,0.196,0.069,0.059,0.128
882,Either Emily or Robert is a surgeon,Emily is a surgeon,0.227,0.577,0.196,neutral,Robert is a surgeon,0.593,0.271,0.137,entailment,0.731,Either Robert or Emily is a surgeon,Emily is a surgeon,0.237,0.557,0.206,neutral,Robert is a surgeon,0.515,0.323,0.162,entailment,0.556,0.039,0.156,0.194
883,Either Shaniqua or Laquan is a lawn mower,Shaniqua is a lawn mower,0.948,0.035,0.017,entailment,Laquan is a lawn mower,0.863,0.080,0.057,entailment,0.170,Either Laquan or Shaniqua is a lawn mower,Shaniqua is a lawn mower,0.899,0.047,0.054,entailment,Laquan is a lawn mower,0.914,0.061,0.025,entailment,0.058,0.098,0.101,0.199
884,Either Shiloh or Jim is a hostess,Shiloh is a hostess,0.596,0.297,0.107,entailment,Jim is a hostess,0.550,0.222,0.228,entailment,0.241,Either Jim or Shiloh is a hostess,Shiloh is a hostess,0.555,0.309,0.136,entailment,Jim is a hostess,0.369,0.269,0.362,entailment,0.452,0.083,0.363,0.445
885,Either Jenny or Carlos is an author,Jenny is an author,0.637,0.236,0.128,entailment,Carlos is an author,0.613,0.177,0.210,entailment,0.165,Either Carlos or Jenny is an author,Jenny is an author,0.606,0.248,0.146,entailment,Carlos is an author,0.741,0.120,0.139,entailment,0.270,0.061,0.256,0.317
886,Either Jane or Rocco is a comedian,Jane is a comedian,0.799,0.160,0.041,entailment,Rocco is a comedian,0.812,0.143,0.045,entailment,0.035,Either Rocco or Jane is a comedian,Jane is a comedian,0.807,0.143,0.051,entailment,Rocco is a comedian,0.843,0.122,0.035,entailment,0.073,0.035,0.063,0.098
887,Either Jennifer or Jafari is a performing artist,Jennifer is a performing artist,0.706,0.184,0.110,entailment,Jafari is a performing artist,0.722,0.165,0.113,entailment,0.037,Either Jafari or Jennifer is a performing artist,Jennifer is a performing artist,0.772,0.123,0.105,entailment,Jafari is a performing artist,0.765,0.131,0.104,entailment,0.017,0.132,0.086,0.218
888,Either Jane or Aaron is a prosecutor,Jane is a prosecutor,0.411,0.424,0.165,neutral,Aaron is a prosecutor,0.625,0.177,0.198,entailment,0.494,Either Aaron or Jane is a prosecutor,Jane is a prosecutor,0.442,0.407,0.151,entailment,Aaron is a prosecutor,0.549,0.203,0.249,entailment,0.409,0.063,0.152,0.216
889,Either Fabioloa or Marcus is a physicist,Fabioloa is a physicist,0.709,0.229,0.062,entailment,Marcus is a physicist,0.584,0.316,0.100,entailment,0.250,Either Marcus or Fabioloa is a physicist,Fabioloa is a physicist,0.711,0.238,0.052,entailment,Marcus is a physicist,0.513,0.382,0.105,entailment,0.395,0.020,0.141,0.162
890,Either Maya or D'quan is a manager,Maya is a manager,0.796,0.163,0.041,entailment,D'quan is a manager,0.893,0.085,0.021,entailment,0.195,Either D'quan or Maya is a manager,Maya is a manager,0.778,0.188,0.034,entailment,D'quan is a manager,0.773,0.173,0.053,entailment,0.038,0.050,0.240,0.290
891,Either Amy or Kevin is a lawyer,Amy is a lawyer,0.519,0.246,0.235,entailment,Kevin is a lawyer,0.821,0.131,0.048,entailment,0.605,Either Kevin or Amy is a lawyer,Amy is a lawyer,0.485,0.288,0.226,entailment,Kevin is a lawyer,0.591,0.259,0.149,entailment,0.212,0.084,0.459,0.544
892,Either Sharon or Thomas is a fireman,Sharon is a fireman,0.644,0.291,0.064,entailment,Thomas is a fireman,0.622,0.290,0.088,entailment,0.048,Either Thomas or Sharon is a fireman,Sharon is a fireman,0.673,0.262,0.065,entailment,Thomas is a fireman,0.576,0.331,0.093,entailment,0.194,0.059,0.093,0.152
893,Either Raven or Tim is an army,Raven is an army,0.558,0.336,0.106,entailment,Tim is an army,0.627,0.232,0.141,entailment,0.209,Either Tim or Raven is an army,Raven is an army,0.545,0.340,0.115,entailment,Tim is an army,0.459,0.294,0.248,entailment,0.266,0.025,0.337,0.362
894,Either Ruby or Won San Lee is an astronomer,Ruby is an astronomer,0.636,0.293,0.072,entailment,Won San Lee is an astronomer,0.860,0.096,0.044,entailment,0.449,Either Won San Lee or Ruby is an astronomer,Ruby is an astronomer,0.701,0.249,0.049,entailment,Won San Lee is an astronomer,0.856,0.095,0.049,entailment,0.309,0.131,0.011,0.142
895,Either Erica or Jacob is a photographer,Erica is a photographer,0.821,0.105,0.074,entailment,Jacob is a photographer,0.742,0.135,0.123,entailment,0.158,Either Jacob or Erica is a photographer,Erica is a photographer,0.635,0.178,0.187,entailment,Jacob is a photographer,0.691,0.168,0.140,entailment,0.113,0.373,0.102,0.475
896,Either Anita or Jesus is an administrator,Anita is an administrator,0.645,0.234,0.121,entailment,Jesus is an administrator,0.190,0.598,0.212,neutral,0.910,Either Jesus or Anita is an administrator,Anita is an administrator,0.525,0.307,0.168,entailment,Jesus is an administrator,0.121,0.646,0.233,neutral,0.808,0.240,0.138,0.379
897,Either Wendy or Terrance is a chef,Wendy is a chef,0.736,0.207,0.058,entailment,Terrance is a chef,0.740,0.183,0.078,entailment,0.048,Either Terrance or Wendy is a chef,Wendy is a chef,0.812,0.122,0.067,entailment,Terrance is a chef,0.771,0.163,0.066,entailment,0.083,0.170,0.062,0.232
898,Either Vrenna or Terrell is a mechanic,Vrenna is a mechanic,0.818,0.159,0.023,entailment,Terrell is a mechanic,0.743,0.206,0.051,entailment,0.151,Either Terrell or Vrenna is a mechanic,Vrenna is a mechanic,0.868,0.114,0.018,entailment,Terrell is a mechanic,0.791,0.166,0.043,entailment,0.153,0.100,0.097,0.197
899,Either Joan or Greg is a janitor,Joan is a janitor,0.796,0.148,0.056,entailment,Greg is a janitor,0.691,0.220,0.089,entailment,0.210,Either Greg or Joan is a janitor,Joan is a janitor,0.758,0.170,0.072,entailment,Greg is a janitor,0.565,0.323,0.111,entailment,0.385,0.076,0.251,0.326
900,Either Greta or Jim is a barber,Greta is a barber,0.793,0.186,0.021,entailment,Jim is a barber,0.890,0.082,0.028,entailment,0.208,Either Jim or Greta is a barber,Greta is a barber,0.815,0.155,0.030,entailment,Jim is a barber,0.610,0.272,0.118,entailment,0.410,0.061,0.560,0.622
901,Either Tessa or Cole is a counselor,Tessa is a counselor,0.633,0.324,0.043,entailment,Cole is a counselor,0.880,0.097,0.023,entailment,0.494,Either Cole or Tessa is a counselor,Tessa is a counselor,0.705,0.242,0.053,entailment,Cole is a counselor,0.839,0.129,0.032,entailment,0.269,0.164,0.081,0.245
902,Either Susan or Zack is a scientist,Susan is a scientist,0.261,0.639,0.100,neutral,Zack is a scientist,0.475,0.408,0.117,entailment,0.461,Either Zack or Susan is a scientist,Susan is a scientist,0.468,0.440,0.092,entailment,Zack is a scientist,0.412,0.442,0.145,neutral,0.112,0.415,0.125,0.540
903,Either Monica or Tyrone is a postman,Monica is a postman,0.773,0.091,0.136,entailment,Tyrone is a postman,0.765,0.147,0.088,entailment,0.111,Either Tyrone or Monica is a postman,Monica is a postman,0.667,0.125,0.208,entailment,Tyrone is a postman,0.778,0.131,0.090,entailment,0.235,0.212,0.031,0.243
904,Either Ruby or Jamel is a security guard,Ruby is a security guard,0.949,0.035,0.016,entailment,Jamel is a security guard,0.925,0.057,0.018,entailment,0.048,Either Jamel or Ruby is a security guard,Ruby is a security guard,0.924,0.044,0.032,entailment,Jamel is a security guard,0.955,0.033,0.012,entailment,0.062,0.050,0.060,0.110
905,Either Melissa or Bill is a diplomat,Melissa is a diplomat,0.604,0.255,0.140,entailment,Bill is a diplomat,0.463,0.351,0.187,entailment,0.283,Either Bill or Melissa is a diplomat,Melissa is a diplomat,0.586,0.244,0.170,entailment,Bill is a diplomat,0.407,0.391,0.202,entailment,0.357,0.061,0.111,0.172
906,Either Sally or Denny is a producer,Sally is a producer,0.626,0.257,0.118,entailment,Denny is a producer,0.637,0.238,0.125,entailment,0.037,Either Denny or Sally is a producer,Sally is a producer,0.502,0.366,0.132,entailment,Denny is a producer,0.640,0.241,0.119,entailment,0.275,0.247,0.011,0.258
907,Either Craig or Denny is a farmer,Craig is a farmer,0.673,0.232,0.095,entailment,Denny is a farmer,0.745,0.211,0.044,entailment,0.143,Either Denny or Craig is a farmer,Craig is a farmer,0.786,0.171,0.043,entailment,Denny is a farmer,0.753,0.204,0.043,entailment,0.067,0.226,0.016,0.242
908,Either Candice or Carlos is a scientist,Candice is a scientist,0.516,0.433,0.051,entailment,Carlos is a scientist,0.789,0.159,0.052,entailment,0.549,Either Carlos or Candice is a scientist,Candice is a scientist,0.640,0.315,0.045,entailment,Carlos is a scientist,0.621,0.278,0.101,entailment,0.112,0.250,0.336,0.585
909,Either Claire or Andrew is an army,Claire is an army,0.473,0.375,0.152,entailment,Andrew is an army,0.553,0.340,0.107,entailment,0.161,Either Andrew or Claire is an army,Claire is an army,0.406,0.407,0.187,neutral,Andrew is an army,0.371,0.393,0.236,neutral,0.098,0.133,0.363,0.497
910,Either Molly or Jones is a mechanic,Molly is a mechanic,0.609,0.327,0.064,entailment,Jones is a mechanic,0.444,0.477,0.080,neutral,0.331,Either Jones or Molly is a mechanic,Molly is a mechanic,0.521,0.410,0.069,entailment,Jones is a mechanic,0.485,0.435,0.080,entailment,0.073,0.176,0.084,0.260
911,Either Vrenna or Jim is a producer,Vrenna is a producer,0.624,0.312,0.064,entailment,Jim is a producer,0.734,0.144,0.122,entailment,0.336,Either Jim or Vrenna is a producer,Vrenna is a producer,0.588,0.323,0.089,entailment,Jim is a producer,0.603,0.193,0.204,entailment,0.261,0.073,0.262,0.334
912,Either Beyonce or Cody is a cook,Beyonce is a cook,0.821,0.157,0.023,entailment,Cody is a cook,0.616,0.319,0.065,entailment,0.409,Either Cody or Beyonce is a cook,Beyonce is a cook,0.726,0.212,0.063,entailment,Cody is a cook,0.668,0.271,0.060,entailment,0.119,0.190,0.104,0.294
913,Either Cathy or Cole is a baker,Cathy is a baker,0.578,0.326,0.097,entailment,Cole is a baker,0.645,0.274,0.081,entailment,0.135,Either Cole or Cathy is a baker,Cathy is a baker,0.651,0.275,0.075,entailment,Cole is a baker,0.641,0.260,0.098,entailment,0.047,0.146,0.036,0.182
914,Either Lara or Tyrone is a lawyer,Lara is a lawyer,0.842,0.123,0.035,entailment,Tyrone is a lawyer,0.718,0.206,0.076,entailment,0.247,Either Tyrone or Lara is a lawyer,Lara is a lawyer,0.789,0.153,0.058,entailment,Tyrone is a lawyer,0.651,0.244,0.105,entailment,0.277,0.106,0.136,0.242
915,Either Sue or Manuel is a manager,Sue is a manager,0.558,0.330,0.112,entailment,Manuel is a manager,0.773,0.167,0.061,entailment,0.430,Either Manuel or Sue is a manager,Sue is a manager,0.577,0.317,0.106,entailment,Manuel is a manager,0.774,0.155,0.071,entailment,0.395,0.038,0.024,0.062
916,Either Priya or David is a physicist,Priya is a physicist,0.469,0.451,0.080,entailment,David is a physicist,0.621,0.286,0.093,entailment,0.331,Either David or Priya is a physicist,Priya is a physicist,0.466,0.428,0.107,entailment,David is a physicist,0.491,0.366,0.143,entailment,0.123,0.053,0.259,0.313
917,Either Jane or Steve is a lifeguard,Jane is a lifeguard,0.324,0.585,0.091,neutral,Steve is a lifeguard,0.452,0.441,0.107,entailment,0.288,Either Steve or Jane is a lifeguard,Jane is a lifeguard,0.327,0.601,0.072,neutral,Steve is a lifeguard,0.405,0.467,0.128,neutral,0.268,0.039,0.094,0.133
