,prem,hypo1,hypo2,score1,score2,diff
321,Either Steve or Bai are a model,Steve is a model,Bai is a model,"{'entailment': '0.70', 'neutral': '0.14', 'contradiction': '0.16'}","{'entailment': '0.73', 'neutral': '0.15', 'contradiction': '0.11'}",0.09000000000000001
205,Either Nell or LaShawnda are a servant,Nell is a servant,LaShawnda is a servant,"{'entailment': '0.64', 'neutral': '0.26', 'contradiction': '0.10'}","{'entailment': '0.63', 'neutral': '0.31', 'contradiction': '0.07'}",0.09
326,Either Chen Wu or Jacqui are a guard,Chen Wu is a guard,Jacqui is a guard,"{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}",0.08999999999999994
340,Either David or Brenda are an aeronautical engineer,David is an aeronautical engineer,Brenda is an aeronautical engineer,"{'entailment': '0.72', 'neutral': '0.19', 'contradiction': '0.08'}","{'entailment': '0.68', 'neutral': '0.23', 'contradiction': '0.09'}",0.08999999999999993
128,Either Chen or Marie are a cleric,Chen is a cleric,Marie is a cleric,"{'entailment': '0.95', 'neutral': '0.03', 'contradiction': '0.01'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}",0.08999999999999993
1,Either Brayden or Jill are a pensioner,Brayden is a pensioner,Jill is a pensioner,"{'entailment': '0.70', 'neutral': '0.25', 'contradiction': '0.05'}","{'entailment': '0.65', 'neutral': '0.25', 'contradiction': '0.09'}",0.08999999999999993
157,Either Mack or Monica are a performing artist,Mack is a performing artist,Monica is a performing artist,"{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}","{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.04'}",0.08999999999999991
430,Either Ramon or Jenny are an artist,Ramon is an artist,Jenny is an artist,"{'entailment': '0.78', 'neutral': '0.15', 'contradiction': '0.07'}","{'entailment': '0.74', 'neutral': '0.17', 'contradiction': '0.09'}",0.08000000000000004
222,Either Robert or Tessa are a plumber,Robert is a plumber,Tessa is a plumber,"{'entailment': '0.74', 'neutral': '0.12', 'contradiction': '0.14'}","{'entailment': '0.72', 'neutral': '0.16', 'contradiction': '0.12'}",0.08000000000000004
60,Either Micheal or Kathy are an actor,Micheal is an actor,Kathy is an actor,"{'entailment': '0.93', 'neutral': '0.04', 'contradiction': '0.03'}","{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}",0.08000000000000004
452,Either James or Greta are a clerk,James is a clerk,Greta is a clerk,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}","{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.01'}",0.08000000000000004
199,Either Julius or Lea are a comedian,Julius is a comedian,Lea is a comedian,"{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.10'}","{'entailment': '0.74', 'neutral': '0.17', 'contradiction': '0.09'}",0.08000000000000004
400,Either Mattie or Craig are a chemist,Mattie is a chemist,Craig is a chemist,"{'entailment': '0.74', 'neutral': '0.19', 'contradiction': '0.07'}","{'entailment': '0.71', 'neutral': '0.23', 'contradiction': '0.06'}",0.08000000000000004
107,Either Tom or Shevon are a CEO,Tom is a CEO,Shevon is a CEO,"{'entailment': '0.84', 'neutral': '0.08', 'contradiction': '0.07'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}",0.08000000000000004
170,Either Thomas or Kelsi are a clerk,Thomas is a clerk,Kelsi is a clerk,"{'entailment': '0.75', 'neutral': '0.16', 'contradiction': '0.09'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}",0.08000000000000004
263,Either Joe or Jessica's are an illustrator,Joe is an illustrator,Jessica's is an illustrator,"{'entailment': '0.75', 'neutral': '0.12', 'contradiction': '0.13'}","{'entailment': '0.71', 'neutral': '0.16', 'contradiction': '0.13'}",0.08000000000000004
230,Either Michael or Kelly are a musician,Michael is a musician,Kelly is a musician,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.02'}",0.08000000000000004
332,Either Cody or Laquisha are an administrator,Cody is an administrator,Laquisha is an administrator,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.08000000000000004
381,Either James or Charlene are a security guard,James is a security guard,Charlene is a security guard,"{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}","{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}",0.08000000000000003
98,Either Jon or Lara are a construction worker,Jon is a construction worker,Lara is a construction worker,"{'entailment': '0.73', 'neutral': '0.21', 'contradiction': '0.06'}","{'entailment': '0.77', 'neutral': '0.18', 'contradiction': '0.05'}",0.08000000000000003
114,Either Miguel or Lisa are an umpire,Miguel is an umpire,Lisa is an umpire,"{'entailment': '0.78', 'neutral': '0.10', 'contradiction': '0.13'}","{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.08'}",0.08000000000000003
356,Either Tom or Monica are a comedian,Tom is a comedian,Monica is a comedian,"{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.88', 'neutral': '0.10', 'contradiction': '0.02'}",0.08000000000000003
234,Either Charles or Kacey are a manager,Charles is a manager,Kacey is a manager,"{'entailment': '0.74', 'neutral': '0.15', 'contradiction': '0.11'}","{'entailment': '0.77', 'neutral': '0.16', 'contradiction': '0.07'}",0.08000000000000003
487,Either Vince or Veronica are a judge,Vince is a judge,Veronica is a judge,"{'entailment': '0.75', 'neutral': '0.10', 'contradiction': '0.15'}","{'entailment': '0.79', 'neutral': '0.10', 'contradiction': '0.11'}",0.08000000000000003
497,Either Ron or Candy are a mathematician,Ron is a mathematician,Candy is a mathematician,"{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.02'}","{'entailment': '0.87', 'neutral': '0.11', 'contradiction': '0.02'}",0.08000000000000003
272,Either Jack or Shaniqua are a chemist,Jack is a chemist,Shaniqua is a chemist,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}","{'entailment': '0.91', 'neutral': '0.08', 'contradiction': '0.01'}",0.08000000000000002
154,Either Lance or Laquisha are a theologian,Lance is a theologian,Laquisha is a theologian,"{'entailment': '0.83', 'neutral': '0.10', 'contradiction': '0.07'}","{'entailment': '0.82', 'neutral': '0.14', 'contradiction': '0.04'}",0.08000000000000002
256,Either Jed or Vrenna are a janitor,Jed is a janitor,Vrenna is a janitor,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}",0.08000000000000002
162,Either Jeffrey or Jen are a supervisor,Jeffrey is a supervisor,Jen is a supervisor,"{'entailment': '0.70', 'neutral': '0.13', 'contradiction': '0.17'}","{'entailment': '0.69', 'neutral': '0.17', 'contradiction': '0.14'}",0.08000000000000002
494,Either Martin or Tricia are a medical student,Martin is a medical student,Tricia is a medical student,"{'entailment': '0.61', 'neutral': '0.19', 'contradiction': '0.20'}","{'entailment': '0.62', 'neutral': '0.22', 'contradiction': '0.16'}",0.08000000000000002
19,Either Jim or Anne are a lawn mower,Jim is a lawn mower,Anne is a lawn mower,"{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.07999999999999993
213,Either Charlie or Patricia are a sheriff,Charlie is a sheriff,Patricia is a sheriff,"{'entailment': '0.97', 'neutral': '0.03', 'contradiction': '0.00'}","{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.01'}",0.07999999999999992
365,Either Jack or Craig are an analyst,Jack is an analyst,Craig is an analyst,"{'entailment': '0.83', 'neutral': '0.16', 'contradiction': '0.01'}","{'entailment': '0.79', 'neutral': '0.19', 'contradiction': '0.02'}",0.07999999999999992
200,Either Micheal or Edith are an attourney,Micheal is an attourney,Edith is an attourney,"{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}",0.07999999999999992
274,Either D'quan or Paula are a physicist,D'quan is a physicist,Paula is a physicist,"{'entailment': '0.80', 'neutral': '0.15', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.07999999999999992
474,Either Chang Lee or Ebony are a manager,Chang Lee is a manager,Ebony is a manager,"{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.09'}","{'entailment': '0.75', 'neutral': '0.13', 'contradiction': '0.11'}",0.07000000000000005
451,Either Malik or Greta are a laborer,Malik is a laborer,Greta is a laborer,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.04'}",0.07000000000000003
329,Either Ragesh or Sally are a judge,Ragesh is a judge,Sally is a judge,"{'entailment': '0.66', 'neutral': '0.16', 'contradiction': '0.18'}","{'entailment': '0.63', 'neutral': '0.19', 'contradiction': '0.19'}",0.07000000000000003
172,Either Javier or Lisa are a musician,Javier is a musician,Lisa is a musician,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.07'}","{'entailment': '0.89', 'neutral': '0.06', 'contradiction': '0.05'}",0.07000000000000003
341,Either James or Beyonce are a dancer,James is a dancer,Beyonce is a dancer,"{'entailment': '0.75', 'neutral': '0.12', 'contradiction': '0.14'}","{'entailment': '0.78', 'neutral': '0.11', 'contradiction': '0.11'}",0.07000000000000003
127,Either James or Lily are a software engineer,James is a software engineer,Lily is a software engineer,"{'entailment': '0.71', 'neutral': '0.21', 'contradiction': '0.07'}","{'entailment': '0.75', 'neutral': '0.21', 'contradiction': '0.04'}",0.07000000000000003
33,Either Ed or Candice are a model,Ed is a model,Candice is a model,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}",0.07000000000000003
478,Either Carl or Aisha are a broker,Carl is a broker,Aisha is a broker,"{'entailment': '0.72', 'neutral': '0.24', 'contradiction': '0.05'}","{'entailment': '0.75', 'neutral': '0.22', 'contradiction': '0.03'}",0.07000000000000002
305,Either Wesley or Janice are a politician,Wesley is a politician,Janice is a politician,"{'entailment': '0.72', 'neutral': '0.14', 'contradiction': '0.13'}","{'entailment': '0.72', 'neutral': '0.18', 'contradiction': '0.10'}",0.06999999999999998
61,Either Ronald or Marianne are a model,Ronald is a model,Marianne is a model,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.95', 'neutral': '0.04', 'contradiction': '0.01'}",0.06999999999999992
454,Either Jeremy or Shevon are a cleaner,Jeremy is a cleaner,Shevon is a cleaner,"{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.94', 'neutral': '0.04', 'contradiction': '0.02'}",0.06999999999999992
401,Either Jorge or Kristy are a realtor,Jorge is a realtor,Kristy is a realtor,"{'entailment': '0.94', 'neutral': '0.04', 'contradiction': '0.01'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}",0.06999999999999992
112,Either LeShawn or Diamond are a handyman,LeShawn is a handyman,Diamond is a handyman,"{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.07'}",0.06999999999999991
287,Either Brad or Amy are a builder,Brad is a builder,Amy is a builder,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.02'}",0.06000000000000004
481,Either Leonard or Erica are a laborer,Leonard is a laborer,Erica is a laborer,"{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}",0.06000000000000004
25,Either Mack or Beth are an electrician,Mack is an electrician,Beth is an electrician,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.08'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.09'}",0.06000000000000004
158,Either Jed or Diamond are a pensioner,Jed is a pensioner,Diamond is a pensioner,"{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.02'}",0.060000000000000026
384,Either Steven or Sharon are an engineer,Steven is an engineer,Sharon is an engineer,"{'entailment': '0.67', 'neutral': '0.18', 'contradiction': '0.15'}","{'entailment': '0.68', 'neutral': '0.20', 'contradiction': '0.12'}",0.060000000000000026
492,Either Ramirez or Candace are a scientist,Ramirez is a scientist,Candace is a scientist,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.88', 'neutral': '0.10', 'contradiction': '0.02'}",0.060000000000000026
485,Either Treyvone or Sarah are a police officer,Treyvone is a police officer,Sarah is a police officer,"{'entailment': '0.65', 'neutral': '0.14', 'contradiction': '0.21'}","{'entailment': '0.68', 'neutral': '0.13', 'contradiction': '0.19'}",0.060000000000000026
453,Either Matt or Tanisha are a medical student,Matt is a medical student,Tanisha is a medical student,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.060000000000000026
312,Either Michael or Maya are a historian,Michael is a historian,Maya is a historian,"{'entailment': '0.62', 'neutral': '0.16', 'contradiction': '0.22'}","{'entailment': '0.65', 'neutral': '0.15', 'contradiction': '0.20'}",0.060000000000000026
77,Either Billy or Tina are a radiologist,Billy is a radiologist,Tina is a radiologist,"{'entailment': '0.75', 'neutral': '0.18', 'contradiction': '0.07'}","{'entailment': '0.78', 'neutral': '0.17', 'contradiction': '0.05'}",0.06000000000000001
253,Either Johnathan or Jacqui are a performing artist,Johnathan is a performing artist,Jacqui is a performing artist,"{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.06000000000000001
214,Either Mattie or Cindy are a nurse,Mattie is a nurse,Cindy is a nurse,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}","{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}",0.06000000000000001
406,Either Joe or Tarnisha are an entrepreneur,Joe is an entrepreneur,Tarnisha is an entrepreneur,"{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}",0.060000000000000005
496,Either Jones or Marianne are a drawer,Jones is a drawer,Marianne is a drawer,"{'entailment': '0.78', 'neutral': '0.09', 'contradiction': '0.13'}","{'entailment': '0.78', 'neutral': '0.12', 'contradiction': '0.10'}",0.06
415,Either Jon or Anne are an inspector,Jon is an inspector,Anne is an inspector,"{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}",0.05999999999999993
42,Either Mattie or Susan are a butler,Mattie is a butler,Susan is a butler,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}",0.059999999999999915
277,Either Malik or Barbara are a security guard,Malik is a security guard,Barbara is a security guard,"{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.14', 'contradiction': '0.02'}",0.059999999999999915
275,Either Tony or Monica are a mover,Tony is a mover,Monica is a mover,"{'entailment': '0.81', 'neutral': '0.16', 'contradiction': '0.03'}","{'entailment': '0.84', 'neutral': '0.13', 'contradiction': '0.03'}",0.059999999999999915
391,Either Cody or Lisa are a secretary,Cody is a secretary,Lisa is a secretary,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}","{'entailment': '0.80', 'neutral': '0.15', 'contradiction': '0.05'}",0.059999999999999915
196,Either Thorn or Maya are a bartender,Thorn is a bartender,Maya is a bartender,"{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.08'}",0.0599999999999999
424,Either Chang Lee or Greta are a professor,Chang Lee is a professor,Greta is a professor,"{'entailment': '0.78', 'neutral': '0.13', 'contradiction': '0.08'}","{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}",0.05000000000000003
176,Either Brady or Sara are a dentist,Brady is a dentist,Sara is a dentist,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.05'}",0.050000000000000024
125,Either Jorge or Becky are an auditor,Jorge is an auditor,Becky is an auditor,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.91', 'neutral': '0.08', 'contradiction': '0.01'}",0.050000000000000024
151,Either Cole or Lynn are a physician,Cole is a physician,Lynn is a physician,"{'entailment': '0.96', 'neutral': '0.03', 'contradiction': '0.01'}","{'entailment': '0.94', 'neutral': '0.06', 'contradiction': '0.01'}",0.05000000000000002
477,Either Shane or Lea are a politician,Shane is a politician,Lea is a politician,"{'entailment': '0.76', 'neutral': '0.12', 'contradiction': '0.12'}","{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.10'}",0.05000000000000002
370,Either Mack or Ellen are an electrician,Mack is an electrician,Ellen is an electrician,"{'entailment': '0.79', 'neutral': '0.10', 'contradiction': '0.11'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.09'}",0.05000000000000002
350,Either Jafari or Sue are a performing artist,Jafari is a performing artist,Sue is a performing artist,"{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.08'}","{'entailment': '0.84', 'neutral': '0.08', 'contradiction': '0.07'}",0.05000000000000002
414,Either Ramirez or Benny are a photographer,Ramirez is a photographer,Benny is a photographer,"{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}",0.05000000000000002
141,Either Treyvone or Carla are a janitor,Treyvone is a janitor,Carla is a janitor,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.03'}",0.05000000000000002
354,Either Tom or Edith are a fireman,Tom is a fireman,Edith is a fireman,"{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}",0.05000000000000001
303,Either Greg or Judy are a cleaner,Greg is a cleaner,Judy is a cleaner,"{'entailment': '0.73', 'neutral': '0.18', 'contradiction': '0.08'}","{'entailment': '0.73', 'neutral': '0.21', 'contradiction': '0.06'}",0.05
15,Either Lance or Priya are a housekeeper,Lance is a housekeeper,Priya is a housekeeper,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.03'}",0.05
279,Either Tyresse or Susan are a lifeguard,Tyresse is a lifeguard,Susan is a lifeguard,"{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.05'}",0.05
307,Either Shawn or Erica are an assistant,Shawn is an assistant,Erica is an assistant,"{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.03'}","{'entailment': '0.88', 'neutral': '0.10', 'contradiction': '0.02'}",0.05
110,Either Jones or Joyce are a postman,Jones is a postman,Joyce is a postman,"{'entailment': '0.74', 'neutral': '0.14', 'contradiction': '0.13'}","{'entailment': '0.75', 'neutral': '0.15', 'contradiction': '0.10'}",0.04999999999999999
475,Either Seth or Nia are a commander,Seth is a commander,Nia is a commander,"{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.09'}","{'entailment': '0.75', 'neutral': '0.18', 'contradiction': '0.07'}",0.04999999999999999
123,Either Chen Wu or Veronica are a teacher,Chen Wu is a teacher,Veronica is a teacher,"{'entailment': '0.68', 'neutral': '0.25', 'contradiction': '0.08'}","{'entailment': '0.70', 'neutral': '0.24', 'contradiction': '0.06'}",0.04999999999999992
147,Either D'quan or Joyce are a groom,D'quan is a groom,Joyce is a groom,"{'entailment': '0.69', 'neutral': '0.21', 'contradiction': '0.11'}","{'entailment': '0.68', 'neutral': '0.23', 'contradiction': '0.09'}",0.04999999999999992
74,Either Micheal or Ebony are an economist,Micheal is an economist,Ebony is an economist,"{'entailment': '0.71', 'neutral': '0.11', 'contradiction': '0.18'}","{'entailment': '0.68', 'neutral': '0.12', 'contradiction': '0.19'}",0.04999999999999992
195,Either Jacques or Ellen are a firefighter,Jacques is a firefighter,Ellen is a firefighter,"{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.08'}",0.049999999999999906
418,Either Gus or Ellen are a lawyer,Gus is a lawyer,Ellen is a lawyer,"{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}",0.040000000000000036
472,Either Denny or Candace are an aeronautical engineer,Denny is an aeronautical engineer,Candace is an aeronautical engineer,"{'entailment': '0.76', 'neutral': '0.15', 'contradiction': '0.09'}","{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.10'}",0.040000000000000036
120,Either DeAndre or Ebony are a laborer,DeAndre is a laborer,Ebony is a laborer,"{'entailment': '0.76', 'neutral': '0.15', 'contradiction': '0.09'}","{'entailment': '0.74', 'neutral': '0.17', 'contradiction': '0.09'}",0.040000000000000036
426,Either Jose or Barbara are a doctor,Jose is a doctor,Barbara is a doctor,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.03'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}",0.04000000000000003
297,Either Tammy or Sally are a postman,Tammy is a postman,Sally is a postman,"{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}",0.04000000000000003
224,Either Aaron or Jill are a police officer,Aaron is a police officer,Jill is a police officer,"{'entailment': '0.85', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.07'}",0.04000000000000002
396,Either Drew or Ellen are a builder,Drew is a builder,Ellen is a builder,"{'entailment': '0.69', 'neutral': '0.24', 'contradiction': '0.07'}","{'entailment': '0.71', 'neutral': '0.24', 'contradiction': '0.05'}",0.04000000000000002
64,Either Carl or Yolanda are a broker,Carl is a broker,Yolanda is a broker,"{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}","{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}",0.04000000000000002
339,Either Perth or Cynthia are a supervisor,Perth is a supervisor,Cynthia is a supervisor,"{'entailment': '0.92', 'neutral': '0.05', 'contradiction': '0.03'}","{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}",0.04000000000000002
90,Either Michael or Tanisha are an illustrator,Michael is an illustrator,Tanisha is an illustrator,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.92', 'neutral': '0.07', 'contradiction': '0.01'}",0.040000000000000015
262,Either Drew or Brenda are a handyman,Drew is a handyman,Brenda is a handyman,"{'entailment': '0.90', 'neutral': '0.05', 'contradiction': '0.05'}","{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}",0.040000000000000015
39,Either Perth or Rachel are a designer,Perth is a designer,Rachel is a designer,"{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}","{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}",0.04000000000000001
153,Either Edward or Raven are a detective,Edward is a detective,Raven is a detective,"{'entailment': '0.60', 'neutral': '0.22', 'contradiction': '0.18'}","{'entailment': '0.61', 'neutral': '0.20', 'contradiction': '0.19'}",0.04000000000000001
121,Either Hunter or Missy are a swimmer,Hunter is a swimmer,Missy is a swimmer,"{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.16', 'contradiction': '0.02'}",0.04000000000000001
24,Either Dawson or Jessica's are an entrepreneur,Dawson is an entrepreneur,Jessica's is an entrepreneur,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}",0.04
270,Either Jeff or Kassidy are an artist,Jeff is an artist,Kassidy is an artist,"{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.16', 'contradiction': '0.03'}",0.039999999999999994
71,Either Lawrence or Marianne are a servant,Lawrence is a servant,Marianne is a servant,"{'entailment': '0.77', 'neutral': '0.17', 'contradiction': '0.06'}","{'entailment': '0.77', 'neutral': '0.19', 'contradiction': '0.04'}",0.03999999999999999
221,Either Sergey or Beth are a tailor,Sergey is a tailor,Beth is a tailor,"{'entailment': '0.72', 'neutral': '0.17', 'contradiction': '0.12'}","{'entailment': '0.72', 'neutral': '0.19', 'contradiction': '0.10'}",0.03999999999999998
324,Either Silas or Laura are an executive,Silas is an executive,Laura is an executive,"{'entailment': '0.67', 'neutral': '0.17', 'contradiction': '0.16'}","{'entailment': '0.68', 'neutral': '0.18', 'contradiction': '0.14'}",0.03999999999999998
17,Either Jose or Missy are an arts,Jose is an arts,Missy is an arts,"{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.03999999999999991
361,Either David or Beyonce are a banker,David is a banker,Beyonce is a banker,"{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.0399999999999999
322,Either Erik or Melissa are an agent,Erik is an agent,Melissa is an agent,"{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.06'}",0.030000000000000027
35,Either Mark or Claire are a hostess,Mark is a hostess,Claire is a hostess,"{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.05'}","{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.04'}",0.03000000000000002
204,Either Wesley or Kassandra are a director,Wesley is a director,Kassandra is a director,"{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.03'}",0.03000000000000002
80,Either Terrell or Abigail are a prosecutor,Terrell is a prosecutor,Abigail is a prosecutor,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.03'}",0.03000000000000002
178,Either Brady or Cathy are an author,Brady is an author,Cathy is an author,"{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}",0.030000000000000013
133,Either Terrell or Raven are a designer,Terrell is a designer,Raven is a designer,"{'entailment': '0.95', 'neutral': '0.03', 'contradiction': '0.01'}","{'entailment': '0.94', 'neutral': '0.05', 'contradiction': '0.01'}",0.030000000000000013
188,Either Tyler or Shevon are an inspector,Tyler is an inspector,Shevon is an inspector,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.08'}","{'entailment': '0.83', 'neutral': '0.10', 'contradiction': '0.07'}",0.030000000000000013
464,Either Martin or Megan are an artist,Martin is an artist,Megan is an artist,"{'entailment': '0.90', 'neutral': '0.04', 'contradiction': '0.05'}","{'entailment': '0.91', 'neutral': '0.05', 'contradiction': '0.04'}",0.030000000000000013
