,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
733,Neither Lily or Carlos is an electrician,Lily is not an electrician,0.888,0.074,0.038,entailment,Carlos is not an electrician,0.781,0.074,0.144,entailment,0.213,Neither Carlos or Lily is an electrician,Lily is not an electrician,0.804,0.108,0.088,entailment,Carlos is not an electrician,0.910,0.061,0.029,entailment,0.211,0.168,0.256,0.424
734,Neither Juliette or Val is a gambler,Juliette is not a gambler,0.860,0.113,0.027,entailment,Val is not a gambler,0.711,0.220,0.069,entailment,0.298,Neither Val or Juliette is a gambler,Juliette is not a gambler,0.861,0.107,0.032,entailment,Val is not a gambler,0.797,0.160,0.043,entailment,0.127,0.011,0.172,0.183
735,Neither Shelly or Manuel is a software engineer,Shelly is not a software engineer,0.833,0.111,0.056,entailment,Manuel is not a software engineer,0.814,0.113,0.073,entailment,0.037,Neither Manuel or Shelly is a software engineer,Shelly is not a software engineer,0.690,0.143,0.168,entailment,Manuel is not a software engineer,0.843,0.112,0.046,entailment,0.306,0.287,0.057,0.344
736,Neither Tuppence or Brady is a baker,Tuppence is not a baker,0.723,0.172,0.105,entailment,Brady is not a baker,0.790,0.123,0.087,entailment,0.135,Neither Brady or Tuppence is a baker,Tuppence is not a baker,0.751,0.129,0.119,entailment,Brady is not a baker,0.854,0.123,0.023,entailment,0.204,0.086,0.127,0.212
737,Neither Shevon or Kwame is an airman,Shevon is not an airman,0.813,0.113,0.074,entailment,Kwame is not an airman,0.774,0.095,0.131,entailment,0.114,Neither Kwame or Shevon is an airman,Shevon is not an airman,0.713,0.135,0.152,entailment,Kwame is not an airman,0.764,0.111,0.125,entailment,0.102,0.201,0.031,0.233
738,Neither Shevon or Edward is a servant,Shevon is not a servant,0.833,0.094,0.073,entailment,Edward is not a servant,0.706,0.130,0.164,entailment,0.255,Neither Edward or Shevon is a servant,Shevon is not a servant,0.705,0.130,0.165,entailment,Edward is not a servant,0.813,0.115,0.072,entailment,0.216,0.256,0.214,0.471
739,Neither Shiloh or Sudeep is an army,Shiloh is not an army,0.859,0.121,0.020,entailment,Sudeep is not an army,0.807,0.135,0.058,entailment,0.105,Neither Sudeep or Shiloh is an army,Shiloh is not an army,0.848,0.122,0.030,entailment,Sudeep is not an army,0.846,0.121,0.033,entailment,0.006,0.021,0.079,0.100
740,Neither Kassandra or Tyresse is a driver,Kassandra is not a driver,0.916,0.058,0.027,entailment,Tyresse is not a driver,0.904,0.058,0.038,entailment,0.024,Neither Tyresse or Kassandra is a driver,Kassandra is not a driver,0.871,0.073,0.056,entailment,Tyresse is not a driver,0.934,0.048,0.018,entailment,0.125,0.090,0.059,0.149
741,Neither Ebony or Lamar is a theologian,Ebony is not a theologian,0.724,0.138,0.137,entailment,Lamar is not a theologian,0.723,0.096,0.180,entailment,0.086,Neither Lamar or Ebony is a theologian,Ebony is not a theologian,0.703,0.136,0.161,entailment,Lamar is not a theologian,0.829,0.118,0.053,entailment,0.253,0.047,0.256,0.303
742,Neither Heather or Won Lee is a businessperson,Heather is not a businessperson,0.853,0.113,0.034,entailment,Won Lee is not a businessperson,0.824,0.112,0.064,entailment,0.060,Neither Won Lee or Heather is a businessperson,Heather is not a businessperson,0.835,0.114,0.051,entailment,Won Lee is not a businessperson,0.853,0.101,0.047,entailment,0.036,0.036,0.058,0.094
743,Neither Brittany or Scott is a painter,Brittany is not a painter,0.859,0.115,0.026,entailment,Scott is not a painter,0.849,0.087,0.065,entailment,0.077,Neither Scott or Brittany is a painter,Brittany is not a painter,0.794,0.157,0.049,entailment,Scott is not a painter,0.882,0.089,0.029,entailment,0.176,0.131,0.071,0.202
744,Neither Diamond or Miguel is a soldier,Diamond is not a soldier,0.831,0.104,0.065,entailment,Miguel is not a soldier,0.815,0.109,0.077,entailment,0.031,Neither Miguel or Diamond is a soldier,Diamond is not a soldier,0.789,0.139,0.072,entailment,Miguel is not a soldier,0.832,0.125,0.043,entailment,0.086,0.084,0.067,0.151
745,Neither Juliette or Sidney is a builder,Juliette is not a builder,0.903,0.087,0.009,entailment,Sidney is not a builder,0.865,0.125,0.011,entailment,0.078,Neither Sidney or Juliette is a builder,Juliette is not a builder,0.900,0.078,0.022,entailment,Sidney is not a builder,0.901,0.092,0.006,entailment,0.032,0.026,0.074,0.100
746,Neither Wendy or Mack is a servant,Wendy is not a servant,0.804,0.117,0.079,entailment,Mack is not a servant,0.742,0.151,0.107,entailment,0.124,Neither Mack or Wendy is a servant,Wendy is not a servant,0.759,0.143,0.099,entailment,Mack is not a servant,0.815,0.123,0.062,entailment,0.112,0.090,0.146,0.236
747,Neither Olga or James is an umpire,Olga is not an umpire,0.859,0.100,0.041,entailment,James is not an umpire,0.883,0.090,0.027,entailment,0.049,Neither James or Olga is an umpire,Olga is not an umpire,0.750,0.146,0.104,entailment,James is not an umpire,0.902,0.090,0.008,entailment,0.304,0.218,0.037,0.255
748,Neither Benny or Silas is an army,Benny is not an army,0.904,0.081,0.015,entailment,Silas is not an army,0.852,0.114,0.034,entailment,0.104,Neither Silas or Benny is an army,Benny is not an army,0.886,0.092,0.022,entailment,Silas is not an army,0.878,0.100,0.021,entailment,0.017,0.036,0.052,0.088
749,Neither Claire or Chen Wu is a singer,Claire is not a singer,0.899,0.073,0.028,entailment,Chen Wu is not a singer,0.891,0.058,0.052,entailment,0.047,Neither Chen Wu or Claire is a singer,Claire is not a singer,0.895,0.065,0.040,entailment,Chen Wu is not a singer,0.902,0.060,0.039,entailment,0.013,0.024,0.026,0.050
750,Neither Lea or Javier is a guard,Lea is not a guard,0.829,0.103,0.067,entailment,Javier is not a guard,0.788,0.092,0.119,entailment,0.104,Neither Javier or Lea is a guard,Lea is not a guard,0.743,0.136,0.120,entailment,Javier is not a guard,0.882,0.082,0.035,entailment,0.278,0.172,0.189,0.360
751,Neither Janet or Steve is a diplomat,Janet is not a diplomat,0.865,0.099,0.035,entailment,Steve is not a diplomat,0.862,0.089,0.049,entailment,0.028,Neither Steve or Janet is a diplomat,Janet is not a diplomat,0.797,0.111,0.092,entailment,Steve is not a diplomat,0.909,0.072,0.019,entailment,0.225,0.137,0.096,0.232
752,Neither Carrie or Juan is a CEO,Carrie is not a CEO,0.897,0.072,0.032,entailment,Juan is not a CEO,0.792,0.091,0.118,entailment,0.210,Neither Juan or Carrie is a CEO,Carrie is not a CEO,0.821,0.105,0.074,entailment,Juan is not a CEO,0.908,0.058,0.034,entailment,0.174,0.151,0.233,0.384
753,Neither Cindy or Sheng Lee is a dancer,Cindy is not a dancer,0.837,0.126,0.037,entailment,Sheng Lee is not a dancer,0.804,0.099,0.096,entailment,0.120,Neither Sheng Lee or Cindy is a dancer,Cindy is not a dancer,0.855,0.110,0.035,entailment,Sheng Lee is not a dancer,0.863,0.091,0.046,entailment,0.039,0.035,0.118,0.153
754,Neither Phoebe or Mark is a historian,Phoebe is not a historian,0.776,0.124,0.100,entailment,Mark is not a historian,0.692,0.179,0.129,entailment,0.169,Neither Mark or Phoebe is a historian,Phoebe is not a historian,0.735,0.135,0.130,entailment,Mark is not a historian,0.797,0.149,0.054,entailment,0.154,0.083,0.212,0.294
755,Neither Diamond or Cazar is an employment,Diamond is not an employment,0.906,0.084,0.010,entailment,Cazar is not an employment,0.850,0.127,0.023,entailment,0.113,Neither Cazar or Diamond is an employment,Diamond is not an employment,0.852,0.136,0.013,entailment,Cazar is not an employment,0.887,0.098,0.015,entailment,0.076,0.109,0.075,0.184
756,Neither Meghan or Trevon is a banker,Meghan is not a banker,0.884,0.093,0.023,entailment,Trevon is not a banker,0.904,0.068,0.028,entailment,0.051,Neither Trevon or Meghan is a banker,Meghan is not a banker,0.827,0.084,0.088,entailment,Trevon is not a banker,0.922,0.064,0.014,entailment,0.190,0.131,0.035,0.166
757,Neither Barbara or Won San Lee is a designer,Barbara is not a designer,0.855,0.111,0.034,entailment,Won San Lee is not a designer,0.637,0.131,0.232,entailment,0.437,Neither Won San Lee or Barbara is a designer,Barbara is not a designer,0.811,0.100,0.089,entailment,Won San Lee is not a designer,0.794,0.086,0.120,entailment,0.062,0.109,0.315,0.424
758,Neither Sharon or Aaron is an artist,Sharon is not an artist,0.880,0.067,0.052,entailment,Aaron is not an artist,0.783,0.096,0.121,entailment,0.195,Neither Aaron or Sharon is an artist,Sharon is not an artist,0.798,0.100,0.101,entailment,Aaron is not an artist,0.863,0.083,0.055,entailment,0.128,0.164,0.160,0.323
759,Neither Susan or John is an accountant,Susan is not an accountant,0.785,0.142,0.073,entailment,John is not an accountant,0.764,0.131,0.105,entailment,0.064,Neither John or Susan is an accountant,Susan is not an accountant,0.617,0.179,0.204,entailment,John is not an accountant,0.850,0.108,0.042,entailment,0.466,0.336,0.172,0.508
760,Neither Camille or Jones is a mechanic,Camille is not a mechanic,0.887,0.090,0.023,entailment,Jones is not a mechanic,0.864,0.104,0.032,entailment,0.045,Neither Jones or Camille is a mechanic,Camille is not a mechanic,0.841,0.108,0.052,entailment,Jones is not a mechanic,0.886,0.096,0.018,entailment,0.091,0.092,0.044,0.136
761,Neither Lara or Won San Lee is a hairdresser,Lara is not a hairdresser,0.898,0.079,0.023,entailment,Won San Lee is not a hairdresser,0.652,0.085,0.263,entailment,0.492,Neither Won San Lee or Lara is a hairdresser,Lara is not a hairdresser,0.853,0.064,0.083,entailment,Won San Lee is not a hairdresser,0.638,0.067,0.295,entailment,0.429,0.121,0.065,0.186
762,Neither Ellen or Shane is a hostess,Ellen is not a hostess,0.889,0.067,0.044,entailment,Shane is not a hostess,0.886,0.068,0.045,entailment,0.005,Neither Shane or Ellen is a hostess,Ellen is not a hostess,0.778,0.110,0.112,entailment,Shane is not a hostess,0.901,0.060,0.039,entailment,0.247,0.222,0.030,0.252
763,Neither Cynthia or Chen Wu is a lawn mower,Cynthia is not a lawn mower,0.880,0.114,0.006,entailment,Chen Wu is not a lawn mower,0.929,0.056,0.014,entailment,0.115,Neither Chen Wu or Cynthia is a lawn mower,Cynthia is not a lawn mower,0.898,0.091,0.011,entailment,Chen Wu is not a lawn mower,0.937,0.052,0.011,entailment,0.078,0.045,0.015,0.060
764,Neither Beyonce or Jose is a poet,Beyonce is not a poet,0.754,0.161,0.085,entailment,Jose is not a poet,0.631,0.166,0.203,entailment,0.245,Neither Jose or Beyonce is a poet,Beyonce is not a poet,0.654,0.139,0.207,entailment,Jose is not a poet,0.708,0.167,0.125,entailment,0.165,0.244,0.155,0.399
765,Neither Melissa or Sudeep is a grocer,Melissa is not a grocer,0.889,0.091,0.020,entailment,Sudeep is not a grocer,0.839,0.086,0.075,entailment,0.110,Neither Sudeep or Melissa is a grocer,Melissa is not a grocer,0.836,0.110,0.054,entailment,Sudeep is not a grocer,0.878,0.077,0.045,entailment,0.083,0.105,0.079,0.184
766,Neither Susan or Laquan is a nurse,Susan is not a nurse,0.790,0.129,0.082,entailment,Laquan is not a nurse,0.712,0.111,0.177,entailment,0.191,Neither Laquan or Susan is a nurse,Susan is not a nurse,0.691,0.125,0.184,entailment,Laquan is not a nurse,0.825,0.095,0.080,entailment,0.268,0.204,0.227,0.431
767,Neither Tina or Javier is a builder,Tina is not a builder,0.900,0.085,0.015,entailment,Javier is not a builder,0.894,0.062,0.044,entailment,0.058,Neither Javier or Tina is a builder,Tina is not a builder,0.773,0.172,0.055,entailment,Javier is not a builder,0.928,0.063,0.009,entailment,0.310,0.254,0.069,0.323
768,Neither Katie or Andrew is a tennis player,Katie is not a tennis player,0.863,0.081,0.057,entailment,Andrew is not a tennis player,0.813,0.097,0.090,entailment,0.099,Neither Andrew or Katie is a tennis player,Katie is not a tennis player,0.801,0.111,0.088,entailment,Andrew is not a tennis player,0.908,0.065,0.027,entailment,0.214,0.124,0.189,0.313
769,Neither Jenna or Mark is a diplomat,Jenna is not a diplomat,0.864,0.095,0.041,entailment,Mark is not a diplomat,0.774,0.102,0.124,entailment,0.181,Neither Mark or Jenna is a diplomat,Jenna is not a diplomat,0.773,0.123,0.104,entailment,Mark is not a diplomat,0.887,0.081,0.032,entailment,0.227,0.182,0.226,0.408
770,Neither Juliette or Sam is a groom,Juliette is not a groom,0.913,0.065,0.022,entailment,Sam is not a groom,0.840,0.098,0.063,entailment,0.146,Neither Sam or Juliette is a groom,Juliette is not a groom,0.869,0.082,0.049,entailment,Sam is not a groom,0.923,0.057,0.019,entailment,0.108,0.087,0.167,0.255
771,Neither Lara or Fred is a surgeon,Lara is not a surgeon,0.810,0.117,0.073,entailment,Fred is not a surgeon,0.674,0.127,0.198,entailment,0.272,Neither Fred or Lara is a surgeon,Lara is not a surgeon,0.737,0.129,0.134,entailment,Fred is not a surgeon,0.794,0.128,0.078,entailment,0.113,0.146,0.240,0.386
772,Neither Janice or Chan is a performing artist,Janice is not a performing artist,0.848,0.080,0.072,entailment,Chan is not a performing artist,0.829,0.081,0.090,entailment,0.037,Neither Chan or Janice is a performing artist,Janice is not a performing artist,0.779,0.098,0.123,entailment,Chan is not a performing artist,0.878,0.062,0.060,entailment,0.197,0.137,0.096,0.233
773,Neither Lara or Sidney is a commander,Lara is not a commander,0.866,0.107,0.026,entailment,Sidney is not a commander,0.870,0.105,0.024,entailment,0.008,Neither Sidney or Lara is a commander,Lara is not a commander,0.829,0.114,0.057,entailment,Sidney is not a commander,0.902,0.081,0.017,entailment,0.147,0.075,0.064,0.139
774,Neither Anita or Tyrone is a lawyer,Anita is not a lawyer,0.872,0.090,0.038,entailment,Tyrone is not a lawyer,0.808,0.102,0.089,entailment,0.127,Neither Tyrone or Anita is a lawyer,Anita is not a lawyer,0.730,0.110,0.160,entailment,Tyrone is not a lawyer,0.869,0.097,0.034,entailment,0.277,0.283,0.120,0.403
775,Neither Janet or Cody is a civil,Janet is not a civil,0.817,0.123,0.060,entailment,Cody is not a civil,0.774,0.151,0.074,entailment,0.086,Neither Cody or Janet is a civil,Janet is not a civil,0.664,0.164,0.172,entailment,Cody is not a civil,0.833,0.116,0.051,entailment,0.337,0.306,0.117,0.423
776,Neither Meghan or Ming is a performing artist,Meghan is not a performing artist,0.887,0.061,0.052,entailment,Ming is not a performing artist,0.884,0.074,0.042,entailment,0.024,Neither Ming or Meghan is a performing artist,Meghan is not a performing artist,0.765,0.059,0.175,entailment,Ming is not a performing artist,0.882,0.066,0.052,entailment,0.247,0.247,0.020,0.268
777,Neither Laquisha or Jose is a chief,Laquisha is not a chief,0.857,0.091,0.051,entailment,Jose is not a chief,0.837,0.090,0.073,entailment,0.044,Neither Jose or Laquisha is a chief,Laquisha is not a chief,0.738,0.114,0.147,entailment,Jose is not a chief,0.887,0.082,0.031,entailment,0.297,0.238,0.101,0.338
778,Neither Jen or Hunter is a clerk,Jen is not a clerk,0.847,0.088,0.065,entailment,Hunter is not a clerk,0.854,0.084,0.062,entailment,0.013,Neither Hunter or Jen is a clerk,Jen is not a clerk,0.685,0.096,0.219,entailment,Hunter is not a clerk,0.905,0.062,0.034,entailment,0.439,0.324,0.102,0.426
779,Neither Vrenna or Mack is an editor,Vrenna is not an editor,0.784,0.100,0.115,entailment,Mack is not an editor,0.800,0.124,0.076,entailment,0.078,Neither Mack or Vrenna is an editor,Vrenna is not an editor,0.730,0.103,0.167,entailment,Mack is not an editor,0.871,0.093,0.036,entailment,0.281,0.109,0.141,0.251
780,Neither Ruby or Chen Wu is a firefighter,Ruby is not a firefighter,0.817,0.134,0.049,entailment,Chen Wu is not a firefighter,0.704,0.111,0.185,entailment,0.271,Neither Chen Wu or Ruby is a firefighter,Ruby is not a firefighter,0.790,0.111,0.099,entailment,Chen Wu is not a firefighter,0.831,0.095,0.074,entailment,0.083,0.100,0.254,0.354
781,Neither Shevon or Jimmy is a drawer,Shevon is not a drawer,0.893,0.075,0.032,entailment,Jimmy is not a drawer,0.828,0.119,0.053,entailment,0.129,Neither Jimmy or Shevon is a drawer,Shevon is not a drawer,0.848,0.101,0.051,entailment,Jimmy is not a drawer,0.853,0.111,0.035,entailment,0.031,0.089,0.051,0.140
782,Neither Janice or Joey is an author,Janice is not an author,0.822,0.085,0.094,entailment,Joey is not an author,0.838,0.077,0.085,entailment,0.033,Neither Joey or Janice is an author,Janice is not an author,0.647,0.111,0.242,entailment,Joey is not an author,0.915,0.051,0.034,entailment,0.536,0.350,0.154,0.503
783,Neither Candice or Andrew is a performing artist,Candice is not a performing artist,0.852,0.070,0.079,entailment,Andrew is not a performing artist,0.841,0.074,0.086,entailment,0.022,Neither Andrew or Candice is a performing artist,Candice is not a performing artist,0.799,0.102,0.099,entailment,Andrew is not a performing artist,0.898,0.060,0.042,entailment,0.198,0.106,0.115,0.220
784,Neither Veronica or Tom is a doctor,Veronica is not a doctor,0.843,0.111,0.046,entailment,Tom is not a doctor,0.676,0.149,0.175,entailment,0.334,Neither Tom or Veronica is a doctor,Veronica is not a doctor,0.769,0.139,0.092,entailment,Tom is not a doctor,0.843,0.117,0.040,entailment,0.150,0.148,0.335,0.483
785,Neither Anne or Tim is a grocer,Anne is not a grocer,0.831,0.133,0.036,entailment,Tim is not a grocer,0.836,0.101,0.063,entailment,0.064,Neither Tim or Anne is a grocer,Anne is not a grocer,0.764,0.145,0.091,entailment,Tim is not a grocer,0.911,0.070,0.019,entailment,0.294,0.133,0.151,0.284
786,Neither Jennifer or Won Lee is an author,Jennifer is not an author,0.863,0.081,0.056,entailment,Won Lee is not an author,0.800,0.083,0.117,entailment,0.126,Neither Won Lee or Jennifer is an author,Jennifer is not an author,0.754,0.101,0.145,entailment,Won Lee is not an author,0.856,0.056,0.088,entailment,0.203,0.217,0.112,0.329
787,Neither Craig or Jesus is a prosecutor,Craig is not a prosecutor,0.888,0.091,0.021,entailment,Jesus is not a prosecutor,0.832,0.093,0.075,entailment,0.112,Neither Jesus or Craig is a prosecutor,Craig is not a prosecutor,0.883,0.084,0.033,entailment,Jesus is not a prosecutor,0.858,0.121,0.021,entailment,0.074,0.024,0.107,0.132
788,Neither Grace or Terrance is a sheriff,Grace is not a sheriff,0.855,0.108,0.037,entailment,Terrance is not a sheriff,0.725,0.151,0.124,entailment,0.259,Neither Terrance or Grace is a sheriff,Grace is not a sheriff,0.791,0.138,0.070,entailment,Terrance is not a sheriff,0.801,0.141,0.058,entailment,0.025,0.127,0.152,0.279
789,Neither Anita or Ronnie is a fireman,Anita is not a fireman,0.910,0.070,0.020,entailment,Ronnie is not a fireman,0.874,0.080,0.046,entailment,0.070,Neither Ronnie or Anita is a fireman,Anita is not a fireman,0.851,0.093,0.056,entailment,Ronnie is not a fireman,0.908,0.070,0.022,entailment,0.114,0.118,0.067,0.185
790,Neither Shaniqua or Greg is an aeronautical engineer,Shaniqua is not an aeronautical engineer,0.831,0.078,0.091,entailment,Greg is not an aeronautical engineer,0.794,0.114,0.092,entailment,0.074,Neither Greg or Shaniqua is an aeronautical engineer,Shaniqua is not an aeronautical engineer,0.839,0.075,0.086,entailment,Greg is not an aeronautical engineer,0.850,0.106,0.045,entailment,0.082,0.016,0.112,0.129
791,Neither Paula or Malik is a composer,Paula is not a composer,0.869,0.093,0.038,entailment,Malik is not a composer,0.820,0.097,0.083,entailment,0.098,Neither Malik or Paula is a composer,Paula is not a composer,0.818,0.107,0.075,entailment,Malik is not a composer,0.887,0.081,0.032,entailment,0.138,0.102,0.135,0.237
792,Neither Dawn or Chen Wee is a coach,Dawn is not a coach,0.898,0.067,0.035,entailment,Chen Wee is not a coach,0.838,0.057,0.105,entailment,0.141,Neither Chen Wee or Dawn is a coach,Dawn is not a coach,0.832,0.073,0.096,entailment,Chen Wee is not a coach,0.895,0.052,0.052,entailment,0.127,0.133,0.114,0.247
793,Neither Megan or Thomas is a farmer,Megan is not a farmer,0.884,0.096,0.020,entailment,Thomas is not a farmer,0.796,0.136,0.068,entailment,0.177,Neither Thomas or Megan is a farmer,Megan is not a farmer,0.798,0.124,0.078,entailment,Thomas is not a farmer,0.885,0.097,0.018,entailment,0.174,0.172,0.178,0.351
794,Neither Kia or Greg is a scientist,Kia is not a scientist,0.782,0.113,0.105,entailment,Greg is not a scientist,0.783,0.128,0.089,entailment,0.031,Neither Greg or Kia is a scientist,Kia is not a scientist,0.718,0.112,0.171,entailment,Greg is not a scientist,0.844,0.118,0.039,entailment,0.263,0.132,0.120,0.252
795,Neither Erica or D'quan is a scientist,Erica is not a scientist,0.868,0.081,0.051,entailment,D'quan is not a scientist,0.677,0.098,0.225,entailment,0.383,Neither D'quan or Erica is a scientist,Erica is not a scientist,0.826,0.089,0.085,entailment,D'quan is not a scientist,0.724,0.125,0.151,entailment,0.204,0.085,0.148,0.233
796,Neither Shiloh or Sam is an inspector,Shiloh is not an inspector,0.873,0.083,0.044,entailment,Sam is not an inspector,0.819,0.113,0.068,entailment,0.108,Neither Sam or Shiloh is an inspector,Shiloh is not an inspector,0.823,0.090,0.087,entailment,Sam is not an inspector,0.889,0.084,0.028,entailment,0.131,0.100,0.140,0.239
797,Neither Paula or Dylan is a psychologist,Paula is not a psychologist,0.846,0.122,0.031,entailment,Dylan is not a psychologist,0.813,0.119,0.068,entailment,0.073,Neither Dylan or Paula is a psychologist,Paula is not a psychologist,0.729,0.137,0.133,entailment,Dylan is not a psychologist,0.889,0.093,0.018,entailment,0.319,0.234,0.152,0.386
798,Neither Tuppence or Thorn is a designer,Tuppence is not a designer,0.825,0.111,0.064,entailment,Thorn is not a designer,0.832,0.115,0.053,entailment,0.022,Neither Thorn or Tuppence is a designer,Tuppence is not a designer,0.798,0.091,0.111,entailment,Thorn is not a designer,0.870,0.094,0.036,entailment,0.150,0.093,0.076,0.169
799,Neither Paula or Jafari is a nurse,Paula is not a nurse,0.858,0.094,0.047,entailment,Jafari is not a nurse,0.701,0.107,0.192,entailment,0.314,Neither Jafari or Paula is a nurse,Paula is not a nurse,0.754,0.131,0.115,entailment,Jafari is not a nurse,0.800,0.121,0.079,entailment,0.091,0.208,0.226,0.434
800,Neither Veronica or Jesus is a barber,Veronica is not a barber,0.869,0.103,0.028,entailment,Jesus is not a barber,0.712,0.145,0.143,entailment,0.315,Neither Jesus or Veronica is a barber,Veronica is not a barber,0.818,0.120,0.062,entailment,Jesus is not a barber,0.798,0.171,0.030,entailment,0.103,0.102,0.226,0.328
801,Neither Susan or Jim is a football player,Susan is not a football player,0.863,0.084,0.053,entailment,Jim is not a football player,0.816,0.087,0.097,entailment,0.094,Neither Jim or Susan is a football player,Susan is not a football player,0.798,0.116,0.086,entailment,Jim is not a football player,0.916,0.060,0.025,entailment,0.236,0.132,0.199,0.330
802,Neither Precious or Chen Wu is a cook,Precious is not a cook,0.875,0.099,0.026,entailment,Chen Wu is not a cook,0.903,0.065,0.032,entailment,0.068,Neither Chen Wu or Precious is a cook,Precious is not a cook,0.814,0.098,0.088,entailment,Chen Wu is not a cook,0.891,0.074,0.035,entailment,0.153,0.123,0.024,0.147
803,Neither Melissa or Carlos is a swimmer,Melissa is not a swimmer,0.831,0.117,0.051,entailment,Carlos is not a swimmer,0.837,0.100,0.063,entailment,0.035,Neither Carlos or Melissa is a swimmer,Melissa is not a swimmer,0.730,0.172,0.098,entailment,Carlos is not a swimmer,0.867,0.098,0.035,entailment,0.273,0.202,0.060,0.262
804,Neither Shelly or Ramon is a lawyer,Shelly is not a lawyer,0.835,0.098,0.067,entailment,Ramon is not a lawyer,0.839,0.081,0.080,entailment,0.035,Neither Ramon or Shelly is a lawyer,Shelly is not a lawyer,0.717,0.128,0.154,entailment,Ramon is not a lawyer,0.845,0.092,0.064,entailment,0.255,0.236,0.033,0.269
805,Neither Megan or Ramon is a butler,Megan is not a butler,0.853,0.112,0.035,entailment,Ramon is not a butler,0.723,0.119,0.159,entailment,0.260,Neither Ramon or Megan is a butler,Megan is not a butler,0.781,0.133,0.087,entailment,Ramon is not a butler,0.823,0.113,0.065,entailment,0.083,0.144,0.200,0.343
806,Neither Roberta or Kwame is a CEO,Roberta is not a CEO,0.894,0.074,0.031,entailment,Kwame is not a CEO,0.902,0.058,0.040,entailment,0.032,Neither Kwame or Roberta is a CEO,Roberta is not a CEO,0.888,0.063,0.050,entailment,Kwame is not a CEO,0.924,0.056,0.020,entailment,0.072,0.036,0.043,0.079
807,Neither Diamond or D'quan is a doctor,Diamond is not a doctor,0.876,0.095,0.030,entailment,D'quan is not a doctor,0.774,0.109,0.117,entailment,0.202,Neither D'quan or Diamond is a doctor,Diamond is not a doctor,0.840,0.120,0.039,entailment,D'quan is not a doctor,0.794,0.118,0.088,entailment,0.097,0.070,0.058,0.128
808,Neither Tanisha or Jamel is a pianist,Tanisha is not a pianist,0.846,0.077,0.077,entailment,Jamel is not a pianist,0.792,0.079,0.129,entailment,0.108,Neither Jamel or Tanisha is a pianist,Tanisha is not a pianist,0.737,0.080,0.183,entailment,Jamel is not a pianist,0.801,0.085,0.114,entailment,0.137,0.217,0.029,0.246
809,Neither Tricia or Rocco is a singer,Tricia is not a singer,0.813,0.097,0.090,entailment,Rocco is not a singer,0.854,0.068,0.078,entailment,0.082,Neither Rocco or Tricia is a singer,Tricia is not a singer,0.720,0.113,0.167,entailment,Rocco is not a singer,0.872,0.079,0.049,entailment,0.303,0.186,0.059,0.244
810,Neither Abigail or Kariem is a delivery,Abigail is not a delivery,0.813,0.128,0.059,entailment,Kariem is not a delivery,0.803,0.119,0.078,entailment,0.039,Neither Kariem or Abigail is a delivery,Abigail is not a delivery,0.717,0.175,0.108,entailment,Kariem is not a delivery,0.860,0.094,0.046,entailment,0.286,0.191,0.114,0.306
811,Neither Brittany or Jamie is an employment,Brittany is not an employment,0.894,0.097,0.009,entailment,Jamie is not an employment,0.833,0.145,0.021,entailment,0.121,Neither Jamie or Brittany is an employment,Brittany is not an employment,0.833,0.147,0.020,entailment,Jamie is not an employment,0.909,0.081,0.010,entailment,0.152,0.123,0.151,0.273
812,Neither Maggie or Steven is a scientist,Maggie is not a scientist,0.822,0.128,0.049,entailment,Steven is not a scientist,0.720,0.121,0.159,entailment,0.219,Neither Steven or Maggie is a scientist,Maggie is not a scientist,0.745,0.144,0.111,entailment,Steven is not a scientist,0.859,0.095,0.046,entailment,0.227,0.154,0.278,0.432
813,Neither Maggie or Joey is a cook,Maggie is not a cook,0.848,0.120,0.032,entailment,Joey is not a cook,0.841,0.111,0.048,entailment,0.033,Neither Joey or Maggie is a cook,Maggie is not a cook,0.755,0.172,0.073,entailment,Joey is not a cook,0.887,0.093,0.020,entailment,0.265,0.187,0.094,0.281
814,Neither Joan or Sheng Lee is a salesperson,Joan is not a salesperson,0.870,0.113,0.017,entailment,Sheng Lee is not a salesperson,0.884,0.076,0.040,entailment,0.074,Neither Sheng Lee or Joan is a salesperson,Joan is not a salesperson,0.889,0.086,0.024,entailment,Sheng Lee is not a salesperson,0.925,0.056,0.018,entailment,0.072,0.053,0.082,0.135
815,Neither Anne or Chen Wu is a businessperson,Anne is not a businessperson,0.829,0.135,0.035,entailment,Chen Wu is not a businessperson,0.833,0.112,0.055,entailment,0.046,Neither Chen Wu or Anne is a businessperson,Anne is not a businessperson,0.788,0.132,0.081,entailment,Chen Wu is not a businessperson,0.878,0.079,0.043,entailment,0.180,0.090,0.089,0.179
816,Neither Abigail or Lamar is a researcher,Abigail is not a researcher,0.829,0.085,0.087,entailment,Lamar is not a researcher,0.820,0.100,0.080,entailment,0.031,Neither Lamar or Abigail is a researcher,Abigail is not a researcher,0.719,0.092,0.189,entailment,Lamar is not a researcher,0.892,0.083,0.025,entailment,0.347,0.220,0.145,0.366
