,prem,hypo1,hypo2,score1,score2,diff
208,Either Bob or Yolanda are an author,Bob is an author,Yolanda is an author,"{'entailment': '0.66', 'neutral': '0.21', 'contradiction': '0.13'}","{'entailment': '0.64', 'neutral': '0.26', 'contradiction': '0.09'}",0.11000000000000004
381,Either James or Charlene are a security guard,James is a security guard,Charlene is a security guard,"{'entailment': '0.78', 'neutral': '0.17', 'contradiction': '0.06'}","{'entailment': '0.73', 'neutral': '0.22', 'contradiction': '0.05'}",0.11000000000000003
336,Either Kevin or Cynthia are an athlete,Kevin is an athlete,Cynthia is an athlete,"{'entailment': '0.52', 'neutral': '0.40', 'contradiction': '0.07'}","{'entailment': '0.47', 'neutral': '0.45', 'contradiction': '0.08'}",0.11000000000000003
393,Either Marcus or Missy are an economist,Marcus is an economist,Missy is an economist,"{'entailment': '0.42', 'neutral': '0.52', 'contradiction': '0.06'}","{'entailment': '0.48', 'neutral': '0.50', 'contradiction': '0.03'}",0.11000000000000001
356,Either Tom or Monica are a comedian,Tom is a comedian,Monica is a comedian,"{'entailment': '0.61', 'neutral': '0.26', 'contradiction': '0.14'}","{'entailment': '0.59', 'neutral': '0.31', 'contradiction': '0.10'}",0.11000000000000001
346,Either Perth or Kassandra are a physicist,Perth is a physicist,Kassandra is a physicist,"{'entailment': '0.67', 'neutral': '0.27', 'contradiction': '0.05'}","{'entailment': '0.62', 'neutral': '0.30', 'contradiction': '0.08'}",0.11000000000000001
410,Either Joseph or Olga are a psychologist,Joseph is a psychologist,Olga is a psychologist,"{'entailment': '0.52', 'neutral': '0.38', 'contradiction': '0.10'}","{'entailment': '0.54', 'neutral': '0.42', 'contradiction': '0.05'}",0.11
300,Either Jamal or Rachel are a housekeeper,Jamal is a housekeeper,Rachel is a housekeeper,"{'entailment': '0.72', 'neutral': '0.17', 'contradiction': '0.12'}","{'entailment': '0.70', 'neutral': '0.22', 'contradiction': '0.08'}",0.11
241,Either Ryan or Cheryl are an architect,Ryan is an architect,Cheryl is an architect,"{'entailment': '0.62', 'neutral': '0.25', 'contradiction': '0.13'}","{'entailment': '0.63', 'neutral': '0.29', 'contradiction': '0.07'}",0.10999999999999999
454,Either Jeremy or Shevon are a cleaner,Jeremy is a cleaner,Shevon is a cleaner,"{'entailment': '0.45', 'neutral': '0.47', 'contradiction': '0.07'}","{'entailment': '0.50', 'neutral': '0.42', 'contradiction': '0.08'}",0.10999999999999997
305,Either Wesley or Janice are a politician,Wesley is a politician,Janice is a politician,"{'entailment': '0.67', 'neutral': '0.28', 'contradiction': '0.04'}","{'entailment': '0.73', 'neutral': '0.23', 'contradiction': '0.04'}",0.10999999999999996
279,Either Tyresse or Susan are a lifeguard,Tyresse is a lifeguard,Susan is a lifeguard,"{'entailment': '0.66', 'neutral': '0.28', 'contradiction': '0.06'}","{'entailment': '0.71', 'neutral': '0.23', 'contradiction': '0.05'}",0.10999999999999995
171,Either Tyrone or Lea are a dealer,Tyrone is a dealer,Lea is a dealer,"{'entailment': '0.70', 'neutral': '0.24', 'contradiction': '0.07'}","{'entailment': '0.65', 'neutral': '0.29', 'contradiction': '0.06'}",0.10999999999999993
476,Either Boris or Martha are a janitor,Boris is a janitor,Martha is a janitor,"{'entailment': '0.50', 'neutral': '0.28', 'contradiction': '0.22'}","{'entailment': '0.55', 'neutral': '0.26', 'contradiction': '0.19'}",0.10000000000000006
399,Either Biff or Greta are a soldier,Biff is a soldier,Greta is a soldier,"{'entailment': '0.76', 'neutral': '0.21', 'contradiction': '0.03'}","{'entailment': '0.71', 'neutral': '0.25', 'contradiction': '0.04'}",0.10000000000000006
193,Either Jacob or Jacqui are an illustrator,Jacob is an illustrator,Jacqui is an illustrator,"{'entailment': '0.74', 'neutral': '0.14', 'contradiction': '0.12'}","{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.09'}",0.10000000000000006
70,Either Steven or Tuppence are a delivery,Steven is a delivery,Tuppence is a delivery,"{'entailment': '0.76', 'neutral': '0.12', 'contradiction': '0.12'}","{'entailment': '0.72', 'neutral': '0.17', 'contradiction': '0.11'}",0.10000000000000005
309,Either Brayden or Candice are a lawn mower,Brayden is a lawn mower,Candice is a lawn mower,"{'entailment': '0.92', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.87', 'neutral': '0.07', 'contradiction': '0.05'}",0.10000000000000005
95,Either Ron or Martha are a dealer,Ron is a dealer,Martha is a dealer,"{'entailment': '0.41', 'neutral': '0.43', 'contradiction': '0.16'}","{'entailment': '0.44', 'neutral': '0.45', 'contradiction': '0.11'}",0.10000000000000005
106,Either Alfred or Melissa are a construction worker,Alfred is a construction worker,Melissa is a construction worker,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}",0.10000000000000005
33,Either Ed or Candice are a model,Ed is a model,Candice is a model,"{'entailment': '0.47', 'neutral': '0.38', 'contradiction': '0.15'}","{'entailment': '0.52', 'neutral': '0.33', 'contradiction': '0.15'}",0.10000000000000003
59,Either Muhammad or Cindy are an illustrator,Muhammad is an illustrator,Cindy is an illustrator,"{'entailment': '0.78', 'neutral': '0.08', 'contradiction': '0.14'}","{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.09'}",0.10000000000000003
40,Either Ragesh or Erica are a lawyer,Ragesh is a lawyer,Erica is a lawyer,"{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}","{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}",0.10000000000000003
186,Either Ronnie or Lou are a servant,Ronnie is a servant,Lou is a servant,"{'entailment': '0.65', 'neutral': '0.24', 'contradiction': '0.11'}","{'entailment': '0.63', 'neutral': '0.21', 'contradiction': '0.16'}",0.10000000000000002
463,Either Earl or Shelly are a pensioner,Earl is a pensioner,Shelly is a pensioner,"{'entailment': '0.68', 'neutral': '0.25', 'contradiction': '0.07'}","{'entailment': '0.63', 'neutral': '0.29', 'contradiction': '0.08'}",0.10000000000000002
288,Either Nell or Abigail are a servant,Nell is a servant,Abigail is a servant,"{'entailment': '0.75', 'neutral': '0.17', 'contradiction': '0.08'}","{'entailment': '0.72', 'neutral': '0.22', 'contradiction': '0.06'}",0.10000000000000002
239,Either Tammy or Sue are a lawyer,Tammy is a lawyer,Sue is a lawyer,"{'entailment': '0.67', 'neutral': '0.19', 'contradiction': '0.14'}","{'entailment': '0.66', 'neutral': '0.24', 'contradiction': '0.10'}",0.1
375,Either Bradford or Candy are a broker,Bradford is a broker,Candy is a broker,"{'entailment': '0.75', 'neutral': '0.16', 'contradiction': '0.09'}","{'entailment': '0.73', 'neutral': '0.21', 'contradiction': '0.06'}",0.1
199,Either Julius or Lea are a comedian,Julius is a comedian,Lea is a comedian,"{'entailment': '0.60', 'neutral': '0.31', 'contradiction': '0.09'}","{'entailment': '0.65', 'neutral': '0.28', 'contradiction': '0.07'}",0.1
225,Either Kurt or Joyce are a lifeguard,Kurt is a lifeguard,Joyce is a lifeguard,"{'entailment': '0.43', 'neutral': '0.44', 'contradiction': '0.13'}","{'entailment': '0.46', 'neutral': '0.39', 'contradiction': '0.15'}",0.1
155,Either Brian or Shaniqua are a civil,Brian is a civil,Shaniqua is a civil,"{'entailment': '0.51', 'neutral': '0.37', 'contradiction': '0.12'}","{'entailment': '0.56', 'neutral': '0.34', 'contradiction': '0.10'}",0.1
354,Either Tom or Edith are a fireman,Tom is a fireman,Edith is a fireman,"{'entailment': '0.48', 'neutral': '0.44', 'contradiction': '0.08'}","{'entailment': '0.45', 'neutral': '0.49', 'contradiction': '0.06'}",0.09999999999999996
189,Either Jerry or Cathy are a cashier,Jerry is a cashier,Cathy is a cashier,"{'entailment': '0.52', 'neutral': '0.38', 'contradiction': '0.10'}","{'entailment': '0.57', 'neutral': '0.35', 'contradiction': '0.08'}",0.09999999999999996
333,Either LeShawn or Kassidy are an accountant,LeShawn is an accountant,Kassidy is an accountant,"{'entailment': '0.78', 'neutral': '0.18', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.02'}",0.09999999999999994
115,Either Denny or Lucy are a security guard,Denny is a security guard,Lucy is a security guard,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.06'}",0.09999999999999992
397,Either Carl or Tessa are a handball player,Carl is a handball player,Tessa is a handball player,"{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.18', 'contradiction': '0.02'}",0.09999999999999991
320,Either Brent or Kelsi are a lawyer,Brent is a lawyer,Kelsi is a lawyer,"{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.02'}","{'entailment': '0.82', 'neutral': '0.14', 'contradiction': '0.04'}",0.09000000000000005
460,Either Spence or Ruby are an assistant,Spence is an assistant,Ruby is an assistant,"{'entailment': '0.75', 'neutral': '0.16', 'contradiction': '0.10'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}",0.09000000000000005
152,Either Ramirez or Carrie are a housekeeper,Ramirez is a housekeeper,Carrie is a housekeeper,"{'entailment': '0.69', 'neutral': '0.18', 'contradiction': '0.13'}","{'entailment': '0.72', 'neutral': '0.20', 'contradiction': '0.09'}",0.09000000000000005
295,Either Rocco or Shelly are a pharmacist,Rocco is a pharmacist,Shelly is a pharmacist,"{'entailment': '0.80', 'neutral': '0.16', 'contradiction': '0.05'}","{'entailment': '0.75', 'neutral': '0.18', 'contradiction': '0.07'}",0.09000000000000004
84,Either Juan or Camille are a clerk,Juan is a clerk,Camille is a clerk,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}",0.09000000000000004
361,Either David or Beyonce are a banker,David is a banker,Beyonce is a banker,"{'entailment': '0.63', 'neutral': '0.27', 'contradiction': '0.10'}","{'entailment': '0.60', 'neutral': '0.32', 'contradiction': '0.09'}",0.09000000000000002
176,Either Brady or Sara are a dentist,Brady is a dentist,Sara is a dentist,"{'entailment': '0.82', 'neutral': '0.09', 'contradiction': '0.08'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}",0.09000000000000002
26,Either Benjamin or Kelly are a counselor,Benjamin is a counselor,Kelly is a counselor,"{'entailment': '0.72', 'neutral': '0.15', 'contradiction': '0.14'}","{'entailment': '0.72', 'neutral': '0.19', 'contradiction': '0.09'}",0.09000000000000002
242,Either Spence or Lena are a secretary,Spence is a secretary,Lena is a secretary,"{'entailment': '0.78', 'neutral': '0.11', 'contradiction': '0.10'}","{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}",0.09000000000000001
181,Either Tyresse or Jessica's are a butcher,Tyresse is a butcher,Jessica's is a butcher,"{'entailment': '0.76', 'neutral': '0.17', 'contradiction': '0.07'}","{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.11'}",0.09000000000000001
86,Either Dale or Ellen are a detective,Dale is a detective,Ellen is a detective,"{'entailment': '0.40', 'neutral': '0.45', 'contradiction': '0.15'}","{'entailment': '0.38', 'neutral': '0.50', 'contradiction': '0.13'}",0.09
274,Either D'quan or Paula are a physicist,D'quan is a physicist,Paula is a physicist,"{'entailment': '0.65', 'neutral': '0.28', 'contradiction': '0.08'}","{'entailment': '0.64', 'neutral': '0.32', 'contradiction': '0.04'}",0.09
444,Either Laquan or Susan are an artist,Laquan is an artist,Susan is an artist,"{'entailment': '0.72', 'neutral': '0.21', 'contradiction': '0.06'}","{'entailment': '0.68', 'neutral': '0.22', 'contradiction': '0.10'}",0.08999999999999994
184,Either Shane or Kassidy are a mathematician,Shane is a mathematician,Kassidy is a mathematician,"{'entailment': '0.70', 'neutral': '0.26', 'contradiction': '0.03'}","{'entailment': '0.66', 'neutral': '0.31', 'contradiction': '0.03'}",0.08999999999999991
0,Either Aaron or Susan are a sheriff,Aaron is a sheriff,Susan is a sheriff,"{'entailment': '0.59', 'neutral': '0.26', 'contradiction': '0.16'}","{'entailment': '0.54', 'neutral': '0.29', 'contradiction': '0.17'}",0.08999999999999991
109,Either Chan or Priya are a guitarist,Chan is a guitarist,Priya is a guitarist,"{'entailment': '0.59', 'neutral': '0.33', 'contradiction': '0.08'}","{'entailment': '0.55', 'neutral': '0.37', 'contradiction': '0.07'}",0.0899999999999999
382,Either Lars or Betty are an editor,Lars is an editor,Betty is an editor,"{'entailment': '0.56', 'neutral': '0.24', 'contradiction': '0.20'}","{'entailment': '0.56', 'neutral': '0.28', 'contradiction': '0.16'}",0.08000000000000004
87,Either Anse or Wendy are a tennis player,Anse is a tennis player,Wendy is a tennis player,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}","{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}",0.08000000000000003
389,Either Mitchell or Priya are a cleric,Mitchell is a cleric,Priya is a cleric,"{'entailment': '0.70', 'neutral': '0.18', 'contradiction': '0.12'}","{'entailment': '0.71', 'neutral': '0.21', 'contradiction': '0.08'}",0.08
387,Either Zack or Joanne are a researcher,Zack is a researcher,Joanne is a researcher,"{'entailment': '0.74', 'neutral': '0.20', 'contradiction': '0.06'}","{'entailment': '0.73', 'neutral': '0.24', 'contradiction': '0.03'}",0.07999999999999999
119,Either Hunter or Carrie are an airman,Hunter is an airman,Carrie is an airman,"{'entailment': '0.50', 'neutral': '0.44', 'contradiction': '0.06'}","{'entailment': '0.46', 'neutral': '0.48', 'contradiction': '0.06'}",0.07999999999999996
339,Either Perth or Cynthia are a supervisor,Perth is a supervisor,Cynthia is a supervisor,"{'entailment': '0.65', 'neutral': '0.16', 'contradiction': '0.19'}","{'entailment': '0.69', 'neutral': '0.16', 'contradiction': '0.15'}",0.07999999999999993
185,Either Ben or Camille are a guitarist,Ben is a guitarist,Camille is a guitarist,"{'entailment': '0.54', 'neutral': '0.38', 'contradiction': '0.08'}","{'entailment': '0.57', 'neutral': '0.39', 'contradiction': '0.04'}",0.07999999999999993
414,Either Ramirez or Benny are a photographer,Ramirez is a photographer,Benny is a photographer,"{'entailment': '0.68', 'neutral': '0.21', 'contradiction': '0.11'}","{'entailment': '0.71', 'neutral': '0.22', 'contradiction': '0.07'}",0.07999999999999992
29,Either Jeremy or Joyce are an aeronautical engineer,Jeremy is an aeronautical engineer,Joyce is an aeronautical engineer,"{'entailment': '0.39', 'neutral': '0.50', 'contradiction': '0.10'}","{'entailment': '0.38', 'neutral': '0.54', 'contradiction': '0.08'}",0.07000000000000005
159,Either James or Kathy are a handball player,James is a handball player,Kathy is a handball player,"{'entailment': '0.73', 'neutral': '0.19', 'contradiction': '0.07'}","{'entailment': '0.77', 'neutral': '0.18', 'contradiction': '0.05'}",0.07000000000000005
409,Either Drew or Juliette are a plumber,Drew is a plumber,Juliette is a plumber,"{'entailment': '0.74', 'neutral': '0.21', 'contradiction': '0.04'}","{'entailment': '0.78', 'neutral': '0.18', 'contradiction': '0.04'}",0.07000000000000003
395,Either Tim or Barbara are a researcher,Tim is a researcher,Barbara is a researcher,"{'entailment': '0.58', 'neutral': '0.29', 'contradiction': '0.13'}","{'entailment': '0.59', 'neutral': '0.31', 'contradiction': '0.09'}",0.07000000000000003
291,Either Tom or Ellen are an arts,Tom is an arts,Ellen is an arts,"{'entailment': '0.32', 'neutral': '0.43', 'contradiction': '0.25'}","{'entailment': '0.33', 'neutral': '0.45', 'contradiction': '0.21'}",0.07000000000000003
132,Either Chen or Janet are an illustrator,Chen is an illustrator,Janet is an illustrator,"{'entailment': '0.82', 'neutral': '0.08', 'contradiction': '0.10'}","{'entailment': '0.85', 'neutral': '0.07', 'contradiction': '0.07'}",0.07000000000000002
146,Either D'quan or Molly are an administrator,D'quan is an administrator,Molly is an administrator,"{'entailment': '0.72', 'neutral': '0.21', 'contradiction': '0.07'}","{'entailment': '0.70', 'neutral': '0.24', 'contradiction': '0.05'}",0.07000000000000002
256,Either Jed or Vrenna are a janitor,Jed is a janitor,Vrenna is a janitor,"{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.82', 'neutral': '0.15', 'contradiction': '0.03'}",0.07
133,Either Terrell or Raven are a designer,Terrell is a designer,Raven is a designer,"{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.08'}","{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.05'}",0.07
123,Either Chen Wu or Veronica are a teacher,Chen Wu is a teacher,Veronica is a teacher,"{'entailment': '0.75', 'neutral': '0.17', 'contradiction': '0.07'}","{'entailment': '0.74', 'neutral': '0.21', 'contradiction': '0.05'}",0.06999999999999999
388,Either Mike or Ebony are a firefighter,Mike is a firefighter,Ebony is a firefighter,"{'entailment': '0.58', 'neutral': '0.34', 'contradiction': '0.07'}","{'entailment': '0.60', 'neutral': '0.36', 'contradiction': '0.04'}",0.06999999999999998
229,Either Danny or Kia are a hostess,Danny is a hostess,Kia is a hostess,"{'entailment': '0.50', 'neutral': '0.31', 'contradiction': '0.19'}","{'entailment': '0.49', 'neutral': '0.35', 'contradiction': '0.17'}",0.06999999999999998
464,Either Martin or Megan are an artist,Martin is an artist,Megan is an artist,"{'entailment': '0.58', 'neutral': '0.27', 'contradiction': '0.15'}","{'entailment': '0.57', 'neutral': '0.30', 'contradiction': '0.12'}",0.06999999999999998
170,Either Thomas or Kelsi are a clerk,Thomas is a clerk,Kelsi is a clerk,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}",0.06999999999999992
205,Either Nell or LaShawnda are a servant,Nell is a servant,LaShawnda is a servant,"{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}",0.06999999999999991
470,Either Gabriel or Roberta are an illustrator,Gabriel is an illustrator,Roberta is an illustrator,"{'entailment': '0.79', 'neutral': '0.11', 'contradiction': '0.11'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}",0.06999999999999991
254,Either James or Missy are a football player,James is a football player,Missy is a football player,"{'entailment': '0.69', 'neutral': '0.26', 'contradiction': '0.05'}","{'entailment': '0.67', 'neutral': '0.30', 'contradiction': '0.04'}",0.0699999999999999
226,Either Muhammad or Anna are a pharmacist,Muhammad is a pharmacist,Anna is a pharmacist,"{'entailment': '0.57', 'neutral': '0.28', 'contradiction': '0.16'}","{'entailment': '0.55', 'neutral': '0.31', 'contradiction': '0.14'}",0.06999999999999987
318,Either Erik or Joyce are a civil,Erik is a civil,Joyce is a civil,"{'entailment': '0.44', 'neutral': '0.38', 'contradiction': '0.18'}","{'entailment': '0.41', 'neutral': '0.39', 'contradiction': '0.20'}",0.06000000000000005
297,Either Tammy or Sally are a postman,Tammy is a postman,Sally is a postman,"{'entailment': '0.76', 'neutral': '0.18', 'contradiction': '0.06'}","{'entailment': '0.73', 'neutral': '0.19', 'contradiction': '0.08'}",0.06000000000000004
458,Either Joxer or Kristy are a sociologist,Joxer is a sociologist,Kristy is a sociologist,"{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}","{'entailment': '0.77', 'neutral': '0.17', 'contradiction': '0.06'}",0.060000000000000026
350,Either Jafari or Sue are a performing artist,Jafari is a performing artist,Sue is a performing artist,"{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.09'}","{'entailment': '0.76', 'neutral': '0.15', 'contradiction': '0.10'}",0.060000000000000026
462,Either Timmy or Claire are an author,Timmy is an author,Claire is an author,"{'entailment': '0.71', 'neutral': '0.15', 'contradiction': '0.14'}","{'entailment': '0.74', 'neutral': '0.13', 'contradiction': '0.13'}",0.060000000000000026
68,Either Kariem or Greta are a lawn mower,Kariem is a lawn mower,Greta is a lawn mower,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.90', 'neutral': '0.06', 'contradiction': '0.04'}",0.060000000000000026
357,Either Gabriel or Melissa are an assistant,Gabriel is an assistant,Melissa is an assistant,"{'entailment': '0.70', 'neutral': '0.15', 'contradiction': '0.15'}","{'entailment': '0.71', 'neutral': '0.17', 'contradiction': '0.12'}",0.060000000000000026
322,Either Erik or Melissa are an agent,Erik is an agent,Melissa is an agent,"{'entailment': '0.57', 'neutral': '0.28', 'contradiction': '0.15'}","{'entailment': '0.60', 'neutral': '0.28', 'contradiction': '0.12'}",0.060000000000000026
15,Either Lance or Priya are a housekeeper,Lance is a housekeeper,Priya is a housekeeper,"{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.08'}","{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.09'}",0.06000000000000001
154,Either Lance or Laquisha are a theologian,Lance is a theologian,Laquisha is a theologian,"{'entailment': '0.72', 'neutral': '0.22', 'contradiction': '0.06'}","{'entailment': '0.70', 'neutral': '0.25', 'contradiction': '0.05'}",0.06000000000000001
310,Either Bob or Marie are a postman,Bob is a postman,Marie is a postman,"{'entailment': '0.77', 'neutral': '0.17', 'contradiction': '0.07'}","{'entailment': '0.76', 'neutral': '0.20', 'contradiction': '0.05'}",0.06000000000000001
386,Either Kyle or Barbara are a foster parent,Kyle is a foster parent,Barbara is a foster parent,"{'entailment': '0.49', 'neutral': '0.29', 'contradiction': '0.22'}","{'entailment': '0.46', 'neutral': '0.32', 'contradiction': '0.22'}",0.06
28,Either Sidney or Joyce are a supervisor,Sidney is a supervisor,Joyce is a supervisor,"{'entailment': '0.54', 'neutral': '0.26', 'contradiction': '0.20'}","{'entailment': '0.53', 'neutral': '0.29', 'contradiction': '0.18'}",0.06
298,Either Erik or Carly are an artist,Erik is an artist,Carly is an artist,"{'entailment': '0.60', 'neutral': '0.25', 'contradiction': '0.15'}","{'entailment': '0.63', 'neutral': '0.23', 'contradiction': '0.14'}",0.06
400,Either Mattie or Craig are a chemist,Mattie is a chemist,Craig is a chemist,"{'entailment': '0.66', 'neutral': '0.27', 'contradiction': '0.07'}","{'entailment': '0.69', 'neutral': '0.26', 'contradiction': '0.05'}",0.05999999999999993
210,Either Gabriel or Kassandra are a dentist,Gabriel is a dentist,Kassandra is a dentist,"{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.14', 'contradiction': '0.02'}",0.059999999999999915
443,Either Spence or LaShawnda are a sheriff,Spence is a sheriff,LaShawnda is a sheriff,"{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.059999999999999915
258,Either Mark or Carla are a dealer,Mark is a dealer,Carla is a dealer,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.82', 'neutral': '0.14', 'contradiction': '0.05'}",0.05000000000000003
188,Either Tyler or Shevon are an inspector,Tyler is an inspector,Shevon is an inspector,"{'entailment': '0.69', 'neutral': '0.20', 'contradiction': '0.11'}","{'entailment': '0.71', 'neutral': '0.17', 'contradiction': '0.11'}",0.05000000000000002
364,Either Martin or Melissa are an employment,Martin is an employment,Melissa is an employment,"{'entailment': '0.51', 'neutral': '0.34', 'contradiction': '0.14'}","{'entailment': '0.50', 'neutral': '0.33', 'contradiction': '0.17'}",0.05000000000000002
94,Either Jeremy or Missy are a lawn mower,Jeremy is a lawn mower,Missy is a lawn mower,"{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.78', 'neutral': '0.15', 'contradiction': '0.06'}",0.05000000000000002
165,Either Denny or Abigail are a teacher,Denny is a teacher,Abigail is a teacher,"{'entailment': '0.74', 'neutral': '0.21', 'contradiction': '0.06'}","{'entailment': '0.76', 'neutral': '0.21', 'contradiction': '0.03'}",0.05000000000000002
422,Either Steven or Shelly are a receptionist,Steven is a receptionist,Shelly is a receptionist,"{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.08'}","{'entailment': '0.75', 'neutral': '0.15', 'contradiction': '0.09'}",0.05
67,Either Bradford or Cheryl are a clerk,Bradford is a clerk,Cheryl is a clerk,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.05'}",0.05
249,Either Tammy or Claire are a radiologist,Tammy is a radiologist,Claire is a radiologist,"{'entailment': '0.69', 'neutral': '0.18', 'contradiction': '0.13'}","{'entailment': '0.69', 'neutral': '0.21', 'contradiction': '0.11'}",0.05
97,Either Raymond or Paula are a housekeeper,Raymond is a housekeeper,Paula is a housekeeper,"{'entailment': '0.69', 'neutral': '0.21', 'contradiction': '0.10'}","{'entailment': '0.67', 'neutral': '0.23', 'contradiction': '0.09'}",0.04999999999999993
238,Either DeShawn or Tasha are a chef,DeShawn is a chef,Tasha is a chef,"{'entailment': '0.68', 'neutral': '0.26', 'contradiction': '0.06'}","{'entailment': '0.71', 'neutral': '0.26', 'contradiction': '0.04'}",0.04999999999999991
85,Either Dale or Edith are a manager,Dale is a manager,Edith is a manager,"{'entailment': '0.54', 'neutral': '0.32', 'contradiction': '0.14'}","{'entailment': '0.55', 'neutral': '0.33', 'contradiction': '0.12'}",0.040000000000000036
278,Either Johnny or Judy are a chef,Johnny is a chef,Judy is a chef,"{'entailment': '0.42', 'neutral': '0.44', 'contradiction': '0.14'}","{'entailment': '0.42', 'neutral': '0.46', 'contradiction': '0.12'}",0.040000000000000036
236,Either Chan or Cindy are a cashier,Chan is a cashier,Cindy is a cashier,"{'entailment': '0.76', 'neutral': '0.18', 'contradiction': '0.06'}","{'entailment': '0.74', 'neutral': '0.20', 'contradiction': '0.06'}",0.040000000000000036
45,Either Sudeep or Kelly are a physicist,Sudeep is a physicist,Kelly is a physicist,"{'entailment': '0.64', 'neutral': '0.31', 'contradiction': '0.05'}","{'entailment': '0.62', 'neutral': '0.33', 'contradiction': '0.05'}",0.040000000000000036
431,Either Eugene or Ebony are a mover,Eugene is a mover,Ebony is a mover,"{'entailment': '0.31', 'neutral': '0.57', 'contradiction': '0.12'}","{'entailment': '0.30', 'neutral': '0.59', 'contradiction': '0.11'}",0.04000000000000002
100,Either Hunter or Candice are a magician,Hunter is a magician,Candice is a magician,"{'entailment': '0.71', 'neutral': '0.24', 'contradiction': '0.05'}","{'entailment': '0.69', 'neutral': '0.25', 'contradiction': '0.06'}",0.04000000000000002
481,Either Leonard or Erica are a laborer,Leonard is a laborer,Erica is a laborer,"{'entailment': '0.78', 'neutral': '0.16', 'contradiction': '0.06'}","{'entailment': '0.76', 'neutral': '0.16', 'contradiction': '0.08'}",0.04000000000000002
197,Either Brad or Sherry are a mechanic,Brad is a mechanic,Sherry is a mechanic,"{'entailment': '0.64', 'neutral': '0.30', 'contradiction': '0.07'}","{'entailment': '0.65', 'neutral': '0.31', 'contradiction': '0.05'}",0.04000000000000002
323,Either Ronald or Fabioloa are a coach,Ronald is a coach,Fabioloa is a coach,"{'entailment': '0.75', 'neutral': '0.19', 'contradiction': '0.06'}","{'entailment': '0.74', 'neutral': '0.18', 'contradiction': '0.08'}",0.04000000000000002
163,Either Tyrone or Fabioloa are a firefighter,Tyrone is a firefighter,Fabioloa is a firefighter,"{'entailment': '0.83', 'neutral': '0.15', 'contradiction': '0.02'}","{'entailment': '0.85', 'neutral': '0.13', 'contradiction': '0.02'}",0.04000000000000001
156,Either Kurt or Paula are a gambler,Kurt is a gambler,Paula is a gambler,"{'entailment': '0.42', 'neutral': '0.51', 'contradiction': '0.07'}","{'entailment': '0.41', 'neutral': '0.50', 'contradiction': '0.09'}",0.04000000000000001
