,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
771,Either LeShawn or Beyonce is a lifeguard,LeShawn is a lifeguard,0.664,0.236,0.099,entailment,Beyonce is a lifeguard,0.547,0.322,0.131,entailment,0.235,Either Beyonce or LeShawn is a lifeguard,LeShawn is a lifeguard,0.640,0.246,0.115,entailment,Beyonce is a lifeguard,0.584,0.342,0.074,entailment,0.192,0.050,0.114,0.164
772,Either Emily or Li is a medical student,Emily is a medical student,0.669,0.259,0.072,entailment,Li is a medical student,0.672,0.268,0.060,entailment,0.024,Either Li or Emily is a medical student,Emily is a medical student,0.653,0.261,0.086,entailment,Li is a medical student,0.767,0.180,0.053,entailment,0.227,0.032,0.189,0.221
773,Either Carly or Jamel is a psychologist,Carly is a psychologist,0.632,0.321,0.048,entailment,Jamel is a psychologist,0.763,0.194,0.044,entailment,0.262,Either Jamel or Carly is a psychologist,Carly is a psychologist,0.731,0.210,0.060,entailment,Jamel is a psychologist,0.802,0.173,0.025,entailment,0.142,0.222,0.078,0.300
774,Either Greuze or Silas is a clerk,Greuze is a clerk,0.911,0.064,0.025,entailment,Silas is a clerk,0.880,0.091,0.029,entailment,0.063,Either Silas or Greuze is a clerk,Greuze is a clerk,0.929,0.049,0.023,entailment,Silas is a clerk,0.930,0.055,0.014,entailment,0.016,0.034,0.100,0.135
775,Either Ronnie or Ragesh is a lawn mower,Ronnie is a lawn mower,0.822,0.105,0.073,entailment,Ragesh is a lawn mower,0.906,0.059,0.035,entailment,0.167,Either Ragesh or Ronnie is a lawn mower,Ronnie is a lawn mower,0.841,0.089,0.070,entailment,Ragesh is a lawn mower,0.928,0.049,0.023,entailment,0.175,0.037,0.045,0.082
776,Either Jenna or Jamal is a model,Jenna is a model,0.755,0.160,0.085,entailment,Jamal is a model,0.642,0.231,0.127,entailment,0.227,Either Jamal or Jenna is a model,Jenna is a model,0.537,0.272,0.191,entailment,Jamal is a model,0.748,0.187,0.065,entailment,0.422,0.437,0.212,0.649
777,Either Cadan or Ramirez is a civil,Cadan is a civil,0.610,0.349,0.041,entailment,Ramirez is a civil,0.617,0.303,0.081,entailment,0.094,Either Ramirez or Cadan is a civil,Cadan is a civil,0.532,0.406,0.062,entailment,Ramirez is a civil,0.644,0.263,0.094,entailment,0.288,0.156,0.080,0.236
778,Either Abigail or Marquis is a counselor,Abigail is a counselor,0.857,0.124,0.019,entailment,Marquis is a counselor,0.895,0.077,0.029,entailment,0.094,Either Marquis or Abigail is a counselor,Abigail is a counselor,0.924,0.063,0.013,entailment,Marquis is a counselor,0.872,0.083,0.045,entailment,0.105,0.135,0.046,0.181
779,Either Katherine or Precious is an auditor,Katherine is an auditor,0.615,0.259,0.126,entailment,Precious is an auditor,0.623,0.225,0.152,entailment,0.069,Either Precious or Katherine is an auditor,Katherine is an auditor,0.700,0.178,0.122,entailment,Precious is an auditor,0.689,0.185,0.125,entailment,0.022,0.171,0.133,0.304
780,Either Cadan or Javier is a hairdresser,Cadan is a hairdresser,0.911,0.072,0.018,entailment,Javier is a hairdresser,0.921,0.052,0.027,entailment,0.039,Either Javier or Cadan is a hairdresser,Cadan is a hairdresser,0.916,0.070,0.014,entailment,Javier is a hairdresser,0.916,0.062,0.022,entailment,0.016,0.010,0.021,0.031
781,Either Jake or Sudeep is a lifeguard,Jake is a lifeguard,0.295,0.557,0.147,neutral,Sudeep is a lifeguard,0.533,0.398,0.069,entailment,0.475,Either Sudeep or Jake is a lifeguard,Jake is a lifeguard,0.513,0.409,0.077,entailment,Sudeep is a lifeguard,0.543,0.382,0.076,entailment,0.059,0.436,0.033,0.469
782,Either Hunter or Wong Chang is a groom,Hunter is a groom,0.661,0.278,0.062,entailment,Wong Chang is a groom,0.801,0.134,0.065,entailment,0.288,Either Wong Chang or Hunter is a groom,Hunter is a groom,0.588,0.334,0.078,entailment,Wong Chang is a groom,0.803,0.136,0.061,entailment,0.431,0.146,0.009,0.155
783,Either Greg or Chang is an engineer,Greg is an engineer,0.381,0.553,0.066,neutral,Chang is an engineer,0.600,0.361,0.039,entailment,0.437,Either Chang or Greg is an engineer,Greg is an engineer,0.626,0.336,0.038,entailment,Chang is an engineer,0.601,0.356,0.043,entailment,0.049,0.489,0.011,0.500
784,Either Dustin or Ramirez is a pharmacist,Dustin is a pharmacist,0.712,0.227,0.062,entailment,Ramirez is a pharmacist,0.646,0.281,0.074,entailment,0.132,Either Ramirez or Dustin is a pharmacist,Dustin is a pharmacist,0.712,0.205,0.083,entailment,Ramirez is a pharmacist,0.605,0.317,0.078,entailment,0.224,0.044,0.081,0.125
785,Either Emily or Jamel is a janitor,Emily is a janitor,0.458,0.417,0.125,entailment,Jamel is a janitor,0.795,0.147,0.058,entailment,0.673,Either Jamel or Emily is a janitor,Emily is a janitor,0.509,0.334,0.157,entailment,Jamel is a janitor,0.895,0.078,0.027,entailment,0.771,0.166,0.201,0.367
786,Either Jack or Won Lee is a singer,Jack is a singer,0.624,0.307,0.069,entailment,Won Lee is a singer,0.740,0.185,0.075,entailment,0.244,Either Won Lee or Jack is a singer,Jack is a singer,0.558,0.334,0.108,entailment,Won Lee is a singer,0.902,0.078,0.020,entailment,0.689,0.133,0.324,0.457
787,Either Craig or Beyonce is a fireman,Craig is a fireman,0.877,0.100,0.023,entailment,Beyonce is a fireman,0.633,0.285,0.082,entailment,0.489,Either Beyonce or Craig is a fireman,Craig is a fireman,0.928,0.059,0.013,entailment,Beyonce is a fireman,0.754,0.215,0.031,entailment,0.347,0.101,0.242,0.343
788,Either Prescott or Chen Lang is a foster parent,Prescott is a foster parent,0.602,0.239,0.159,entailment,Chen Lang is a foster parent,0.713,0.136,0.152,entailment,0.222,Either Chen Lang or Prescott is a foster parent,Prescott is a foster parent,0.667,0.180,0.153,entailment,Chen Lang is a foster parent,0.709,0.177,0.114,entailment,0.085,0.130,0.083,0.212
789,Either Jake or Jose is a landlord,Jake is a landlord,0.324,0.452,0.224,neutral,Jose is a landlord,0.671,0.245,0.085,entailment,0.694,Either Jose or Jake is a landlord,Jake is a landlord,0.577,0.296,0.127,entailment,Jose is a landlord,0.486,0.364,0.150,entailment,0.183,0.507,0.369,0.877
790,Either Scott or Beyonce is a physicist,Scott is a physicist,0.569,0.272,0.158,entailment,Beyonce is a physicist,0.600,0.345,0.055,entailment,0.207,Either Beyonce or Scott is a physicist,Scott is a physicist,0.518,0.292,0.190,entailment,Beyonce is a physicist,0.619,0.337,0.043,entailment,0.293,0.103,0.038,0.141
791,Either Greg or Chen is a lawyer,Greg is a lawyer,0.520,0.369,0.111,entailment,Chen is a lawyer,0.675,0.201,0.124,entailment,0.337,Either Chen or Greg is a lawyer,Greg is a lawyer,0.782,0.149,0.069,entailment,Chen is a lawyer,0.819,0.128,0.052,entailment,0.074,0.525,0.288,0.812
792,Either Katherine or Terrell is a model,Katherine is a model,0.757,0.148,0.095,entailment,Terrell is a model,0.434,0.324,0.242,entailment,0.645,Either Terrell or Katherine is a model,Katherine is a model,0.594,0.195,0.211,entailment,Terrell is a model,0.700,0.177,0.122,entailment,0.212,0.324,0.533,0.857
793,Either Craig or Jamel is a detective,Craig is a detective,0.631,0.307,0.062,entailment,Jamel is a detective,0.690,0.262,0.048,entailment,0.118,Either Jamel or Craig is a detective,Craig is a detective,0.834,0.138,0.028,entailment,Jamel is a detective,0.798,0.178,0.025,entailment,0.079,0.406,0.215,0.622
794,Either Dustin or Ming is an arts,Dustin is an arts,0.610,0.182,0.208,entailment,Ming is an arts,0.532,0.287,0.181,entailment,0.210,Either Ming or Dustin is an arts,Dustin is an arts,0.509,0.208,0.283,entailment,Ming is an arts,0.729,0.168,0.103,entailment,0.441,0.202,0.395,0.596
795,Either Dustin or Jamel is a receptionist,Dustin is a receptionist,0.925,0.043,0.031,entailment,Jamel is a receptionist,0.827,0.092,0.081,entailment,0.197,Either Jamel or Dustin is a receptionist,Dustin is a receptionist,0.897,0.041,0.062,entailment,Jamel is a receptionist,0.936,0.039,0.025,entailment,0.077,0.061,0.218,0.279
796,Either Katie or Feng Wu is a delivery,Katie is a delivery,0.623,0.205,0.172,entailment,Feng Wu is a delivery,0.739,0.134,0.127,entailment,0.232,Either Feng Wu or Katie is a delivery,Katie is a delivery,0.593,0.192,0.215,entailment,Feng Wu is a delivery,0.911,0.061,0.028,entailment,0.638,0.087,0.346,0.433
797,Either Inglethorp or Chen Wee is a farmer,Inglethorp is a farmer,0.832,0.135,0.033,entailment,Chen Wee is a farmer,0.874,0.107,0.020,entailment,0.083,Either Chen Wee or Inglethorp is a farmer,Inglethorp is a farmer,0.924,0.065,0.011,entailment,Chen Wee is a farmer,0.867,0.104,0.029,entailment,0.114,0.184,0.019,0.203
798,Either Connor or Wang is a performing artist,Connor is a performing artist,0.693,0.253,0.054,entailment,Wang is a performing artist,0.719,0.181,0.100,entailment,0.143,Either Wang or Connor is a performing artist,Connor is a performing artist,0.628,0.302,0.070,entailment,Wang is a performing artist,0.796,0.151,0.053,entailment,0.335,0.129,0.154,0.283
799,Either Jacob or Malik is a politician,Jacob is a politician,0.575,0.316,0.109,entailment,Malik is a politician,0.740,0.211,0.049,entailment,0.330,Either Malik or Jacob is a politician,Jacob is a politician,0.712,0.202,0.087,entailment,Malik is a politician,0.744,0.210,0.046,entailment,0.081,0.274,0.008,0.281
800,Either Dylan or DeShawn is an auditor,Dylan is an auditor,0.605,0.291,0.104,entailment,DeShawn is an auditor,0.616,0.286,0.098,entailment,0.022,Either DeShawn or Dylan is an auditor,Dylan is an auditor,0.673,0.241,0.086,entailment,DeShawn is an auditor,0.671,0.249,0.080,entailment,0.016,0.135,0.110,0.246
801,Either Ronnie or Tyrone is a doctor,Ronnie is a doctor,0.698,0.230,0.072,entailment,Tyrone is a doctor,0.558,0.383,0.060,entailment,0.305,Either Tyrone or Ronnie is a doctor,Ronnie is a doctor,0.679,0.223,0.098,entailment,Tyrone is a doctor,0.528,0.400,0.072,entailment,0.354,0.052,0.060,0.112
802,Either Emily or Diamond is a painter,Emily is a painter,0.551,0.286,0.163,entailment,Diamond is a painter,0.484,0.370,0.146,entailment,0.168,Either Diamond or Emily is a painter,Emily is a painter,0.681,0.150,0.169,entailment,Diamond is a painter,0.504,0.275,0.221,entailment,0.356,0.274,0.190,0.464
803,Either Dylan or Laquan is an economist,Dylan is an economist,0.496,0.440,0.064,entailment,Laquan is an economist,0.554,0.424,0.022,entailment,0.117,Either Laquan or Dylan is an economist,Dylan is an economist,0.631,0.337,0.032,entailment,Laquan is an economist,0.505,0.468,0.027,entailment,0.262,0.271,0.097,0.369
804,Either Jake or Trevon is a cleric,Jake is a cleric,0.568,0.248,0.184,entailment,Trevon is a cleric,0.704,0.233,0.063,entailment,0.273,Either Trevon or Jake is a cleric,Jake is a cleric,0.776,0.151,0.073,entailment,Trevon is a cleric,0.776,0.180,0.043,entailment,0.060,0.416,0.144,0.560
805,Either Katie or Terrance is a teacher,Katie is a teacher,0.510,0.389,0.100,entailment,Terrance is a teacher,0.702,0.235,0.063,entailment,0.383,Either Terrance or Katie is a teacher,Katie is a teacher,0.747,0.188,0.065,entailment,Terrance is a teacher,0.760,0.192,0.049,entailment,0.033,0.474,0.116,0.590
806,Either Greuze or Joo-Lin is a mechanic,Greuze is a mechanic,0.746,0.195,0.059,entailment,Joo-Lin is a mechanic,0.919,0.071,0.011,entailment,0.345,Either Joo-Lin or Greuze is a mechanic,Greuze is a mechanic,0.829,0.132,0.039,entailment,Joo-Lin is a mechanic,0.846,0.127,0.027,entailment,0.033,0.167,0.146,0.312
807,Either Inglethorp or Won Lee is a receptionist,Inglethorp is a receptionist,0.900,0.052,0.048,entailment,Won Lee is a receptionist,0.958,0.030,0.012,entailment,0.116,Either Won Lee or Inglethorp is a receptionist,Inglethorp is a receptionist,0.955,0.032,0.013,entailment,Won Lee is a receptionist,0.961,0.024,0.015,entailment,0.015,0.110,0.012,0.122
808,Either Dylan or Adrin is an opera singer,Dylan is an opera singer,0.686,0.174,0.140,entailment,Adrin is an opera singer,0.546,0.265,0.189,entailment,0.280,Either Adrin or Dylan is an opera singer,Dylan is an opera singer,0.717,0.115,0.168,entailment,Adrin is an opera singer,0.692,0.179,0.128,entailment,0.128,0.117,0.293,0.410
809,Either Greg or Jose is an office worker,Greg is an office worker,0.530,0.364,0.106,entailment,Jose is an office worker,0.774,0.176,0.050,entailment,0.488,Either Jose or Greg is an office worker,Greg is an office worker,0.604,0.286,0.110,entailment,Jose is an office worker,0.715,0.217,0.068,entailment,0.222,0.155,0.118,0.274
810,Either Brown or Jamal is a singer,Brown is a singer,0.715,0.249,0.036,entailment,Jamal is a singer,0.782,0.153,0.066,entailment,0.192,Either Jamal or Brown is a singer,Brown is a singer,0.410,0.450,0.140,neutral,Jamal is a singer,0.835,0.135,0.030,entailment,0.849,0.610,0.107,0.717
811,Either Cole or DeShawn is a musician,Cole is a musician,0.783,0.168,0.049,entailment,DeShawn is a musician,0.778,0.168,0.054,entailment,0.010,Either DeShawn or Cole is a musician,Cole is a musician,0.703,0.233,0.064,entailment,DeShawn is a musician,0.740,0.213,0.046,entailment,0.074,0.160,0.090,0.249
812,Either Katherine or Ragesh is a butler,Katherine is a butler,0.474,0.442,0.084,entailment,Ragesh is a butler,0.669,0.278,0.053,entailment,0.389,Either Ragesh or Katherine is a butler,Katherine is a butler,0.724,0.223,0.053,entailment,Ragesh is a butler,0.626,0.299,0.076,entailment,0.197,0.500,0.087,0.587
813,Either Scott or Terrance is a lawyer,Scott is a lawyer,0.688,0.222,0.090,entailment,Terrance is a lawyer,0.745,0.202,0.053,entailment,0.115,Either Terrance or Scott is a lawyer,Scott is a lawyer,0.815,0.124,0.062,entailment,Terrance is a lawyer,0.823,0.152,0.026,entailment,0.072,0.254,0.155,0.409
814,Either Katie or Precious is a tennis player,Katie is a tennis player,0.614,0.280,0.105,entailment,Precious is a tennis player,0.747,0.186,0.067,entailment,0.265,Either Precious or Katie is a tennis player,Katie is a tennis player,0.649,0.182,0.169,entailment,Precious is a tennis player,0.832,0.129,0.039,entailment,0.366,0.197,0.170,0.367
815,Either Connor or Rajeev is a pilot,Connor is a pilot,0.546,0.374,0.080,entailment,Rajeev is a pilot,0.636,0.284,0.080,entailment,0.180,Either Rajeev or Connor is a pilot,Connor is a pilot,0.454,0.452,0.094,entailment,Rajeev is a pilot,0.625,0.313,0.062,entailment,0.342,0.183,0.058,0.241
816,Either Inglethorp or Terrance is a driver,Inglethorp is a driver,0.772,0.165,0.063,entailment,Terrance is a driver,0.794,0.162,0.043,entailment,0.045,Either Terrance or Inglethorp is a driver,Inglethorp is a driver,0.876,0.090,0.034,entailment,Terrance is a driver,0.858,0.115,0.027,entailment,0.051,0.209,0.128,0.337
817,Either Jacob or Silas is a chief,Jacob is a chief,0.126,0.646,0.228,neutral,Silas is a chief,0.192,0.569,0.239,neutral,0.154,Either Silas or Jacob is a chief,Jacob is a chief,0.317,0.484,0.198,neutral,Silas is a chief,0.329,0.495,0.175,neutral,0.046,0.383,0.275,0.659
818,Either Ronnie or Chin Pang is a bartender,Ronnie is a bartender,0.687,0.226,0.088,entailment,Chin Pang is a bartender,0.924,0.057,0.019,entailment,0.474,Either Chin Pang or Ronnie is a bartender,Ronnie is a bartender,0.767,0.154,0.079,entailment,Chin Pang is a bartender,0.903,0.072,0.024,entailment,0.273,0.160,0.041,0.201
819,Either Scott or Tyresse is a lifeguard,Scott is a lifeguard,0.577,0.349,0.075,entailment,Tyresse is a lifeguard,0.734,0.234,0.032,entailment,0.315,Either Tyresse or Scott is a lifeguard,Scott is a lifeguard,0.657,0.261,0.082,entailment,Tyresse is a lifeguard,0.618,0.336,0.045,entailment,0.151,0.176,0.231,0.407
820,Either Inglethorp or Shaniqua is a model,Inglethorp is a model,0.823,0.108,0.069,entailment,Shaniqua is a model,0.748,0.132,0.120,entailment,0.150,Either Shaniqua or Inglethorp is a model,Inglethorp is a model,0.803,0.104,0.093,entailment,Shaniqua is a model,0.836,0.100,0.064,entailment,0.065,0.048,0.175,0.224
821,Either Essex or Ramirez is a baker,Essex is a baker,0.654,0.214,0.133,entailment,Ramirez is a baker,0.862,0.070,0.068,entailment,0.416,Either Ramirez or Essex is a baker,Essex is a baker,0.755,0.153,0.092,entailment,Ramirez is a baker,0.609,0.194,0.196,entailment,0.292,0.203,0.506,0.708
822,Either Connor or Chin Pang is a surgeon,Connor is a surgeon,0.538,0.393,0.069,entailment,Chin Pang is a surgeon,0.921,0.066,0.014,entailment,0.767,Either Chin Pang or Connor is a surgeon,Connor is a surgeon,0.559,0.385,0.056,entailment,Chin Pang is a surgeon,0.780,0.183,0.037,entailment,0.442,0.043,0.282,0.325
823,Either Ronnie or Silas is an analyst,Ronnie is an analyst,0.687,0.254,0.059,entailment,Silas is an analyst,0.566,0.357,0.076,entailment,0.241,Either Silas or Ronnie is an analyst,Ronnie is an analyst,0.726,0.211,0.063,entailment,Silas is an analyst,0.657,0.299,0.044,entailment,0.177,0.086,0.181,0.267
824,Either Essex or Jesus is a mechanic,Essex is a mechanic,0.780,0.167,0.053,entailment,Jesus is a mechanic,0.783,0.148,0.069,entailment,0.038,Either Jesus or Essex is a mechanic,Essex is a mechanic,0.718,0.205,0.077,entailment,Jesus is a mechanic,0.356,0.485,0.159,neutral,0.724,0.123,0.853,0.976
825,Either Prescott or Nina is a groom,Prescott is a groom,0.745,0.150,0.106,entailment,Nina is a groom,0.750,0.163,0.087,entailment,0.037,Either Nina or Prescott is a groom,Prescott is a groom,0.718,0.159,0.122,entailment,Nina is a groom,0.743,0.203,0.054,entailment,0.136,0.052,0.081,0.133
826,Either Molly or Ming is a barber,Molly is a barber,0.830,0.132,0.037,entailment,Ming is a barber,0.829,0.140,0.031,entailment,0.016,Either Ming or Molly is a barber,Molly is a barber,0.827,0.126,0.047,entailment,Ming is a barber,0.868,0.110,0.022,entailment,0.082,0.020,0.077,0.097
827,Either Jenna or Chen Lang is a sociologist,Jenna is a sociologist,0.586,0.340,0.074,entailment,Chen Lang is a sociologist,0.826,0.120,0.054,entailment,0.481,Either Chen Lang or Jenna is a sociologist,Jenna is a sociologist,0.683,0.258,0.059,entailment,Chen Lang is a sociologist,0.799,0.136,0.065,entailment,0.244,0.194,0.055,0.249
828,Either Heather or Rajeev is an architect,Heather is an architect,0.772,0.152,0.076,entailment,Rajeev is an architect,0.858,0.102,0.040,entailment,0.171,Either Rajeev or Heather is an architect,Heather is an architect,0.779,0.142,0.078,entailment,Rajeev is an architect,0.857,0.111,0.032,entailment,0.155,0.018,0.019,0.037
829,Either Dustin or Joo-Lin is a performing artist,Dustin is a performing artist,0.805,0.122,0.073,entailment,Joo-Lin is a performing artist,0.853,0.101,0.046,entailment,0.096,Either Joo-Lin or Dustin is a performing artist,Dustin is a performing artist,0.808,0.108,0.084,entailment,Joo-Lin is a performing artist,0.801,0.144,0.056,entailment,0.071,0.028,0.105,0.133
830,Either Craig or Chin Pang is a comedian,Craig is a comedian,0.710,0.228,0.062,entailment,Chin Pang is a comedian,0.950,0.043,0.007,entailment,0.481,Either Chin Pang or Craig is a comedian,Craig is a comedian,0.777,0.175,0.048,entailment,Chin Pang is a comedian,0.906,0.081,0.014,entailment,0.257,0.135,0.089,0.225
831,Either Jacob or Kia is an office worker,Jacob is an office worker,0.749,0.188,0.064,entailment,Kia is an office worker,0.810,0.167,0.023,entailment,0.122,Either Kia or Jacob is an office worker,Jacob is an office worker,0.846,0.110,0.044,entailment,Kia is an office worker,0.861,0.123,0.016,entailment,0.055,0.195,0.102,0.297
832,Either Essex or Yang Wang is an umpire,Essex is an umpire,0.449,0.400,0.151,entailment,Yang Wang is an umpire,0.933,0.056,0.011,entailment,0.968,Either Yang Wang or Essex is an umpire,Essex is an umpire,0.680,0.231,0.089,entailment,Yang Wang is an umpire,0.746,0.194,0.061,entailment,0.131,0.462,0.374,0.836
833,Either Cole or Joo-Lin is a magician,Cole is a magician,0.594,0.338,0.068,entailment,Joo-Lin is a magician,0.894,0.092,0.015,entailment,0.599,Either Joo-Lin or Cole is a magician,Cole is a magician,0.745,0.225,0.030,entailment,Joo-Lin is a magician,0.614,0.321,0.065,entailment,0.262,0.301,0.560,0.861
834,Either Prescott or Feng Wu is a scientist,Prescott is a scientist,0.496,0.440,0.063,entailment,Feng Wu is a scientist,0.796,0.185,0.019,entailment,0.600,Either Feng Wu or Prescott is a scientist,Prescott is a scientist,0.687,0.264,0.049,entailment,Feng Wu is a scientist,0.694,0.281,0.025,entailment,0.049,0.381,0.204,0.585
835,Either Jake or Wang is an airman,Jake is an airman,0.169,0.712,0.119,neutral,Wang is an airman,0.327,0.608,0.065,neutral,0.316,Either Wang or Jake is an airman,Jake is an airman,0.359,0.570,0.071,neutral,Wang is an airman,0.418,0.521,0.060,neutral,0.118,0.380,0.183,0.563
836,Either Connor or Terrell is a secretary,Connor is a secretary,0.701,0.233,0.066,entailment,Terrell is a secretary,0.737,0.182,0.081,entailment,0.102,Either Terrell or Connor is a secretary,Connor is a secretary,0.722,0.203,0.075,entailment,Terrell is a secretary,0.773,0.169,0.058,entailment,0.102,0.060,0.071,0.131
837,Either Dylan or DeShawn is a librarian,Dylan is a librarian,0.772,0.183,0.045,entailment,DeShawn is a librarian,0.687,0.245,0.068,entailment,0.169,Either DeShawn or Dylan is a librarian,Dylan is a librarian,0.822,0.140,0.038,entailment,DeShawn is a librarian,0.802,0.160,0.037,entailment,0.040,0.100,0.230,0.331
838,Either Connor or Terrell is a dealer,Connor is a dealer,0.682,0.266,0.052,entailment,Terrell is a dealer,0.627,0.311,0.062,entailment,0.109,Either Terrell or Connor is a dealer,Connor is a dealer,0.727,0.231,0.041,entailment,Terrell is a dealer,0.717,0.233,0.050,entailment,0.020,0.090,0.180,0.270
839,Either Connor or Chen is a receptionist,Connor is a receptionist,0.832,0.132,0.036,entailment,Chen is a receptionist,0.829,0.107,0.064,entailment,0.056,Either Chen or Connor is a receptionist,Connor is a receptionist,0.857,0.115,0.028,entailment,Chen is a receptionist,0.887,0.076,0.038,entailment,0.080,0.050,0.116,0.166
840,Either Cadan or Anita is a supervisor,Cadan is a supervisor,0.763,0.128,0.109,entailment,Anita is a supervisor,0.586,0.255,0.159,entailment,0.353,Either Anita or Cadan is a supervisor,Cadan is a supervisor,0.759,0.151,0.090,entailment,Anita is a supervisor,0.539,0.268,0.193,entailment,0.440,0.045,0.094,0.140
841,Either Scott or Maya is a clerk,Scott is a clerk,0.786,0.118,0.096,entailment,Maya is a clerk,0.728,0.173,0.099,entailment,0.115,Either Maya or Scott is a clerk,Scott is a clerk,0.815,0.110,0.074,entailment,Maya is a clerk,0.880,0.085,0.035,entailment,0.129,0.059,0.303,0.362
842,Either Connor or Ebony is a barber,Connor is a barber,0.861,0.113,0.026,entailment,Ebony is a barber,0.858,0.106,0.036,entailment,0.020,Either Ebony or Connor is a barber,Connor is a barber,0.917,0.067,0.016,entailment,Ebony is a barber,0.781,0.172,0.048,entailment,0.273,0.113,0.154,0.267
843,Either Prescott or Chan is a landlord,Prescott is a landlord,0.610,0.261,0.129,entailment,Chan is a landlord,0.688,0.212,0.100,entailment,0.157,Either Chan or Prescott is a landlord,Prescott is a landlord,0.701,0.205,0.094,entailment,Chan is a landlord,0.522,0.364,0.114,entailment,0.358,0.183,0.332,0.515
844,Either Cody or Tyresse is an actor,Cody is an actor,0.710,0.240,0.050,entailment,Tyresse is an actor,0.790,0.171,0.040,entailment,0.159,Either Tyresse or Cody is an actor,Cody is an actor,0.680,0.242,0.078,entailment,Tyresse is an actor,0.809,0.150,0.042,entailment,0.258,0.061,0.042,0.103
845,Either Ronnie or Chen Wee is a counselor,Ronnie is a counselor,0.811,0.140,0.049,entailment,Chen Wee is a counselor,0.889,0.075,0.037,entailment,0.156,Either Chen Wee or Ronnie is a counselor,Ronnie is a counselor,0.887,0.072,0.041,entailment,Chen Wee is a counselor,0.914,0.068,0.018,entailment,0.054,0.151,0.049,0.200
846,Either Dylan or Terrance is a butcher,Dylan is a butcher,0.763,0.146,0.091,entailment,Terrance is a butcher,0.784,0.150,0.066,entailment,0.048,Either Terrance or Dylan is a butcher,Dylan is a butcher,0.853,0.092,0.054,entailment,Terrance is a butcher,0.825,0.131,0.043,entailment,0.078,0.180,0.082,0.262
847,Either Inglethorp or Jesus is a journalist,Inglethorp is a journalist,0.623,0.315,0.062,entailment,Jesus is a journalist,0.322,0.500,0.178,neutral,0.603,Either Jesus or Inglethorp is a journalist,Inglethorp is a journalist,0.748,0.225,0.027,entailment,Jesus is a journalist,0.180,0.646,0.174,neutral,1.135,0.249,0.292,0.541
848,Either Prescott or Chen Wu is an assistant,Prescott is an assistant,0.713,0.159,0.129,entailment,Chen Wu is an assistant,0.847,0.088,0.065,entailment,0.269,Either Chen Wu or Prescott is an assistant,Prescott is an assistant,0.789,0.117,0.094,entailment,Chen Wu is an assistant,0.841,0.100,0.060,entailment,0.103,0.153,0.024,0.176
849,Either Prescott or Tyrone is a firefighter,Prescott is a firefighter,0.875,0.094,0.031,entailment,Tyrone is a firefighter,0.772,0.188,0.040,entailment,0.205,Either Tyrone or Prescott is a firefighter,Prescott is a firefighter,0.838,0.116,0.046,entailment,Tyrone is a firefighter,0.745,0.220,0.035,entailment,0.208,0.074,0.065,0.138
850,Either Jack or Feng Wu is a commander,Jack is a commander,0.488,0.429,0.083,entailment,Feng Wu is a commander,0.735,0.196,0.068,entailment,0.494,Either Feng Wu or Jack is a commander,Jack is a commander,0.518,0.376,0.106,entailment,Feng Wu is a commander,0.807,0.138,0.055,entailment,0.578,0.105,0.143,0.249
851,Either Abigail or Silas is a butler,Abigail is a butler,0.416,0.525,0.059,neutral,Silas is a butler,0.636,0.297,0.068,entailment,0.458,Either Silas or Abigail is a butler,Abigail is a butler,0.690,0.275,0.035,entailment,Silas is a butler,0.570,0.335,0.095,entailment,0.240,0.549,0.131,0.680
852,Either LeShawn or Ramon is a drawer,LeShawn is a drawer,0.884,0.054,0.062,entailment,Ramon is a drawer,0.756,0.123,0.122,entailment,0.257,Either Ramon or LeShawn is a drawer,LeShawn is a drawer,0.758,0.093,0.149,entailment,Ramon is a drawer,0.882,0.064,0.054,entailment,0.247,0.252,0.253,0.505
853,Either Katherine or Treyvone is a surgeon,Katherine is a surgeon,0.547,0.343,0.110,entailment,Treyvone is a surgeon,0.625,0.263,0.111,entailment,0.159,Either Treyvone or Katherine is a surgeon,Katherine is a surgeon,0.670,0.226,0.104,entailment,Treyvone is a surgeon,0.631,0.235,0.134,entailment,0.079,0.247,0.056,0.303
854,Either Inglethorp or Kia is a landlord,Inglethorp is a landlord,0.802,0.134,0.064,entailment,Kia is a landlord,0.878,0.100,0.021,entailment,0.152,Either Kia or Inglethorp is a landlord,Inglethorp is a landlord,0.932,0.049,0.019,entailment,Kia is a landlord,0.831,0.124,0.045,entailment,0.202,0.260,0.094,0.353
855,Either Greg or Ebony is a chemist,Greg is a chemist,0.583,0.243,0.174,entailment,Ebony is a chemist,0.673,0.268,0.059,entailment,0.228,Either Ebony or Greg is a chemist,Greg is a chemist,0.787,0.123,0.090,entailment,Ebony is a chemist,0.487,0.403,0.110,entailment,0.599,0.408,0.372,0.779
856,Either Claire or Jesus is a dancer,Claire is a dancer,0.757,0.186,0.058,entailment,Jesus is a dancer,0.312,0.558,0.130,neutral,0.889,Either Jesus or Claire is a dancer,Claire is a dancer,0.838,0.109,0.053,entailment,Jesus is a dancer,0.160,0.686,0.154,neutral,1.357,0.163,0.304,0.467
