,prem,hypo1,hypo2,score1,score2,diff
228,Either Eugene or Heather are a handyman,Eugene is a handyman,Heather is a handyman,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.04'}",0.09000000000000002
332,Either Cody or Laquisha are an administrator,Cody is an administrator,Laquisha is an administrator,"{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}","{'entailment': '0.78', 'neutral': '0.18', 'contradiction': '0.03'}",0.09
201,Either Will or Brittany are a barber,Will is a barber,Brittany is a barber,"{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}",0.08999999999999994
95,Either Ron or Martha are a dealer,Ron is a dealer,Martha is a dealer,"{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.07'}","{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}",0.08999999999999993
17,Either Jose or Missy are an arts,Jose is an arts,Missy is an arts,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.09'}",0.08999999999999993
364,Either Martin or Melissa are an employment,Martin is an employment,Melissa is an employment,"{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.03'}","{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.06'}",0.08999999999999991
278,Either Johnny or Judy are a chef,Johnny is a chef,Judy is a chef,"{'entailment': '0.66', 'neutral': '0.13', 'contradiction': '0.21'}","{'entailment': '0.69', 'neutral': '0.14', 'contradiction': '0.16'}",0.08999999999999991
169,Either Tammy or Amy are a gambler,Tammy is a gambler,Amy is a gambler,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.08', 'contradiction': '0.11'}",0.08999999999999991
181,Either Tyresse or Jessica's are a butcher,Tyresse is a butcher,Jessica's is a butcher,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}",0.08000000000000004
9,Either Ronald or Brittany are an executive,Ronald is an executive,Brittany is an executive,"{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}",0.08000000000000004
234,Either Charles or Kacey are a manager,Charles is a manager,Kacey is a manager,"{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}",0.08000000000000004
246,Either Harold or Paula are a janitor,Harold is a janitor,Paula is a janitor,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.04'}",0.08000000000000004
238,Either DeShawn or Tasha are a chef,DeShawn is a chef,Tasha is a chef,"{'entailment': '0.82', 'neutral': '0.14', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}",0.08000000000000004
487,Either Vince or Veronica are a judge,Vince is a judge,Veronica is a judge,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}",0.08000000000000004
129,Either Jamie or Jenna are an auditor,Jamie is an auditor,Jenna is an auditor,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}","{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}",0.08000000000000003
358,Either Jamie or Sarah are an engineer,Jamie is an engineer,Sarah is an engineer,"{'entailment': '0.92', 'neutral': '0.05', 'contradiction': '0.03'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.08000000000000003
465,Either Aaron or Camille are a hostess,Aaron is a hostess,Camille is a hostess,"{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.05'}","{'entailment': '0.78', 'neutral': '0.13', 'contradiction': '0.09'}",0.08000000000000003
383,Either Ming or Anna are a doctor,Ming is a doctor,Anna is a doctor,"{'entailment': '0.83', 'neutral': '0.08', 'contradiction': '0.09'}","{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}",0.08000000000000002
250,Either Jimmy or Nina are a handyman,Jimmy is a handyman,Nina is a handyman,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}",0.08000000000000002
165,Either Denny or Abigail are a teacher,Denny is a teacher,Abigail is a teacher,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.87', 'neutral': '0.05', 'contradiction': '0.08'}",0.08000000000000002
121,Either Hunter or Missy are a swimmer,Hunter is a swimmer,Missy is a swimmer,"{'entailment': '0.82', 'neutral': '0.09', 'contradiction': '0.09'}","{'entailment': '0.78', 'neutral': '0.13', 'contradiction': '0.09'}",0.07999999999999993
92,Either Chen Wee or Meghan are a sheriff,Chen Wee is a sheriff,Meghan is a sheriff,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}",0.07999999999999993
158,Either Jed or Diamond are a pensioner,Jed is a pensioner,Diamond is a pensioner,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}",0.07999999999999993
85,Either Dale or Edith are a manager,Dale is a manager,Edith is a manager,"{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}",0.07999999999999992
265,Either Edward or Sharon are an aeronautical engineer,Edward is an aeronautical engineer,Sharon is an aeronautical engineer,"{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.13', 'contradiction': '0.02'}",0.07999999999999992
177,Either Charlie or Raven are a magician,Charlie is a magician,Raven is a magician,"{'entailment': '0.85', 'neutral': '0.08', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.09'}",0.07999999999999992
434,Either Tyresse or Sarah are a linguist,Tyresse is a linguist,Sarah is a linguist,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.09'}",0.0799999999999999
52,Either Sudeep or Beth are a janitor,Sudeep is a janitor,Beth is a janitor,"{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.05'}",0.07000000000000003
88,Either Russ or Vrenna are an army,Russ is an army,Vrenna is an army,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.05'}",0.07000000000000003
287,Either Brad or Amy are a builder,Brad is a builder,Amy is a builder,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.06'}",0.07000000000000003
24,Either Dawson or Jessica's are an entrepreneur,Dawson is an entrepreneur,Jessica's is an entrepreneur,"{'entailment': '0.93', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}",0.07000000000000003
384,Either Steven or Sharon are an engineer,Steven is an engineer,Sharon is an engineer,"{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.05'}",0.07000000000000003
439,Either Zack or Anita are a manager,Zack is a manager,Anita is a manager,"{'entailment': '0.89', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.05'}",0.07000000000000003
97,Either Raymond or Paula are a housekeeper,Raymond is a housekeeper,Paula is a housekeeper,"{'entailment': '0.83', 'neutral': '0.06', 'contradiction': '0.10'}","{'entailment': '0.86', 'neutral': '0.07', 'contradiction': '0.07'}",0.07000000000000003
12,Either Daniel or Abigail are a security guard,Daniel is a security guard,Abigail is a security guard,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}","{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.05'}",0.07000000000000003
307,Either Shawn or Erica are an assistant,Shawn is an assistant,Erica is an assistant,"{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.77', 'neutral': '0.10', 'contradiction': '0.12'}",0.07000000000000003
272,Either Jack or Shaniqua are a chemist,Jack is a chemist,Shaniqua is a chemist,"{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}",0.07000000000000003
215,Either Eric or Martha are a manager,Eric is a manager,Martha is a manager,"{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}","{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.04'}",0.07000000000000003
403,Either Lars or Carly are a mover,Lars is a mover,Carly is a mover,"{'entailment': '0.81', 'neutral': '0.10', 'contradiction': '0.08'}","{'entailment': '0.78', 'neutral': '0.12', 'contradiction': '0.10'}",0.07000000000000002
266,Either Eddie or Anne are an economist,Eddie is an economist,Anne is an economist,"{'entailment': '0.89', 'neutral': '0.06', 'contradiction': '0.05'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.03'}",0.07000000000000002
178,Either Brady or Cathy are an author,Brady is an author,Cathy is an author,"{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.85', 'neutral': '0.12', 'contradiction': '0.03'}",0.07000000000000002
156,Either Kurt or Paula are a gambler,Kurt is a gambler,Paula is a gambler,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}","{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.04'}",0.07
463,Either Earl or Shelly are a pensioner,Earl is a pensioner,Shelly is a pensioner,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.84', 'neutral': '0.13', 'contradiction': '0.04'}",0.07
385,Either Gabriel or Bai are a radiologist,Gabriel is a radiologist,Bai is a radiologist,"{'entailment': '0.76', 'neutral': '0.10', 'contradiction': '0.14'}","{'entailment': '0.77', 'neutral': '0.12', 'contradiction': '0.10'}",0.07
216,Either Johnathan or Diamond are a clerk,Johnathan is a clerk,Diamond is a clerk,"{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.03'}","{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.04'}",0.06999999999999992
196,Either Thorn or Maya are a bartender,Thorn is a bartender,Maya is a bartender,"{'entailment': '0.77', 'neutral': '0.11', 'contradiction': '0.12'}","{'entailment': '0.74', 'neutral': '0.12', 'contradiction': '0.14'}",0.06000000000000004
391,Either Cody or Lisa are a secretary,Cody is a secretary,Lisa is a secretary,"{'entailment': '0.90', 'neutral': '0.05', 'contradiction': '0.06'}","{'entailment': '0.87', 'neutral': '0.07', 'contradiction': '0.07'}",0.06000000000000004
381,Either James or Charlene are a security guard,James is a security guard,Charlene is a security guard,"{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}",0.06000000000000004
206,Either Shawn or Celia are a performing artist,Shawn is a performing artist,Celia is a performing artist,"{'entailment': '0.86', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.04'}",0.06000000000000004
43,Either Chang Lee or Sara are a photographer,Chang Lee is a photographer,Sara is a photographer,"{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}",0.06000000000000003
13,Either Mitchell or Kathy are an academic,Mitchell is an academic,Kathy is an academic,"{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.85', 'neutral': '0.10', 'contradiction': '0.06'}",0.060000000000000026
309,Either Brayden or Candice are a lawn mower,Brayden is a lawn mower,Candice is a lawn mower,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.82', 'neutral': '0.09', 'contradiction': '0.09'}",0.060000000000000026
400,Either Mattie or Craig are a chemist,Mattie is a chemist,Craig is a chemist,"{'entailment': '0.87', 'neutral': '0.07', 'contradiction': '0.06'}","{'entailment': '0.84', 'neutral': '0.08', 'contradiction': '0.08'}",0.060000000000000026
138,Either Andy or Carrie are a sheriff,Andy is a sheriff,Carrie is a sheriff,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.02'}",0.060000000000000026
93,Either Alfred or Janice are a lawyer,Alfred is a lawyer,Janice is a lawyer,"{'entailment': '0.76', 'neutral': '0.17', 'contradiction': '0.07'}","{'entailment': '0.73', 'neutral': '0.20', 'contradiction': '0.07'}",0.060000000000000026
349,Either Alexander or Beyonce are an artist,Alexander is an artist,Beyonce is an artist,"{'entailment': '0.84', 'neutral': '0.07', 'contradiction': '0.10'}","{'entailment': '0.86', 'neutral': '0.07', 'contradiction': '0.06'}",0.060000000000000026
137,Either Tom or Ruby are a professor,Tom is a professor,Ruby is a professor,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.06000000000000002
322,Either Erik or Melissa are an agent,Erik is an agent,Melissa is an agent,"{'entailment': '0.83', 'neutral': '0.10', 'contradiction': '0.07'}","{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}",0.06000000000000002
191,Either Jason or Cindy are an opera singer,Jason is an opera singer,Cindy is an opera singer,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.08'}",0.06000000000000001
222,Either Robert or Tessa are a plumber,Robert is a plumber,Tessa is a plumber,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}",0.06000000000000001
361,Either David or Beyonce are a banker,David is a banker,Beyonce is a banker,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.02'}",0.06000000000000001
335,Either Manuel or Kia are a soldier,Manuel is a soldier,Kia is a soldier,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.06000000000000001
324,Either Silas or Laura are an executive,Silas is an executive,Laura is an executive,"{'entailment': '0.77', 'neutral': '0.18', 'contradiction': '0.06'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.05'}",0.06000000000000001
26,Either Benjamin or Kelly are a counselor,Benjamin is a counselor,Kelly is a counselor,"{'entailment': '0.88', 'neutral': '0.10', 'contradiction': '0.02'}","{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}",0.06
4,Either Billy or Melissa are a performing artist,Billy is a performing artist,Melissa is a performing artist,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.05'}",0.05999999999999993
78,Either Raymond or Celia are a clerk,Raymond is a clerk,Celia is a clerk,"{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}","{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}",0.05999999999999993
131,Either Lars or Raven are a pilot,Lars is a pilot,Raven is a pilot,"{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.14', 'contradiction': '0.05'}",0.059999999999999915
474,Either Chang Lee or Ebony are a manager,Chang Lee is a manager,Ebony is a manager,"{'entailment': '0.84', 'neutral': '0.08', 'contradiction': '0.08'}","{'entailment': '0.81', 'neutral': '0.08', 'contradiction': '0.11'}",0.059999999999999915
106,Either Alfred or Melissa are a construction worker,Alfred is a construction worker,Melissa is a construction worker,"{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}","{'entailment': '0.81', 'neutral': '0.09', 'contradiction': '0.10'}",0.059999999999999915
447,Either Amhad or Molly are a delivery,Amhad is a delivery,Molly is a delivery,"{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}","{'entailment': '0.83', 'neutral': '0.10', 'contradiction': '0.07'}",0.059999999999999915
71,Either Lawrence or Marianne are a servant,Lawrence is a servant,Marianne is a servant,"{'entailment': '0.76', 'neutral': '0.12', 'contradiction': '0.11'}","{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.09'}",0.05000000000000003
401,Either Jorge or Kristy are a realtor,Jorge is a realtor,Kristy is a realtor,"{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}",0.050000000000000024
51,Either Nick or Katie are a prosecutor,Nick is a prosecutor,Katie is a prosecutor,"{'entailment': '0.79', 'neutral': '0.09', 'contradiction': '0.12'}","{'entailment': '0.80', 'neutral': '0.10', 'contradiction': '0.09'}",0.05000000000000002
333,Either LeShawn or Kassidy are an accountant,LeShawn is an accountant,Kassidy is an accountant,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.06'}",0.05000000000000002
60,Either Micheal or Kathy are an actor,Micheal is an actor,Kathy is an actor,"{'entailment': '0.87', 'neutral': '0.11', 'contradiction': '0.02'}","{'entailment': '0.89', 'neutral': '0.09', 'contradiction': '0.03'}",0.05000000000000002
120,Either DeAndre or Ebony are a laborer,DeAndre is a laborer,Ebony is a laborer,"{'entailment': '0.80', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.78', 'neutral': '0.13', 'contradiction': '0.09'}",0.05000000000000002
166,Either Marquis or Anna are a boxer,Marquis is a boxer,Anna is a boxer,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.02'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}",0.05000000000000002
248,Either Mitchell or Precious are a cook,Mitchell is a cook,Precious is a cook,"{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.07'}","{'entailment': '0.78', 'neutral': '0.13', 'contradiction': '0.09'}",0.05000000000000002
261,Either Chen Wee or Lara are an attourney,Chen Wee is an attourney,Lara is an attourney,"{'entailment': '0.80', 'neutral': '0.10', 'contradiction': '0.11'}","{'entailment': '0.77', 'neutral': '0.12', 'contradiction': '0.11'}",0.05000000000000002
424,Either Chang Lee or Greta are a professor,Chang Lee is a professor,Greta is a professor,"{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.04'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.05000000000000001
211,Either Andrew or Veronica are a designer,Andrew is a designer,Veronica is a designer,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.10', 'contradiction': '0.07'}",0.05000000000000001
136,Either Perth or Yolanda are a guard,Perth is a guard,Yolanda is a guard,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.05'}",0.05
483,Either Laquan or Tina are a delivery,Laquan is a delivery,Tina is a delivery,"{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.09'}","{'entailment': '0.82', 'neutral': '0.12', 'contradiction': '0.06'}",0.04999999999999999
163,Either Tyrone or Fabioloa are a firefighter,Tyrone is a firefighter,Fabioloa is a firefighter,"{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.17', 'contradiction': '0.04'}",0.040000000000000036
94,Either Jeremy or Missy are a lawn mower,Jeremy is a lawn mower,Missy is a lawn mower,"{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.08'}",0.040000000000000036
104,Either Lance or Barbara are an employment,Lance is an employment,Barbara is an employment,"{'entailment': '0.86', 'neutral': '0.08', 'contradiction': '0.06'}","{'entailment': '0.84', 'neutral': '0.09', 'contradiction': '0.07'}",0.04000000000000002
329,Either Ragesh or Sally are a judge,Ragesh is a judge,Sally is a judge,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.82', 'neutral': '0.13', 'contradiction': '0.05'}",0.04000000000000002
81,Either Cole or Priya are a supervisor,Cole is a supervisor,Priya is a supervisor,"{'entailment': '0.92', 'neutral': '0.05', 'contradiction': '0.03'}","{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}",0.04000000000000002
1,Either Brayden or Jill are a pensioner,Brayden is a pensioner,Jill is a pensioner,"{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.02'}","{'entailment': '0.90', 'neutral': '0.07', 'contradiction': '0.03'}",0.04000000000000002
140,Either Alan or Joanne are an economist,Alan is an economist,Joanne is an economist,"{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}","{'entailment': '0.78', 'neutral': '0.12', 'contradiction': '0.10'}",0.04000000000000002
142,Either A'deem or Brenda are a chief,A'deem is a chief,Brenda is a chief,"{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}","{'entailment': '0.87', 'neutral': '0.08', 'contradiction': '0.05'}",0.04000000000000002
499,Either Mack or Sharon are an opera singer,Mack is an opera singer,Sharon is an opera singer,"{'entailment': '0.79', 'neutral': '0.16', 'contradiction': '0.05'}","{'entailment': '0.81', 'neutral': '0.16', 'contradiction': '0.03'}",0.04000000000000002
411,Either Bradford or Monica are a producer,Bradford is a producer,Monica is a producer,"{'entailment': '0.91', 'neutral': '0.06', 'contradiction': '0.03'}","{'entailment': '0.89', 'neutral': '0.08', 'contradiction': '0.03'}",0.04000000000000002
57,Either Alan or Marie are a mechanic,Alan is a mechanic,Marie is a mechanic,"{'entailment': '0.93', 'neutral': '0.05', 'contradiction': '0.02'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}",0.04000000000000002
10,Either Tyler or Kassandra are an analyst,Tyler is an analyst,Kassandra is an analyst,"{'entailment': '0.76', 'neutral': '0.13', 'contradiction': '0.11'}","{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}",0.04000000000000002
355,Either Ed or Amy are an academic,Ed is an academic,Amy is an academic,"{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.04000000000000002
360,Either Timmy or Janice are a manager,Timmy is a manager,Janice is a manager,"{'entailment': '0.86', 'neutral': '0.07', 'contradiction': '0.07'}","{'entailment': '0.88', 'neutral': '0.07', 'contradiction': '0.05'}",0.04000000000000002
270,Either Jeff or Kassidy are an artist,Jeff is an artist,Kassidy is an artist,"{'entailment': '0.84', 'neutral': '0.11', 'contradiction': '0.05'}","{'entailment': '0.86', 'neutral': '0.09', 'contradiction': '0.05'}",0.04000000000000002
462,Either Timmy or Claire are an author,Timmy is an author,Claire is an author,"{'entailment': '0.89', 'neutral': '0.06', 'contradiction': '0.05'}","{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.04'}",0.040000000000000015
189,Either Jerry or Cathy are a cashier,Jerry is a cashier,Cathy is a cashier,"{'entailment': '0.83', 'neutral': '0.10', 'contradiction': '0.07'}","{'entailment': '0.82', 'neutral': '0.09', 'contradiction': '0.09'}",0.04000000000000001
374,Either LeShawn or Veronica are a handyman,LeShawn is a handyman,Veronica is a handyman,"{'entailment': '0.87', 'neutral': '0.11', 'contradiction': '0.02'}","{'entailment': '0.88', 'neutral': '0.09', 'contradiction': '0.03'}",0.04000000000000001
27,Either Sidney or Katherine are an astronomer,Sidney is an astronomer,Katherine is an astronomer,"{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}","{'entailment': '0.78', 'neutral': '0.15', 'contradiction': '0.07'}",0.04000000000000001
160,Either Mack or Fabioloa are a supervisor,Mack is a supervisor,Fabioloa is a supervisor,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.09'}",0.04000000000000001
159,Either James or Kathy are a handball player,James is a handball player,Kathy is a handball player,"{'entailment': '0.81', 'neutral': '0.09', 'contradiction': '0.09'}","{'entailment': '0.80', 'neutral': '0.11', 'contradiction': '0.08'}",0.04000000000000001
450,Either Terrell or Jill are a butcher,Terrell is a butcher,Jill is a butcher,"{'entailment': '0.78', 'neutral': '0.11', 'contradiction': '0.11'}","{'entailment': '0.77', 'neutral': '0.13', 'contradiction': '0.10'}",0.04000000000000001
73,Either Laquan or Tarnisha are an army,Laquan is an army,Tarnisha is an army,"{'entailment': '0.84', 'neutral': '0.12', 'contradiction': '0.04'}","{'entailment': '0.86', 'neutral': '0.10', 'contradiction': '0.04'}",0.04000000000000001
66,Either Rajeev or Jennifer are a lifeguard,Rajeev is a lifeguard,Jennifer is a lifeguard,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.79', 'neutral': '0.12', 'contradiction': '0.09'}",0.04000000000000001
288,Either Nell or Abigail are a servant,Nell is a servant,Abigail is a servant,"{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.06'}","{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}",0.04
271,Either Benjamin or Shannon are an academic,Benjamin is an academic,Shannon is an academic,"{'entailment': '0.77', 'neutral': '0.07', 'contradiction': '0.16'}","{'entailment': '0.78', 'neutral': '0.08', 'contradiction': '0.14'}",0.039999999999999994
410,Either Joseph or Olga are a psychologist,Joseph is a psychologist,Olga is a psychologist,"{'entailment': '0.82', 'neutral': '0.10', 'contradiction': '0.08'}","{'entailment': '0.80', 'neutral': '0.10', 'contradiction': '0.10'}",0.03999999999999991
429,Either Donald or Lena are a pharmacist,Donald is a pharmacist,Lena is a pharmacist,"{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}","{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}",0.03999999999999991
180,Either Stephen or Lou are an astronomer,Stephen is an astronomer,Lou is an astronomer,"{'entailment': '0.83', 'neutral': '0.11', 'contradiction': '0.06'}","{'entailment': '0.81', 'neutral': '0.13', 'contradiction': '0.06'}",0.03999999999999991
295,Either Rocco or Shelly are a pharmacist,Rocco is a pharmacist,Shelly is a pharmacist,"{'entailment': '0.83', 'neutral': '0.09', 'contradiction': '0.08'}","{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}",0.03999999999999991
174,Either Tyresse or Beyonce are a mathematician,Tyresse is a mathematician,Beyonce is a mathematician,"{'entailment': '0.80', 'neutral': '0.12', 'contradiction': '0.08'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}",0.0399999999999999
230,Either Michael or Kelly are a musician,Michael is a musician,Kelly is a musician,"{'entailment': '0.80', 'neutral': '0.15', 'contradiction': '0.04'}","{'entailment': '0.81', 'neutral': '0.16', 'contradiction': '0.03'}",0.03000000000000002
285,Either Fred or Flora are a tailor,Fred is a tailor,Flora is a tailor,"{'entailment': '0.90', 'neutral': '0.08', 'contradiction': '0.02'}","{'entailment': '0.88', 'neutral': '0.08', 'contradiction': '0.03'}",0.030000000000000016
