,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
728,Neither Hunter or Carlos is a groom,Hunter is not a groom,0.893,0.078,0.029,entailment,Carlos is not a groom,0.863,0.080,0.057,entailment,0.060,Neither Carlos or Hunter is a groom,Hunter is not a groom,0.813,0.127,0.060,entailment,Carlos is not a groom,0.879,0.082,0.039,entailment,0.133,0.160,0.036,0.197
729,Neither Jenna or Ramon is a janitor,Jenna is not a janitor,0.889,0.081,0.031,entailment,Ramon is not a janitor,0.808,0.094,0.098,entailment,0.161,Neither Ramon or Jenna is a janitor,Jenna is not a janitor,0.827,0.100,0.073,entailment,Ramon is not a janitor,0.881,0.079,0.040,entailment,0.108,0.124,0.146,0.269
730,Neither Inglethorp or Li is an opera singer,Inglethorp is not an opera singer,0.835,0.092,0.073,entailment,Li is not an opera singer,0.763,0.107,0.130,entailment,0.143,Neither Li or Inglethorp is an opera singer,Inglethorp is not an opera singer,0.810,0.088,0.102,entailment,Li is not an opera singer,0.847,0.105,0.048,entailment,0.108,0.059,0.169,0.227
731,Neither Emily or Tanisha is a delivery,Emily is not a delivery,0.886,0.092,0.022,entailment,Tanisha is not a delivery,0.784,0.121,0.095,entailment,0.204,Neither Tanisha or Emily is a delivery,Emily is not a delivery,0.855,0.112,0.033,entailment,Tanisha is not a delivery,0.851,0.101,0.048,entailment,0.030,0.061,0.135,0.196
732,Neither Jenna or Chen Wee is a receptionist,Jenna is not a receptionist,0.910,0.059,0.031,entailment,Chen Wee is not a receptionist,0.859,0.053,0.088,entailment,0.113,Neither Chen Wee or Jenna is a receptionist,Jenna is not a receptionist,0.850,0.058,0.092,entailment,Chen Wee is not a receptionist,0.897,0.045,0.057,entailment,0.095,0.121,0.076,0.197
733,Neither Essex or Silas is an architect,Essex is not an architect,0.902,0.073,0.025,entailment,Silas is not an architect,0.747,0.104,0.149,entailment,0.310,Neither Silas or Essex is an architect,Essex is not an architect,0.875,0.070,0.055,entailment,Silas is not an architect,0.847,0.089,0.065,entailment,0.057,0.061,0.200,0.261
734,Neither Jacob or Laquisha is a civil,Jacob is not a civil,0.866,0.116,0.018,entailment,Laquisha is not a civil,0.798,0.131,0.070,entailment,0.135,Neither Laquisha or Jacob is a civil,Jacob is not a civil,0.832,0.126,0.042,entailment,Laquisha is not a civil,0.835,0.112,0.052,entailment,0.026,0.067,0.074,0.141
735,Neither Greg or Sheng Lee is an army,Greg is not an army,0.840,0.145,0.015,entailment,Sheng Lee is not an army,0.858,0.093,0.049,entailment,0.104,Neither Sheng Lee or Greg is an army,Greg is not an army,0.822,0.151,0.026,entailment,Sheng Lee is not an army,0.905,0.077,0.018,entailment,0.165,0.035,0.094,0.129
736,Neither Hunter or Feng Wu is a hairdresser,Hunter is not a hairdresser,0.859,0.098,0.043,entailment,Feng Wu is not a hairdresser,0.774,0.060,0.165,entailment,0.244,Neither Feng Wu or Hunter is a hairdresser,Hunter is not a hairdresser,0.809,0.113,0.078,entailment,Feng Wu is not a hairdresser,0.867,0.061,0.072,entailment,0.116,0.100,0.187,0.286
737,Neither Jake or Terrance is a pilot,Jake is not a pilot,0.896,0.074,0.030,entailment,Terrance is not a pilot,0.829,0.136,0.035,entailment,0.133,Neither Terrance or Jake is a pilot,Jake is not a pilot,0.862,0.085,0.053,entailment,Terrance is not a pilot,0.895,0.086,0.019,entailment,0.069,0.068,0.132,0.200
738,Neither Jack or Kwame is a painter,Jack is not a painter,0.844,0.118,0.038,entailment,Kwame is not a painter,0.820,0.103,0.077,entailment,0.077,Neither Kwame or Jack is a painter,Jack is not a painter,0.796,0.137,0.067,entailment,Kwame is not a painter,0.864,0.101,0.035,entailment,0.136,0.096,0.088,0.183
739,Neither Molly or Treyvone is a receptionist,Molly is not a receptionist,0.915,0.056,0.030,entailment,Treyvone is not a receptionist,0.841,0.059,0.100,entailment,0.147,Neither Treyvone or Molly is a receptionist,Molly is not a receptionist,0.856,0.066,0.078,entailment,Treyvone is not a receptionist,0.903,0.052,0.045,entailment,0.094,0.117,0.123,0.240
740,Neither Essex or Sheng Lee is a mechanic,Essex is not a mechanic,0.915,0.075,0.011,entailment,Sheng Lee is not a mechanic,0.896,0.052,0.052,entailment,0.082,Neither Sheng Lee or Essex is a mechanic,Essex is not a mechanic,0.892,0.090,0.017,entailment,Sheng Lee is not a mechanic,0.924,0.059,0.017,entailment,0.063,0.045,0.069,0.113
741,Neither Heather or Ming is a software engineer,Heather is not a software engineer,0.811,0.120,0.069,entailment,Ming is not a software engineer,0.659,0.191,0.150,entailment,0.304,Neither Ming or Heather is a software engineer,Heather is not a software engineer,0.822,0.108,0.070,entailment,Ming is not a software engineer,0.738,0.179,0.083,entailment,0.168,0.025,0.159,0.185
742,Neither Molly or Ramon is a clerk,Molly is not a clerk,0.852,0.106,0.041,entailment,Ramon is not a clerk,0.741,0.097,0.162,entailment,0.242,Neither Ramon or Molly is a clerk,Molly is not a clerk,0.787,0.133,0.080,entailment,Ramon is not a clerk,0.834,0.096,0.070,entailment,0.094,0.132,0.186,0.317
743,Neither Scott or Joo-Lin is a carpenter,Scott is not a carpenter,0.893,0.088,0.019,entailment,Joo-Lin is not a carpenter,0.736,0.120,0.144,entailment,0.313,Neither Joo-Lin or Scott is a carpenter,Scott is not a carpenter,0.835,0.108,0.057,entailment,Joo-Lin is not a carpenter,0.786,0.137,0.077,entailment,0.098,0.115,0.135,0.250
744,Neither Emily or Jamal is a hostess,Emily is not a hostess,0.883,0.083,0.035,entailment,Jamal is not a hostess,0.845,0.071,0.084,entailment,0.099,Neither Jamal or Emily is a hostess,Emily is not a hostess,0.755,0.118,0.127,entailment,Jamal is not a hostess,0.874,0.074,0.052,entailment,0.237,0.255,0.063,0.319
745,Neither Essex or Wong Chang is a coach,Essex is not a coach,0.871,0.097,0.033,entailment,Wong Chang is not a coach,0.750,0.054,0.196,entailment,0.326,Neither Wong Chang or Essex is a coach,Essex is not a coach,0.828,0.087,0.084,entailment,Wong Chang is not a coach,0.847,0.072,0.081,entailment,0.036,0.103,0.229,0.332
746,Neither Jack or Won San Lee is a hostess,Jack is not a hostess,0.837,0.112,0.050,entailment,Won San Lee is not a hostess,0.704,0.133,0.162,entailment,0.266,Neither Won San Lee or Jack is a hostess,Jack is not a hostess,0.751,0.135,0.114,entailment,Won San Lee is not a hostess,0.741,0.099,0.160,entailment,0.091,0.174,0.074,0.247
747,Neither Jack or Raja is a scientist,Jack is not a scientist,0.824,0.119,0.058,entailment,Raja is not a scientist,0.680,0.153,0.166,entailment,0.286,Neither Raja or Jack is a scientist,Jack is not a scientist,0.726,0.144,0.129,entailment,Raja is not a scientist,0.735,0.180,0.085,entailment,0.089,0.195,0.162,0.357
748,Neither Jenna or DeShawn is a comedian,Jenna is not a comedian,0.815,0.115,0.071,entailment,DeShawn is not a comedian,0.750,0.120,0.131,entailment,0.130,Neither DeShawn or Jenna is a comedian,Jenna is not a comedian,0.818,0.105,0.077,entailment,DeShawn is not a comedian,0.820,0.095,0.085,entailment,0.019,0.019,0.140,0.159
749,Neither Craig or DeShawn is a professor,Craig is not a professor,0.820,0.079,0.101,entailment,DeShawn is not a professor,0.681,0.098,0.221,entailment,0.278,Neither DeShawn or Craig is a professor,Craig is not a professor,0.819,0.075,0.106,entailment,DeShawn is not a professor,0.826,0.071,0.102,entailment,0.015,0.011,0.290,0.301
750,Neither Ronnie or Raja is an engineer,Ronnie is not an engineer,0.869,0.096,0.035,entailment,Raja is not an engineer,0.749,0.141,0.109,entailment,0.239,Neither Raja or Ronnie is an engineer,Ronnie is not an engineer,0.852,0.102,0.046,entailment,Raja is not an engineer,0.769,0.168,0.063,entailment,0.166,0.034,0.092,0.126
751,Neither Jake or Terrell is a nurse,Jake is not a nurse,0.897,0.071,0.032,entailment,Terrell is not a nurse,0.803,0.128,0.070,entailment,0.189,Neither Terrell or Jake is a nurse,Jake is not a nurse,0.848,0.079,0.073,entailment,Terrell is not a nurse,0.869,0.101,0.031,entailment,0.085,0.098,0.132,0.230
752,Neither Essex or Raja is a designer,Essex is not a designer,0.820,0.129,0.051,entailment,Raja is not a designer,0.547,0.113,0.339,entailment,0.577,Neither Raja or Essex is a designer,Essex is not a designer,0.753,0.133,0.114,entailment,Raja is not a designer,0.659,0.169,0.172,entailment,0.188,0.134,0.335,0.469
753,Neither Heather or Li is an attourney,Heather is not an attourney,0.889,0.091,0.021,entailment,Li is not an attourney,0.749,0.210,0.041,entailment,0.279,Neither Li or Heather is an attourney,Heather is not an attourney,0.814,0.144,0.043,entailment,Li is not an attourney,0.834,0.141,0.025,entailment,0.041,0.150,0.169,0.320
754,Neither Katherine or Manuel is a banker,Katherine is not a banker,0.895,0.086,0.019,entailment,Manuel is not a banker,0.808,0.096,0.097,entailment,0.175,Neither Manuel or Katherine is a banker,Katherine is not a banker,0.790,0.113,0.097,entailment,Manuel is not a banker,0.920,0.061,0.019,entailment,0.260,0.210,0.225,0.435
755,Neither Jenna or Ramirez is a servant,Jenna is not a servant,0.803,0.121,0.076,entailment,Ramirez is not a servant,0.721,0.158,0.121,entailment,0.165,Neither Ramirez or Jenna is a servant,Jenna is not a servant,0.719,0.138,0.143,entailment,Ramirez is not a servant,0.823,0.111,0.066,entailment,0.207,0.167,0.204,0.372
756,Neither Greg or Bai is a cleric,Greg is not a cleric,0.902,0.077,0.021,entailment,Bai is not a cleric,0.826,0.100,0.073,entailment,0.151,Neither Bai or Greg is a cleric,Greg is not a cleric,0.834,0.084,0.081,entailment,Bai is not a cleric,0.880,0.076,0.044,entailment,0.092,0.135,0.107,0.242
757,Neither Ronnie or Raven is an arts,Ronnie is not an arts,0.880,0.090,0.029,entailment,Raven is not an arts,0.844,0.118,0.038,entailment,0.074,Neither Raven or Ronnie is an arts,Ronnie is not an arts,0.840,0.113,0.047,entailment,Raven is not an arts,0.890,0.082,0.028,entailment,0.100,0.080,0.094,0.174
758,Neither Katherine or Rajeev is a lawyer,Katherine is not a lawyer,0.874,0.106,0.019,entailment,Rajeev is not a lawyer,0.716,0.117,0.167,entailment,0.318,Neither Rajeev or Katherine is a lawyer,Katherine is not a lawyer,0.838,0.097,0.065,entailment,Rajeev is not a lawyer,0.827,0.106,0.067,entailment,0.023,0.091,0.222,0.313
759,Neither Jenna or Anita is a librarian,Jenna is not a librarian,0.887,0.078,0.035,entailment,Anita is not a librarian,0.848,0.101,0.051,entailment,0.079,Neither Anita or Jenna is a librarian,Jenna is not a librarian,0.823,0.108,0.069,entailment,Anita is not a librarian,0.905,0.074,0.020,entailment,0.165,0.128,0.116,0.244
760,Neither Dylan or Feng Wu is a dentist,Dylan is not a dentist,0.869,0.106,0.026,entailment,Feng Wu is not a dentist,0.651,0.094,0.254,entailment,0.457,Neither Feng Wu or Dylan is a dentist,Dylan is not a dentist,0.843,0.087,0.071,entailment,Feng Wu is not a dentist,0.835,0.089,0.076,entailment,0.015,0.090,0.368,0.457
761,Neither Essex or Li is a scientist,Essex is not a scientist,0.887,0.080,0.033,entailment,Li is not a scientist,0.642,0.113,0.244,entailment,0.489,Neither Li or Essex is a scientist,Essex is not a scientist,0.860,0.078,0.062,entailment,Li is not a scientist,0.793,0.118,0.089,entailment,0.133,0.058,0.310,0.368
762,Neither Scott or Terrance is an employee,Scott is not an employee,0.881,0.066,0.053,entailment,Terrance is not an employee,0.820,0.130,0.050,entailment,0.130,Neither Terrance or Scott is an employee,Scott is not an employee,0.794,0.096,0.109,entailment,Terrance is not an employee,0.863,0.093,0.044,entailment,0.137,0.174,0.086,0.260
763,Neither Essex or LeBron is a commander,Essex is not a commander,0.861,0.088,0.051,entailment,LeBron is not a commander,0.847,0.061,0.092,entailment,0.082,Neither LeBron or Essex is a commander,Essex is not a commander,0.824,0.090,0.086,entailment,LeBron is not a commander,0.909,0.067,0.024,entailment,0.170,0.074,0.136,0.210
764,Neither Cody or Chin Pang is an umpire,Cody is not an umpire,0.864,0.118,0.018,entailment,Chin Pang is not an umpire,0.774,0.106,0.120,entailment,0.205,Neither Chin Pang or Cody is an umpire,Cody is not an umpire,0.857,0.103,0.040,entailment,Chin Pang is not an umpire,0.871,0.070,0.058,entailment,0.065,0.045,0.194,0.239
765,Neither Dylan or Ramon is an actor,Dylan is not an actor,0.916,0.064,0.020,entailment,Ramon is not an actor,0.873,0.064,0.063,entailment,0.085,Neither Ramon or Dylan is an actor,Dylan is not an actor,0.906,0.067,0.028,entailment,Ramon is not an actor,0.893,0.071,0.036,entailment,0.026,0.020,0.053,0.073
766,Neither Carly or Wang is a CEO,Carly is not a CEO,0.887,0.081,0.031,entailment,Wang is not a CEO,0.865,0.076,0.059,entailment,0.055,Neither Wang or Carly is a CEO,Carly is not a CEO,0.857,0.089,0.054,entailment,Wang is not a CEO,0.908,0.060,0.033,entailment,0.102,0.061,0.087,0.148
767,Neither LeShawn or Terrance is a pharmacist,LeShawn is not a pharmacist,0.863,0.070,0.067,entailment,Terrance is not a pharmacist,0.857,0.093,0.050,entailment,0.046,Neither Terrance or LeShawn is a pharmacist,LeShawn is not a pharmacist,0.819,0.092,0.090,entailment,Terrance is not a pharmacist,0.869,0.086,0.045,entailment,0.101,0.089,0.025,0.114
768,Neither Molly or Chen is a soldier,Molly is not a soldier,0.841,0.117,0.041,entailment,Chen is not a soldier,0.696,0.149,0.155,entailment,0.291,Neither Chen or Molly is a soldier,Molly is not a soldier,0.796,0.133,0.070,entailment,Chen is not a soldier,0.795,0.138,0.068,entailment,0.009,0.090,0.198,0.288
769,Neither Carly or Li is a lawyer,Carly is not a lawyer,0.859,0.092,0.049,entailment,Li is not a lawyer,0.823,0.114,0.063,entailment,0.072,Neither Li or Carly is a lawyer,Carly is not a lawyer,0.815,0.096,0.089,entailment,Li is not a lawyer,0.879,0.087,0.034,entailment,0.129,0.088,0.113,0.201
770,Neither Claire or Malik is a poet,Claire is not a poet,0.815,0.135,0.050,entailment,Malik is not a poet,0.733,0.143,0.125,entailment,0.165,Neither Malik or Claire is a poet,Claire is not a poet,0.814,0.124,0.061,entailment,Malik is not a poet,0.808,0.139,0.053,entailment,0.029,0.023,0.150,0.173
771,Neither LeShawn or Beyonce is a lifeguard,LeShawn is not a lifeguard,0.773,0.120,0.106,entailment,Beyonce is not a lifeguard,0.791,0.096,0.113,entailment,0.050,Neither Beyonce or LeShawn is a lifeguard,LeShawn is not a lifeguard,0.734,0.137,0.130,entailment,Beyonce is not a lifeguard,0.861,0.090,0.049,entailment,0.255,0.080,0.139,0.219
772,Neither Emily or Li is a medical student,Emily is not a medical student,0.810,0.066,0.125,entailment,Li is not a medical student,0.603,0.118,0.280,entailment,0.414,Neither Li or Emily is a medical student,Emily is not a medical student,0.686,0.075,0.239,entailment,Li is not a medical student,0.722,0.094,0.184,entailment,0.110,0.247,0.239,0.487
773,Neither Carly or Jamel is a psychologist,Carly is not a psychologist,0.801,0.144,0.055,entailment,Jamel is not a psychologist,0.696,0.144,0.160,entailment,0.210,Neither Jamel or Carly is a psychologist,Carly is not a psychologist,0.730,0.154,0.116,entailment,Jamel is not a psychologist,0.757,0.148,0.094,entailment,0.055,0.142,0.132,0.273
774,Neither Greuze or Silas is a clerk,Greuze is not a clerk,0.871,0.075,0.053,entailment,Silas is not a clerk,0.790,0.105,0.105,entailment,0.162,Neither Silas or Greuze is a clerk,Greuze is not a clerk,0.847,0.070,0.083,entailment,Silas is not a clerk,0.871,0.084,0.046,entailment,0.074,0.059,0.161,0.219
775,Neither Ronnie or Ragesh is a lawn mower,Ronnie is not a lawn mower,0.912,0.076,0.012,entailment,Ragesh is not a lawn mower,0.893,0.061,0.046,entailment,0.069,Neither Ragesh or Ronnie is a lawn mower,Ronnie is not a lawn mower,0.913,0.075,0.012,entailment,Ragesh is not a lawn mower,0.919,0.062,0.019,entailment,0.026,0.003,0.055,0.057
776,Neither Jenna or Jamal is a model,Jenna is not a model,0.887,0.080,0.033,entailment,Jamal is not a model,0.864,0.091,0.044,entailment,0.045,Neither Jamal or Jenna is a model,Jenna is not a model,0.775,0.125,0.100,entailment,Jamal is not a model,0.911,0.065,0.024,entailment,0.272,0.224,0.093,0.318
777,Neither Cadan or Ramirez is a civil,Cadan is not a civil,0.796,0.149,0.055,entailment,Ramirez is not a civil,0.818,0.122,0.060,entailment,0.054,Neither Ramirez or Cadan is a civil,Cadan is not a civil,0.758,0.162,0.081,entailment,Ramirez is not a civil,0.835,0.116,0.048,entailment,0.155,0.077,0.035,0.112
778,Neither Abigail or Marquis is a counselor,Abigail is not a counselor,0.838,0.099,0.064,entailment,Marquis is not a counselor,0.847,0.087,0.067,entailment,0.024,Neither Marquis or Abigail is a counselor,Abigail is not a counselor,0.679,0.099,0.223,entailment,Marquis is not a counselor,0.887,0.081,0.032,entailment,0.417,0.318,0.082,0.400
779,Neither Katherine or Precious is an auditor,Katherine is not an auditor,0.871,0.113,0.016,entailment,Precious is not an auditor,0.814,0.121,0.065,entailment,0.115,Neither Precious or Katherine is an auditor,Katherine is not an auditor,0.839,0.102,0.059,entailment,Precious is not an auditor,0.882,0.087,0.031,entailment,0.086,0.085,0.137,0.222
780,Neither Cadan or Javier is a hairdresser,Cadan is not a hairdresser,0.803,0.092,0.105,entailment,Javier is not a hairdresser,0.855,0.073,0.072,entailment,0.103,Neither Javier or Cadan is a hairdresser,Cadan is not a hairdresser,0.740,0.098,0.162,entailment,Javier is not a hairdresser,0.891,0.068,0.041,entailment,0.302,0.126,0.072,0.199
781,Neither Jake or Sudeep is a lifeguard,Jake is not a lifeguard,0.841,0.109,0.050,entailment,Sudeep is not a lifeguard,0.787,0.109,0.104,entailment,0.109,Neither Sudeep or Jake is a lifeguard,Jake is not a lifeguard,0.781,0.124,0.095,entailment,Sudeep is not a lifeguard,0.846,0.089,0.065,entailment,0.129,0.119,0.119,0.238
782,Neither Hunter or Wong Chang is a groom,Hunter is not a groom,0.857,0.115,0.027,entailment,Wong Chang is not a groom,0.860,0.072,0.068,entailment,0.087,Neither Wong Chang or Hunter is a groom,Hunter is not a groom,0.790,0.155,0.055,entailment,Wong Chang is not a groom,0.896,0.071,0.033,entailment,0.212,0.135,0.071,0.207
783,Neither Greg or Chang is an engineer,Greg is not an engineer,0.861,0.104,0.034,entailment,Chang is not an engineer,0.842,0.114,0.044,entailment,0.039,Neither Chang or Greg is an engineer,Greg is not an engineer,0.799,0.133,0.068,entailment,Chang is not an engineer,0.853,0.103,0.045,entailment,0.107,0.124,0.023,0.147
784,Neither Dustin or Ramirez is a pharmacist,Dustin is not a pharmacist,0.904,0.065,0.031,entailment,Ramirez is not a pharmacist,0.838,0.104,0.058,entailment,0.131,Neither Ramirez or Dustin is a pharmacist,Dustin is not a pharmacist,0.873,0.072,0.055,entailment,Ramirez is not a pharmacist,0.877,0.085,0.037,entailment,0.036,0.062,0.078,0.140
785,Neither Emily or Jamel is a janitor,Emily is not a janitor,0.918,0.068,0.014,entailment,Jamel is not a janitor,0.799,0.097,0.104,entailment,0.239,Neither Jamel or Emily is a janitor,Emily is not a janitor,0.858,0.094,0.048,entailment,Jamel is not a janitor,0.850,0.086,0.064,entailment,0.031,0.121,0.103,0.224
786,Neither Jack or Won Lee is a singer,Jack is not a singer,0.843,0.110,0.047,entailment,Won Lee is not a singer,0.842,0.084,0.074,entailment,0.054,Neither Won Lee or Jack is a singer,Jack is not a singer,0.800,0.109,0.091,entailment,Won Lee is not a singer,0.892,0.063,0.045,entailment,0.184,0.087,0.100,0.187
787,Neither Craig or Beyonce is a fireman,Craig is not a fireman,0.837,0.113,0.050,entailment,Beyonce is not a fireman,0.829,0.097,0.074,entailment,0.046,Neither Beyonce or Craig is a fireman,Craig is not a fireman,0.776,0.113,0.111,entailment,Beyonce is not a fireman,0.889,0.076,0.035,entailment,0.227,0.122,0.120,0.242
788,Neither Prescott or Chen Lang is a foster parent,Prescott is not a foster parent,0.884,0.076,0.040,entailment,Chen Lang is not a foster parent,0.745,0.088,0.167,entailment,0.278,Neither Chen Lang or Prescott is a foster parent,Prescott is not a foster parent,0.809,0.085,0.106,entailment,Chen Lang is not a foster parent,0.811,0.072,0.116,entailment,0.025,0.151,0.132,0.283
789,Neither Jake or Jose is a landlord,Jake is not a landlord,0.893,0.084,0.024,entailment,Jose is not a landlord,0.767,0.153,0.080,entailment,0.252,Neither Jose or Jake is a landlord,Jake is not a landlord,0.758,0.128,0.115,entailment,Jose is not a landlord,0.870,0.102,0.027,entailment,0.226,0.270,0.207,0.478
790,Neither Scott or Beyonce is a physicist,Scott is not a physicist,0.860,0.096,0.044,entailment,Beyonce is not a physicist,0.851,0.098,0.051,entailment,0.019,Neither Beyonce or Scott is a physicist,Scott is not a physicist,0.746,0.112,0.141,entailment,Beyonce is not a physicist,0.871,0.091,0.038,entailment,0.250,0.227,0.041,0.268
791,Neither Greg or Chen is a lawyer,Greg is not a lawyer,0.867,0.097,0.036,entailment,Chen is not a lawyer,0.832,0.098,0.071,entailment,0.071,Neither Chen or Greg is a lawyer,Greg is not a lawyer,0.821,0.105,0.074,entailment,Chen is not a lawyer,0.862,0.085,0.053,entailment,0.082,0.091,0.062,0.153
792,Neither Katherine or Terrell is a model,Katherine is not a model,0.916,0.066,0.018,entailment,Terrell is not a model,0.841,0.118,0.040,entailment,0.150,Neither Terrell or Katherine is a model,Katherine is not a model,0.823,0.103,0.074,entailment,Terrell is not a model,0.902,0.070,0.028,entailment,0.158,0.188,0.121,0.308
793,Neither Craig or Jamel is a detective,Craig is not a detective,0.867,0.102,0.031,entailment,Jamel is not a detective,0.797,0.122,0.081,entailment,0.140,Neither Jamel or Craig is a detective,Craig is not a detective,0.851,0.100,0.048,entailment,Jamel is not a detective,0.845,0.113,0.042,entailment,0.026,0.036,0.095,0.131
794,Neither Dustin or Ming is an arts,Dustin is not an arts,0.876,0.092,0.033,entailment,Ming is not an arts,0.782,0.159,0.059,entailment,0.187,Neither Ming or Dustin is an arts,Dustin is not an arts,0.840,0.109,0.051,entailment,Ming is not an arts,0.828,0.128,0.043,entailment,0.039,0.072,0.093,0.164
795,Neither Dustin or Jamel is a receptionist,Dustin is not a receptionist,0.924,0.042,0.034,entailment,Jamel is not a receptionist,0.788,0.068,0.143,entailment,0.272,Neither Jamel or Dustin is a receptionist,Dustin is not a receptionist,0.890,0.046,0.064,entailment,Jamel is not a receptionist,0.857,0.061,0.083,entailment,0.066,0.068,0.137,0.205
796,Neither Katie or Feng Wu is a delivery,Katie is not a delivery,0.854,0.118,0.028,entailment,Feng Wu is not a delivery,0.825,0.094,0.081,entailment,0.106,Neither Feng Wu or Katie is a delivery,Katie is not a delivery,0.831,0.130,0.039,entailment,Feng Wu is not a delivery,0.908,0.063,0.029,entailment,0.155,0.046,0.167,0.213
797,Neither Inglethorp or Chen Wee is a farmer,Inglethorp is not a farmer,0.826,0.119,0.055,entailment,Chen Wee is not a farmer,0.867,0.060,0.073,entailment,0.117,Neither Chen Wee or Inglethorp is a farmer,Inglethorp is not a farmer,0.803,0.106,0.092,entailment,Chen Wee is not a farmer,0.905,0.066,0.029,entailment,0.204,0.072,0.086,0.158
798,Neither Connor or Wang is a performing artist,Connor is not a performing artist,0.868,0.078,0.054,entailment,Wang is not a performing artist,0.877,0.072,0.050,entailment,0.020,Neither Wang or Connor is a performing artist,Connor is not a performing artist,0.826,0.099,0.074,entailment,Wang is not a performing artist,0.873,0.068,0.058,entailment,0.094,0.082,0.016,0.098
799,Neither Jacob or Malik is a politician,Jacob is not a politician,0.935,0.053,0.012,entailment,Malik is not a politician,0.890,0.074,0.036,entailment,0.089,Neither Malik or Jacob is a politician,Jacob is not a politician,0.912,0.064,0.024,entailment,Malik is not a politician,0.925,0.058,0.017,entailment,0.026,0.046,0.069,0.115
800,Neither Dylan or DeShawn is an auditor,Dylan is not an auditor,0.909,0.076,0.015,entailment,DeShawn is not an auditor,0.843,0.102,0.055,entailment,0.133,Neither DeShawn or Dylan is an auditor,Dylan is not an auditor,0.909,0.073,0.018,entailment,DeShawn is not an auditor,0.884,0.083,0.034,entailment,0.051,0.006,0.082,0.088
801,Neither Ronnie or Tyrone is a doctor,Ronnie is not a doctor,0.866,0.091,0.043,entailment,Tyrone is not a doctor,0.849,0.095,0.056,entailment,0.033,Neither Tyrone or Ronnie is a doctor,Ronnie is not a doctor,0.833,0.098,0.069,entailment,Tyrone is not a doctor,0.879,0.096,0.025,entailment,0.092,0.066,0.061,0.127
802,Neither Emily or Diamond is a painter,Emily is not a painter,0.855,0.118,0.028,entailment,Diamond is not a painter,0.739,0.176,0.085,entailment,0.231,Neither Diamond or Emily is a painter,Emily is not a painter,0.768,0.108,0.124,entailment,Diamond is not a painter,0.804,0.126,0.070,entailment,0.108,0.192,0.130,0.322
803,Neither Dylan or Laquan is an economist,Dylan is not an economist,0.888,0.088,0.023,entailment,Laquan is not an economist,0.746,0.140,0.113,entailment,0.284,Neither Laquan or Dylan is an economist,Dylan is not an economist,0.865,0.102,0.033,entailment,Laquan is not an economist,0.792,0.142,0.067,entailment,0.147,0.046,0.094,0.140
804,Neither Jake or Trevon is a cleric,Jake is not a cleric,0.918,0.064,0.018,entailment,Trevon is not a cleric,0.888,0.076,0.036,entailment,0.060,Neither Trevon or Jake is a cleric,Jake is not a cleric,0.882,0.074,0.044,entailment,Trevon is not a cleric,0.922,0.064,0.014,entailment,0.081,0.072,0.069,0.141
805,Neither Katie or Terrance is a teacher,Katie is not a teacher,0.879,0.079,0.042,entailment,Terrance is not a teacher,0.812,0.120,0.068,entailment,0.135,Neither Terrance or Katie is a teacher,Katie is not a teacher,0.817,0.093,0.089,entailment,Terrance is not a teacher,0.880,0.090,0.030,entailment,0.125,0.123,0.137,0.260
806,Neither Greuze or Joo-Lin is a mechanic,Greuze is not a mechanic,0.858,0.108,0.034,entailment,Joo-Lin is not a mechanic,0.824,0.081,0.095,entailment,0.122,Neither Joo-Lin or Greuze is a mechanic,Greuze is not a mechanic,0.851,0.087,0.062,entailment,Joo-Lin is not a mechanic,0.874,0.084,0.042,entailment,0.047,0.056,0.106,0.162
807,Neither Inglethorp or Won Lee is a receptionist,Inglethorp is not a receptionist,0.848,0.084,0.068,entailment,Won Lee is not a receptionist,0.808,0.059,0.133,entailment,0.130,Neither Won Lee or Inglethorp is a receptionist,Inglethorp is not a receptionist,0.813,0.073,0.114,entailment,Won Lee is not a receptionist,0.878,0.057,0.065,entailment,0.130,0.092,0.139,0.231
808,Neither Dylan or Adrin is an opera singer,Dylan is not an opera singer,0.922,0.061,0.018,entailment,Adrin is not an opera singer,0.837,0.098,0.065,entailment,0.169,Neither Adrin or Dylan is an opera singer,Dylan is not an opera singer,0.917,0.058,0.025,entailment,Adrin is not an opera singer,0.875,0.079,0.045,entailment,0.083,0.015,0.076,0.091
809,Neither Greg or Jose is an office worker,Greg is not an office worker,0.891,0.075,0.033,entailment,Jose is not an office worker,0.829,0.088,0.083,entailment,0.125,Neither Jose or Greg is an office worker,Greg is not an office worker,0.778,0.105,0.117,entailment,Jose is not an office worker,0.896,0.068,0.036,entailment,0.236,0.227,0.134,0.361
810,Neither Brown or Jamal is a singer,Brown is not a singer,0.873,0.080,0.047,entailment,Jamal is not a singer,0.903,0.053,0.044,entailment,0.060,Neither Jamal or Brown is a singer,Brown is not a singer,0.802,0.098,0.100,entailment,Jamal is not a singer,0.915,0.057,0.027,entailment,0.227,0.142,0.033,0.175
